"Id","Name","Jigsaw","TYPE","SHIPPINGSTREET","WEBSITE","INDUSTRY","NUMBEROFEMPLOYEES","DESCRIPTION"
"0019000000oGEgbAAG","CADISA SA DECV","AUTO_SAMPLE_DATA","Technology Partner","Kings Park, 17th Avenue, Team Valley Trading Estate,Gateshead, Tyne and Wear NE26 3HSUnited Kingdom","www.CADISA SA DECV.com","Agriculture","23","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs"
"0019000000oGEgcAAG","CAMACHO PEREZ LETICIA","AUTO_SAMPLE_DATA","Installation Partner","345 Shoreline ParkMountain View, CA 94043USA","www.CAMACHO PEREZ LETICIA.com","Government","23","Commerical logistics and transportation company."
"0019000000oGEgdAAG","CARRERA LOPEZ MERCEDES","AUTO_SAMPLE_DATA","Customer - Channel","Kings Park, 17th Avenue, Team Valley Trading Estate,Gateshead, Tyne and Wear NE26 3HSUnited Kingdom","www.CARRERA LOPEZ MERCEDES.com","Manufacturing","23","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website."
"0019000000oGEgeAAG","CASEROS S DE RL MICROINDUSTRIAL","AUTO_SAMPLE_DATA","Prospect","1301 Hoch Drive","www.CASEROS S DE RL MICROINDUSTRIAL.com","Government","23","Commerical logistics and transportation company."
"0019000000oGEgfAAG","CASTRO CASTRO HECTOR","AUTO_SAMPLE_DATA","Installation Partner","CES081007NE0","www.CASTRO CASTRO HECTOR.com","Banking","23","Commerical logistics and transportation company."
"0019000000oGEggAAG","CENTRO EMPRESARIAL DE CELAYA SP","AUTO_SAMPLE_DATA","Other","CES081007NE0","www.CENTRO EMPRESARIAL DE CELAYA SP.com","Manufacturing","23","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website."
"0019000000oGEghAAG","COMPEAN FABRE MANUEL","AUTO_SAMPLE_DATA","Other","345 Shoreline ParkMountain View, CA 94043USA","www.COMPEAN FABRE MANUEL.com","Banking","23","Commerical logistics and transportation company."
"0019000000oGEgiAAG","CONECTORES Y MANGUERAS","AUTO_SAMPLE_DATA","Installation Partner","Test acc 2157","www.CONECTORES Y MANGUERAS.com","Engineering","23","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine."
"0019000000oGEgjAAG","CONTRERAS LOPEZ ROSALIA","AUTO_SAMPLE_DATA","Other","2334 N. Michigan Avenue, Suite 1500Chicago, IL 60601, USA","www.CONTRERAS LOPEZ ROSALIA.com","Agriculture","23","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs"
"0019000000oGEgkAAG","CORPO CITRIK SA DE CV","AUTO_SAMPLE_DATA","Other","Kings Park, 17th Avenue, Team Valley Trading Estate,Gateshead, Tyne and Wear NE26 3HSUnited Kingdom","www.CORPO CITRIK SA DE CV.com","Utilities","23","Commerical logistics and transportation company."
"0019000000oGEglAAG","DE LAS FUENTES MARTINEZ JESUS ALBER","AUTO_SAMPLE_DATA","Channel Partner / Reseller","2334 N. Michigan Avenue, Suite 1500Chicago, IL 60601, USA","www.DE LAS FUENTES MARTINEZ JESUS ALBER.com","Banking","23","Commerical logistics and transportation company."
"0019000000oGEgmAAG","DE LEON PADILLA VICTORIANO","AUTO_SAMPLE_DATA","Installation Partner","345 Shoreline ParkMountain View, CA 94043USA","www.DE LEON PADILLA VICTORIANO.com","Manufacturing","23","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website."
"0019000000oGEgnAAG","DISTRIBUIDORA DE ACERO ONOX DEL BAJ","AUTO_SAMPLE_DATA","Other","2334 N. Michigan Avenue, Suite 1500Chicago, IL 60601, USA","www.DISTRIBUIDORA DE ACERO ONOX DEL BAJ.com","Utilities","23","Commerical logistics and transportation company."
"0019000000oGEgoAAG","DISTRIBUIDORA DE SUMINISTROS GENERA","AUTO_SAMPLE_DATA","Channel Partner / Reseller","345 Shoreline ParkMountain View, CA 94043USA","www.DISTRIBUIDORA DE SUMINISTROS GENERA.com","Engineering","23","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine."
"0019000000oGEgpAAG","DURAN LIZARRAGA ROMEL ALBERTO","AUTO_SAMPLE_DATA","Channel Partner / Reseller","620 SW 5th Avenue Suite 400Portland, Oregon 97204United States","www.DURAN LIZARRAGA ROMEL ALBERTO.com","Electronics","23","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia."
"0019000000oGEgqAAG","ECHEVERRIA CAMPOS PAULINO AROLDO","AUTO_SAMPLE_DATA","Customer - Direct","Kings Park, 17th Avenue, Team Valley Trading Estate,Gateshead, Tyne and Wear NE26 3HSUnited Kingdom","www.ECHEVERRIA CAMPOS PAULINO AROLDO.com","Manufacturing","23","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website."
"0019000000oGEgrAAG","ECOLOGIA Y MOVIMIENTO SA DE CV","AUTO_SAMPLE_DATA","Technology Partner","CES081007NE0","www.ECOLOGIA Y MOVIMIENTO SA DE CV.com","Banking","23","Commerical logistics and transportation company."
"0019000000oGEgsAAG","ERNESTO GALVAN GARCIA","AUTO_SAMPLE_DATA","Channel Partner / Reseller","2334 N. Michigan Avenue, Suite 1500Chicago, IL 60601, USA","www.ERNESTO GALVAN GARCIA.com","Engineering","23","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine."
"0019000000oGEgtAAG","ESA FILMS SC","AUTO_SAMPLE_DATA","Installation Partner","1301 Hoch Drive","www.ESA FILMS SC.com","Government","23","Commerical logistics and transportation company."
"0019000000oGEguAAG","FLORES SANTINI EMILIO SANTOS","AUTO_SAMPLE_DATA","Installation Partner","Test acc 2157","www.FLORES SANTINI EMILIO SANTOS.com","Engineering","23","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine."
"0019000000oGEgvAAG","FOTO CONTINO DE VERACRUZ S.A. DE CV","AUTO_SAMPLE_DATA","Customer - Channel","Test acc 2157","www.FOTO CONTINO DE VERACRUZ S.A. DE CV.com","Education","23","World's third largest oil and gas company."
"0019000000oGEgwAAG","FRANZONI LOBO FRANCISCO MARTIN","AUTO_SAMPLE_DATA","Technology Partner","620 SW 5th Avenue Suite 400Portland, Oregon 97204United States","www.FRANZONI LOBO FRANCISCO MARTIN.com","Healthcare","23","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website."
"0019000000oGEgxAAG","GALLARDO LUCERO LUVIA","AUTO_SAMPLE_DATA","Installation Partner","1301 Avenue of the Americas New York, NY 10019USA","www.GALLARDO LUCERO LUVIA.com","Manufacturing","23","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website."
"0019000000oGEgyAAG","GAMBOA AHUMADA EDUARDO","AUTO_SAMPLE_DATA","Other","Test acc 2157","www.GAMBOA AHUMADA EDUARDO.com","Agriculture","23","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs"
"0019000000oGEgzAAG","GARZA DEL POZO CARLOS","AUTO_SAMPLE_DATA","Other","DHE010828K6A","www.GARZA DEL POZO CARLOS.com","Government","23","Commerical logistics and transportation company."
"0019000000oGEh0AAG","HERRERA MANCERA JOSE","AUTO_SAMPLE_DATA","Installation Partner","2334 N. Michigan Avenue, Suite 1500Chicago, IL 60601, USA","www.HERRERA MANCERA JOSE.com","Agriculture","23","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs"
"0019000000oGEh1AAG","HIELO CRISTAL DE CELAYA S.A. DE C.V","AUTO_SAMPLE_DATA","Channel Partner / Reseller","345 Shoreline ParkMountain View, CA 94043USA","www.HIELO CRISTAL DE CELAYA S.A. DE C.V.com","Electronics","23","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia."
"0019000000oGEh2AAG","HOLZER Y CIA SA DE CV","AUTO_SAMPLE_DATA","Technology Partner","345 Shoreline ParkMountain View, CA 94043USA","www.HOLZER Y CIA SA DE CV.com","Manufacturing","23","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website."
"0019000000oGEh3AAG","INDUSTRIAS Y ANALISIS AMBIENTALES S","AUTO_SAMPLE_DATA","Prospect","1301 Hoch Drive","www.INDUSTRIAS Y ANALISIS AMBIENTALES S.com","Government","23","Commerical logistics and transportation company."
"0019000000oGEh4AAG","INGENIERIA COSTOS Y SERVICIOS","AUTO_SAMPLE_DATA","Installation Partner","2334 N. Michigan Avenue, Suite 1500Chicago, IL 60601, USA","www.INGENIERIA COSTOS Y SERVICIOS.com","Utilities","23","Commerical logistics and transportation company."
"0019000000oGEh5AAG","IRON LAB SA DE CV","AUTO_SAMPLE_DATA","Customer - Direct","CES081007NE0","www.IRON LAB SA DE CV.com","Healthcare","23","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website."
"0019000000oGEh6AAG","JESUS GONZALEZ FRANCO","AUTO_SAMPLE_DATA","Customer - Channel","620 SW 5th Avenue Suite 400Portland, Oregon 97204United States","www.JESUS GONZALEZ FRANCO.com","Education","23","World's third largest oil and gas company."
"0019000000oGEh7AAG","KORPORATIVO AMBIENTAL SA DE CV","AUTO_SAMPLE_DATA","Technology Partner","2 Place Jussieu","www.KORPORATIVO AMBIENTAL SA DE CV.com","Electronics","23","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia."
"0019000000oGEh8AAG","LA ANTARTICA S DE RL DE CV","AUTO_SAMPLE_DATA","Customer - Channel","DHE010828K6A","www.LA ANTARTICA S DE RL DE CV.com","Government","23","Commerical logistics and transportation company."
"0019000000oGEh9AAG","LABORATORIO CORDOBES DE DIAGNOSTICO","AUTO_SAMPLE_DATA","Installation Partner","CES081007NE0","www.LABORATORIO CORDOBES DE DIAGNOSTICO.com","Agriculture","23","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs"
"0019000000oGEhAAAW","LONAS JOSE SANTANA DE CORDOBA","AUTO_SAMPLE_DATA","Technology Partner","Kings Park, 17th Avenue, Team Valley Trading Estate,Gateshead, Tyne and Wear NE26 3HSUnited Kingdom","www.LONAS JOSE SANTANA DE CORDOBA.com","Government","23","Commerical logistics and transportation company."
"0019000000oGEhBAAW","LUBRIZOL DE MEXICO COMERCIAL S DE RL DE CV","AUTO_SAMPLE_DATA","Technology Partner","1301 Avenue of the Americas New York, NY 10019USA","www.LUBRIZOL DE MEXICO COMERCIAL S DE RL DE CV.com","Electronics","23","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia."
"0019000000oGEhCAAW","MALDONADO BADILLO FELIPE DE JESUS","AUTO_SAMPLE_DATA","Channel Partner / Reseller","DHE010828K6A","www.MALDONADO BADILLO FELIPE DE JESUS.com","Utilities","23","Commerical logistics and transportation company."
"0019000000oGEhDAAW","MANCERA NAVARRO JOSE LUIS","AUTO_SAMPLE_DATA","Installation Partner","345 Shoreline ParkMountain View, CA 94043USA","www.MANCERA NAVARRO JOSE LUIS.com","Healthcare","23","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website."
"0019000000oGEhEAAW","MAXIPLUS FORMAS SA DE CV","AUTO_SAMPLE_DATA","Technology Partner","Kings Park, 17th Avenue, Team Valley Trading Estate,Gateshead, Tyne and Wear NE26 3HSUnited Kingdom","www.MAXIPLUS FORMAS SA DE CV.com","Electronics","23","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia."
"0019000000oGEhFAAW","MENDOZA RODRIGUEZ LUIS CARLOS","AUTO_SAMPLE_DATA","Customer - Channel","Test acc 2157","www.MENDOZA RODRIGUEZ LUIS CARLOS.com","Engineering","23","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine."
"0019000000oGEhGAAW","MICROACCES INTERNATIONAL DE MEXICO","AUTO_SAMPLE_DATA","Prospect","1301 Hoch Drive","www.MICROACCES INTERNATIONAL DE MEXICO.com","Agriculture","23","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs"
"0019000000oGEhHAAW","MORENO GALLO ALEJANDRO","AUTO_SAMPLE_DATA","Customer - Channel","CES081007NE0","www.MORENO GALLO ALEJANDRO.com","Government","23","Commerical logistics and transportation company."
"0019000000oGEhIAAW","NUEVA AUTOMOTRIZ DEL TORO SA DE CV","AUTO_SAMPLE_DATA","Customer - Channel","620 SW 5th Avenue Suite 400Portland, Oregon 97204United States","www.NUEVA AUTOMOTRIZ DEL TORO SA DE CV.com","Healthcare","23","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website."
"0019000000oGEhJAAW","OPERADORA TURISTICA CARDIN SA DE CV","AUTO_SAMPLE_DATA","Customer - Channel","Kings Park, 17th Avenue, Team Valley Trading Estate,Gateshead, Tyne and Wear NE26 3HSUnited Kingdom","www.OPERADORA TURISTICA CARDIN SA DE CV.com","Electronics","23","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia."
"0019000000oGEhKAAW","OQUIVER S. DE R.L. DE C.V.","AUTO_SAMPLE_DATA","Installation Partner","Kings Park, 17th Avenue, Team Valley Trading Estate,Gateshead, Tyne and Wear NE26 3HSUnited Kingdom","www.OQUIVER S. DE R.L. DE C.V..com","Engineering","23","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine."
"0019000000oGEhLAAW","PACO ALIMENTOS SA DE CV","AUTO_SAMPLE_DATA","Customer - Direct","345 Shoreline ParkMountain View, CA 94043USA","www.PACO ALIMENTOS SA DE CV.com","Banking","23","Commerical logistics and transportation company."
"0019000000oGEhMAAW","PLX INDUSTRIAL SA DE CV","AUTO_SAMPLE_DATA","Channel Partner / Reseller","345 Shoreline ParkMountain View, CA 94043USA","www.PLX INDUSTRIAL SA DE CV.com","Utilities","23","Commerical logistics and transportation company."
"0019000000oGEhNAAW","POLIREGIO SA DE CV","AUTO_SAMPLE_DATA","Technology Partner","DHE010828K6A","www.POLIREGIO SA DE CV.com","Education","23","World's third largest oil and gas company."
"0019000000oGEhOAAW","POLYBAGS DE MEXICO S.A.","AUTO_SAMPLE_DATA","Customer - Direct","2334 N. Michigan Avenue, Suite 1500Chicago, IL 60601, USA","www.POLYBAGS DE MEXICO S.A..com","Healthcare","23","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website."
"0019000000oGEhPAAW","PRODUCTORA DE ALIMENTOS PECUARIOS","AUTO_SAMPLE_DATA","Installation Partner","345 Shoreline ParkMountain View, CA 94043USA","www.PRODUCTORA DE ALIMENTOS PECUARIOS.com","Agriculture","23","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs"
"0019000000oGEhQAAW","PRODUCTOS PARA EMPAQUE APODACA SA","AUTO_SAMPLE_DATA","Other","2 Place Jussieu","www.PRODUCTOS PARA EMPAQUE APODACA SA.com","Government","23","Commerical logistics and transportation company."
"0019000000oGEhRAAW","QUIMICA PESQUERIA SA DE CV","AUTO_SAMPLE_DATA","Customer - Channel","Test acc 2157","www.QUIMICA PESQUERIA SA DE CV.com","Banking","23","Commerical logistics and transportation company."
"0019000000oGEhSAAW","RAMIREZ CARRILLO ADRIANA","AUTO_SAMPLE_DATA","Other","345 Shoreline ParkMountain View, CA 94043USA","www.RAMIREZ CARRILLO ADRIANA.com","Education","23","World's third largest oil and gas company."
"0019000000oGEhTAAW","REGIO LIDER EN SEGURIDAD","AUTO_SAMPLE_DATA","Channel Partner / Reseller","CES081007NE0","www.REGIO LIDER EN SEGURIDAD.com","Engineering","23","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine."
"0019000000oGEhUAAW","RESINAS Y MATERIALES SA DE CV","AUTO_SAMPLE_DATA","Customer - Direct","DHE010828K6A","www.RESINAS Y MATERIALES SA DE CV.com","Manufacturing","23","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website."
"0019000000oGEhVAAW","ROUSTAN JORGE","AUTO_SAMPLE_DATA","Technology Partner","CES081007NE0","www.ROUSTAN JORGE.com","Agriculture","23","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs"
"0019000000oGEhWAAW","RUIZ ARROYO MARTIN","AUTO_SAMPLE_DATA","Channel Partner / Reseller","1301 Avenue of the Americas New York, NY 10019USA","www.RUIZ ARROYO MARTIN.com","Manufacturing","23","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website."
"0019000000oGEhXAAW","SANDOVAL FIGUEROA ARNOLDO EFRAIN","AUTO_SAMPLE_DATA","Installation Partner","2 Place Jussieu","www.SANDOVAL FIGUEROA ARNOLDO EFRAIN.com","Government","23","Commerical logistics and transportation company."
"0019000000oGEhYAAW","SERVICIOS  TURISTICOS DE SALTILLO","AUTO_SAMPLE_DATA","Technology Partner","620 SW 5th Avenue Suite 400Portland, Oregon 97204United States","www.SERVICIOS  TURISTICOS DE SALTILLO.com","Agriculture","23","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs"
"0019000000oGEhZAAW","SERVIDULCE SA DE CV","AUTO_SAMPLE_DATA","Customer - Direct","2 Place Jussieu","www.SERVIDULCE SA DE CV.com","Education","23","World's third largest oil and gas company."
"0019000000oGEhaAAG","SEXA SENTIDO EXPERTO SC","AUTO_SAMPLE_DATA","Installation Partner","DHE010828K6A","www.SEXA SENTIDO EXPERTO SC.com","Banking","23","Commerical logistics and transportation company."
"0019000000oGEhbAAG","SISTEMAS PHOENIX S DE RL","AUTO_SAMPLE_DATA","Channel Partner / Reseller","CES081007NE0","www.SISTEMAS PHOENIX S DE RL.com","Engineering","23","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine."
"0019000000oGEhcAAG","SPIN SA DE CV","AUTO_SAMPLE_DATA","Channel Partner / Reseller","Test acc 2157","www.SPIN SA DE CV.com","Electronics","23","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia."
"0019000000oGEhdAAG","TORRES TRASVINA MIGUEL","AUTO_SAMPLE_DATA","Other","620 SW 5th Avenue Suite 400Portland, Oregon 97204United States","www.TORRES TRASVINA MIGUEL.com","Healthcare","23","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website."
"0019000000oGEheAAG","TRABES Y ACEROS NACIONALES SA DE CV","AUTO_SAMPLE_DATA","Installation Partner","1301 Avenue of the Americas New York, NY 10019USA","www.TRABES Y ACEROS NACIONALES SA DE CV.com","Manufacturing","23","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website."
"0019000000oGEhfAAG","VALENZUELA MENDOZA ROSARIO","AUTO_SAMPLE_DATA","Other","1301 Avenue of the Americas New York, NY 10019USA","www.VALENZUELA MENDOZA ROSARIO.com","Engineering","23","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine."
"0019000000oGEhgAAG","VENDIV SA DE CV","AUTO_SAMPLE_DATA","Customer - Direct","DHE010828K6A","www.VENDIV SA DE CV.com","Agriculture","23","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs"
"0019000000oGEhhAAG","VERACRUZANA DE AUTOS SA DE CV","AUTO_SAMPLE_DATA","Installation Partner","1301 Hoch Drive","www.VERACRUZANA DE AUTOS SA DE CV.com","Electronics","23","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia."
"0019000000oGEhiAAG","YAM RODRIGUEZ MIGUEL ANGEL","AUTO_SAMPLE_DATA","Technology Partner","CES081007NE0","www.YAM RODRIGUEZ MIGUEL ANGEL.com","Government","23","Commerical logistics and transportation company."
"0019000000oGEhjAAG","DANARI COMERCIAL SA DE CV","AUTO_SAMPLE_DATA","Customer - Direct","2 Place Jussieu","www.DANARI COMERCIAL SA DE CV.com","Healthcare","23","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website."
"0019000000oGEhkAAG","DISTRIBUIDORA GRUPO ROSY SA DE CV","AUTO_SAMPLE_DATA","Installation Partner","1301 Avenue of the Americas New York, NY 10019USA","www.DISTRIBUIDORA GRUPO ROSY SA DE CV.com","Education","23","World's third largest oil and gas company."
"0019000000oGEhlAAG","Twin City Die Castings Company","AUTO_SAMPLE_DATA","Customer - Channel","DHE010828K6A","www.Twin City Die Castings Company.com","Manufacturing","23","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website."
"0019000000oGEhmAAG","GSG EQUIPMENT INC SA DE CV","AUTO_SAMPLE_DATA","Installation Partner","1301 Avenue of the Americas New York, NY 10019USA","www.GSG EQUIPMENT INC SA DE CV.com","Utilities","23","Commerical logistics and transportation company."
"0019000000oGEhnAAG","JOSE DE JESUS CERVANTES GALL","AUTO_SAMPLE_DATA","Installation Partner","1301 Hoch Drive","www.JOSE DE JESUS CERVANTES GALL.com","Healthcare","23","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website."
"0019000000oGEhoAAG","MATRELSA SA DE CV","AUTO_SAMPLE_DATA","Customer - Channel","345 Shoreline ParkMountain View, CA 94043USA","www.MATRELSA SA DE CV.com","Education","23","World's third largest oil and gas company."
"0019000000oGEhpAAG","NATIONAL MATERIAL OF MEXICO S DE R L DE CV","AUTO_SAMPLE_DATA","Technology Partner","DHE010828K6A","www.NATIONAL MATERIAL OF MEXICO S DE R L DE CV.com","Education","23","World's third largest oil and gas company."
"0019000000oGEhqAAG","Hydroblend Inc dba HB Specialty Foods","AUTO_SAMPLE_DATA","Customer - Channel","2334 N. Michigan Avenue, Suite 1500Chicago, IL 60601, USA","www.Hydroblend Inc dba HB Specialty Foods.com","Utilities","23","Commerical logistics and transportation company."
"0019000000oGEhrAAG","SBS SA DE CV","AUTO_SAMPLE_DATA","Channel Partner / Reseller","1301 Hoch Drive","www.SBS SA DE CV.com","Utilities","23","Commerical logistics and transportation company."
"0019000000oGEhsAAG","TENDENCIAS Y CONCEPTOS S.A DE C.V.","AUTO_SAMPLE_DATA","Customer - Channel","Test acc 2157","www.TENDENCIAS Y CONCEPTOS S.A DE C.V..com","Government","23","Commerical logistics and transportation company."
"0019000000oGEhtAAG","LABORATORIO BONIQUET DE MEXICO SA DE CV","AUTO_SAMPLE_DATA","Customer - Channel","2334 N. Michigan Avenue, Suite 1500Chicago, IL 60601, USA","www.LABORATORIO BONIQUET DE MEXICO SA DE CV.com","Banking","23","Commerical logistics and transportation company."
"0019000000oGEhuAAG","Solar Tech International Co Ltd","AUTO_SAMPLE_DATA","Installation Partner","2334 N. Michigan Avenue, Suite 1500Chicago, IL 60601, USA","www.Solar Tech International Co Ltd.com","Healthcare","23","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website."
"0019000000oGEhvAAG","Heat Treating Services","AUTO_SAMPLE_DATA","Other","345 Shoreline ParkMountain View, CA 94043USA","www.Heat Treating Services.com","Agriculture","23","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs"
"0019000000oGEhwAAG","Olbertz Holdings Pty Ltd","AUTO_SAMPLE_DATA","Channel Partner / Reseller","620 SW 5th Avenue Suite 400Portland, Oregon 97204United States","www.Olbertz Holdings Pty Ltd.com","Agriculture","23","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs"
"0019000000oGEhxAAG","SORRELLS FARM SUPPLY INCL.","AUTO_SAMPLE_DATA","Technology Partner","1301 Hoch Drive","www.SORRELLS FARM SUPPLY INCL..com","Electronics","23","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia."
"0019000000oGEhyAAG","ALIMENTOS SBF DE MEXICO S DE RL DE CV","AUTO_SAMPLE_DATA","Technology Partner","2334 N. Michigan Avenue, Suite 1500Chicago, IL 60601, USA","www.ALIMENTOS SBF DE MEXICO S DE RL DE CV.com","Utilities","23","Commerical logistics and transportation company."
"0019000000oGEhzAAG","RHINELAND GRAIN INC","AUTO_SAMPLE_DATA","Technology Partner","2 Place Jussieu","www.RHINELAND GRAIN INC.com","Government","23","Commerical logistics and transportation company."
"0019000000oGEi0AAG","The Materials Group LLC","AUTO_SAMPLE_DATA","Other","CES081007NE0","www.The Materials Group LLC.com","Electronics","23","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia."
"0019000000oGEi1AAG","CONSTRUCCIONES MAQUINADOS Y MTTO DE SALTILLO","AUTO_SAMPLE_DATA","Customer - Direct","2 Place Jussieu","www.CONSTRUCCIONES MAQUINADOS Y MTTO DE SALTILLO.com","Electronics","23","Chain of hotels and resorts across the US, UK, Eastern Europe, Japan, and SE Asia."
"0019000000oGEi2AAG","MEDIA SOLUTIONS DE MONTERREY SA DE CV","AUTO_SAMPLE_DATA","Installation Partner","345 Shoreline ParkMountain View, CA 94043USA","www.MEDIA SOLUTIONS DE MONTERREY SA DE CV.com","Utilities","23","Commerical logistics and transportation company."
"0019000000oGEi3AAG","SECCION E SA DE CV","AUTO_SAMPLE_DATA","Channel Partner / Reseller","1301 Avenue of the Americas New York, NY 10019USA","www.SECCION E SA DE CV.com","Healthcare","23","Edge, founded in 1998, is a start-up based in Austin, TX. The company designs and manufactures a device to convert music from one digital format to another. Edge sells its product through retailers and its own website."
"0019000000oGEi4AAG","Bedecor Boutique (Shanghai) Ltd","AUTO_SAMPLE_DATA","Technology Partner","2334 N. Michigan Avenue, Suite 1500Chicago, IL 60601, USA","www.Bedecor Boutique (Shanghai) Ltd.com","Banking","23","Commerical logistics and transportation company."
"0019000000oGEi5AAG","GINWIN INDUSTRY CO LTD","AUTO_SAMPLE_DATA","Prospect","2 Place Jussieu","www.GINWIN INDUSTRY CO LTD.com","Engineering","23","Leading university in AZ offering undergraduate and graduate programs in arts and humanities, pure sciences, engineering, business, and medicine."
"0019000000oGEi6AAG","Shanghai Jely Textiles Co LTD","AUTO_SAMPLE_DATA","Prospect","1301 Hoch Drive","www.Shanghai Jely Textiles Co LTD.com","Utilities","23","Commerical logistics and transportation company."
"0019000000oGEi7AAG","Sioux Honey Association","AUTO_SAMPLE_DATA","Technology Partner","DHE010828K6A","www.Sioux Honey Association.com","Agriculture","23","Genomics company engaged in mapping and sequencing of the human genome and developing gene-based drugs"
"0019000000nFzmxAAC","G Group","AUTO_SAMPLE_DATA","Customer - Direct","2 Place Jussieu","www.NIEHOFF ENDEX NORTH AMERICA INC_ERROR.com","Education","23","World's third largest oil and gas company."
"0019000000oGEi8AAG","NIEHOFF ENDEX NORTH AMERICA INC_ERROR","AUTO_SAMPLE_DATA","Customer - Direct","2 Place Jussieu","www.NIEHOFF ENDEX NORTH AMERICA INC_ERROR.com","Education","23","World's third largest oil and gas company."
