JBCXM__Account__r.Data_ExternalId__c,Name,JBCXM__Date__c,Page_Visits__c,Page_Views__c,No_of_Report_Run__c,Files_Downloaded__c,Emails_Sent_Count__c,No_of_Campaigns__c,Active_Users__c,DB_Size__c,Leads__c
Adoption Test - Account 43,ACCOUNTLEVEL,-5,0,40,193,65,157,5,216,3381,9517
Adoption Test - Account 44,ACCOUNTLEVEL,-5,70,22,198,73,238,17,470,3675,17273
Adoption Test - Account 45,ACCOUNTLEVEL,-5,95,49,77,134,225,6,634,1017,16312
Adoption Test - Account 46,ACCOUNTLEVEL,-5,45,30,102,65,137,28,24,2298,1103
Adoption Test - Account 47,ACCOUNTLEVEL,-5,88,21,170,12,193,45,122,3473,4754
Adoption Test - Account 48,ACCOUNTLEVEL,-5,40,40,200,134,152,49,511,3182,18046
Adoption Test - Account 49,ACCOUNTLEVEL,-5,32,32,138,36,140,58,187,6527,11830
Adoption Test - Account 50,ACCOUNTLEVEL,-5,58,11,121,129,104,40,414,6888,2743
Adoption Test - Account 51,ACCOUNTLEVEL,-5,10,14,174,69,172,44,545,684,13300
Adoption Test - Account 52,ACCOUNTLEVEL,-5,42,47,57,137,148,7,26,2493,5266
Adoption Test - Account 53,ACCOUNTLEVEL,-5,31,15,181,49,237,36,581,6122,12296
Adoption Test - Account 54,ACCOUNTLEVEL,-5,59,20,71,111,153,5,361,9049,14119
Adoption Test - Account 55,ACCOUNTLEVEL,-5,78,47,113,109,164,57,457,502,19351
Adoption Test - Account 56,ACCOUNTLEVEL,-5,91,22,98,19,243,28,812,5093,9330
Adoption Test - Account 57,ACCOUNTLEVEL,-5,82,20,90,84,135,43,575,2798,16045
Adoption Test - Account 58,ACCOUNTLEVEL,-5,65,42,62,4,204,57,243,5547,10179
Adoption Test - Account 59,ACCOUNTLEVEL,-5,52,26,60,127,178,8,667,9312,7344
Adoption Test - Account 60,ACCOUNTLEVEL,-5,20,32,161,150,184,49,196,2774,3264
Adoption Test - Account 61,ACCOUNTLEVEL,-5,74,47,58,33,194,50,532,7979,6528
Adoption Test - Account 62,ACCOUNTLEVEL,-5,76,43,129,42,225,49,478,4024,10546
Adoption Test - Account 63,ACCOUNTLEVEL,-5,49,12,81,78,177,34,834,4687,10390
Adoption Test - Account 64,ACCOUNTLEVEL,-5,2,21,92,85,244,11,901,8445,17042
Adoption Test - Account 65,ACCOUNTLEVEL,-5,52,31,146,148,155,4,313,6954,18039
Adoption Test - Account 66,ACCOUNTLEVEL,-5,20,28,88,150,206,40,215,5229,11346
Adoption Test - Account 67,ACCOUNTLEVEL,-5,47,35,183,143,147,5,271,7972,12903
Adoption Test - Account 68,ACCOUNTLEVEL,-5,10,35,178,75,160,36,795,8610,3363
Adoption Test - Account 69,ACCOUNTLEVEL,-5,36,31,60,18,238,57,237,9101,12505
Adoption Test - Account 70,ACCOUNTLEVEL,-5,39,17,162,128,139,13,572,3460,17116
Adoption Test - Account 71,ACCOUNTLEVEL,-5,96,33,104,26,159,4,151,9664,2137
Adoption Test - Account 72,ACCOUNTLEVEL,-5,42,43,107,78,167,13,954,7246,19649
Adoption Test - Account 73,ACCOUNTLEVEL,-5,52,12,184,106,148,36,835,7831,18244
Adoption Test - Account 74,ACCOUNTLEVEL,-5,55,18,90,10,133,35,805,366,8554
Adoption Test - Account 75,ACCOUNTLEVEL,-5,72,48,173,0,134,19,710,1433,10779
Adoption Test - Account 76,ACCOUNTLEVEL,-5,13,10,100,8,198,16,83,7818,13750
Adoption Test - Account 77,ACCOUNTLEVEL,-5,21,22,181,97,215,35,70,2346,16549
Adoption Test - Account 78,ACCOUNTLEVEL,-5,28,41,146,58,135,40,963,4801,1631
Adoption Test - Account 79,ACCOUNTLEVEL,-5,59,25,138,47,200,53,460,335,11008
Adoption Test - Account 80,ACCOUNTLEVEL,-5,89,37,163,9,171,54,752,9103,7510
Adoption Test - Account 81,ACCOUNTLEVEL,-5,36,14,151,124,249,5,511,7659,10093
Adoption Test - Account 82,ACCOUNTLEVEL,-5,29,34,103,142,228,46,593,4889,5829
Adoption Test - Account 83,ACCOUNTLEVEL,-5,83,36,131,90,153,30,343,895,8328
Adoption Test - Account 84,ACCOUNTLEVEL,-5,89,37,75,139,123,32,404,8707,8393
Adoption Test - Account 85,ACCOUNTLEVEL,-5,17,16,114,70,243,5,44,7831,4741
Adoption Test - Account 86,ACCOUNTLEVEL,-5,63,46,139,82,149,38,47,4950,11846
Adoption Test - Account 87,ACCOUNTLEVEL,-5,60,23,149,52,117,4,782,1112,14663
Adoption Test - Account 88,ACCOUNTLEVEL,-5,99,24,197,108,234,32,985,3868,2679
Adoption Test - Account 89,ACCOUNTLEVEL,-5,51,22,186,12,194,40,2,1715,11428
Adoption Test - Account 90,ACCOUNTLEVEL,-5,45,16,170,54,238,32,851,3970,572
Adoption Test - Account 91,ACCOUNTLEVEL,-5,24,34,146,90,127,59,49,3132,17705
Adoption Test - Account 92,ACCOUNTLEVEL,-5,54,37,78,74,199,20,599,3392,15583
Adoption Test - Account 93,ACCOUNTLEVEL,-5,89,19,94,86,153,25,584,5992,5003
Adoption Test - Account 94,ACCOUNTLEVEL,-5,78,31,182,141,212,37,77,9351,6844
Adoption Test - Account 95,ACCOUNTLEVEL,-5,52,15,69,83,110,44,576,6452,5102
Adoption Test - Account 96,ACCOUNTLEVEL,-5,49,23,54,51,229,17,662,1600,8316
Adoption Test - Account 97,ACCOUNTLEVEL,-5,66,35,144,148,221,11,798,7280,16638
Adoption Test - Account 98,ACCOUNTLEVEL,-5,48,32,77,119,115,34,504,7288,539
Adoption Test - Account 99,ACCOUNTLEVEL,-5,32,15,114,120,152,7,972,3141,19552
Adoption Test - Account 100,ACCOUNTLEVEL,-5,17,27,97,75,177,11,119,3626,7117
Adoption Test - Account 101,ACCOUNTLEVEL,-5,94,17,71,32,130,48,588,5429,12222
Adoption Test - Account 102,ACCOUNTLEVEL,-5,12,48,148,28,159,10,585,8232,9824
Adoption Test - Account 103,ACCOUNTLEVEL,-5,10,20,75,35,162,23,339,4264,1565
Adoption Test - Account 104,ACCOUNTLEVEL,-5,98,32,176,97,104,58,907,1487,2648
Adoption Test - Account 105,ACCOUNTLEVEL,-5,83,15,189,73,199,46,768,8878,10361
Adoption Test - Account 106,ACCOUNTLEVEL,-5,40,49,149,102,114,12,65,3134,10554
Adoption Test - Account 107,ACCOUNTLEVEL,-5,84,37,181,93,220,35,490,9427,11710
Adoption Test - Account 108,ACCOUNTLEVEL,-5,25,31,191,25,156,7,788,4158,17398
Adoption Test - Account 109,ACCOUNTLEVEL,-5,11,44,140,78,180,20,154,3499,16958
Adoption Test - Account 110,ACCOUNTLEVEL,-5,58,15,154,14,232,14,476,3889,394
Adoption Test - Account 111,ACCOUNTLEVEL,-5,29,20,109,82,210,47,378,1657,11176
Adoption Test - Account 112,ACCOUNTLEVEL,-5,44,39,145,20,207,54,13,1870,16958
Adoption Test - Account 113,ACCOUNTLEVEL,-5,27,35,149,103,207,26,329,7377,1477
Adoption Test - Account 114,ACCOUNTLEVEL,-5,80,31,65,118,149,9,632,9477,679
Adoption Test - Account 115,ACCOUNTLEVEL,-5,33,12,88,67,123,5,298,9416,12042
Adoption Test - Account 116,ACCOUNTLEVEL,-5,4,25,160,72,236,27,390,103,13975
Adoption Test - Account 117,ACCOUNTLEVEL,-5,24,34,99,42,120,8,161,9404,5564
Adoption Test - Account 118,ACCOUNTLEVEL,-5,57,14,106,41,145,40,227,9369,4452
Adoption Test - Account 1,ACCOUNTLEVEL,-4,62,29,189,42,199,33,439,361,11179
Adoption Test - Account 2,ACCOUNTLEVEL,-4,99,30,161,51,187,54,252,5608,3329
Adoption Test - Account 3,ACCOUNTLEVEL,-4,84,19,190,115,139,6,43,8772,2752
Adoption Test - Account 4,ACCOUNTLEVEL,-4,1,13,94,2,120,25,636,1200,7619
Adoption Test - Account 5,ACCOUNTLEVEL,-4,47,44,173,28,221,31,185,1652,13743
Adoption Test - Account 6,ACCOUNTLEVEL,-4,58,30,169,33,130,9,570,1350,9189
Adoption Test - Account 7,ACCOUNTLEVEL,-4,56,43,59,4,234,17,441,7633,19875
Adoption Test - Account 8,ACCOUNTLEVEL,-4,50,15,126,101,150,6,623,1686,9685
Adoption Test - Account 9,ACCOUNTLEVEL,-4,49,32,189,72,220,37,657,9372,4357
Adoption Test - Account 10,ACCOUNTLEVEL,-4,8,31,185,69,220,21,59,1187,16634
Adoption Test - Account 11,ACCOUNTLEVEL,-4,24,34,152,143,149,11,568,5484,15937
Adoption Test - Account 12,ACCOUNTLEVEL,-4,91,43,108,105,224,49,699,2994,16955
Adoption Test - Account 13,ACCOUNTLEVEL,-4,4,44,188,124,126,37,597,6827,10078
Adoption Test - Account 14,ACCOUNTLEVEL,-4,43,14,100,68,208,6,162,2193,8742
Adoption Test - Account 15,ACCOUNTLEVEL,-4,13,46,128,28,221,25,816,8521,5913
Adoption Test - Account 16,ACCOUNTLEVEL,-4,24,36,97,12,109,25,978,7261,17796
Adoption Test - Account 17,ACCOUNTLEVEL,-4,25,19,84,85,110,38,41,2338,9088
Adoption Test - Account 18,ACCOUNTLEVEL,-4,45,42,188,43,202,27,384,3575,6114
Adoption Test - Account 19,ACCOUNTLEVEL,-4,36,23,113,32,123,49,958,6666,12293
Adoption Test - Account 20,ACCOUNTLEVEL,-4,52,17,195,91,160,45,210,5482,15482
Adoption Test - Account 21,ACCOUNTLEVEL,-4,41,16,103,113,211,58,915,2217,3018
Adoption Test - Account 22,ACCOUNTLEVEL,-4,15,40,50,0,180,37,75,9254,14222
Adoption Test - Account 23,ACCOUNTLEVEL,-4,46,11,191,7,236,31,615,7288,9450
Adoption Test - Account 24,ACCOUNTLEVEL,-4,99,33,100,114,122,34,475,4345,17511
Adoption Test - Account 25,ACCOUNTLEVEL,-4,89,18,200,43,172,16,817,2712,1096
Adoption Test - Account 26,ACCOUNTLEVEL,-4,97,42,194,16,121,27,750,2019,8931
Adoption Test - Account 27,ACCOUNTLEVEL,-4,15,19,136,106,149,16,983,5976,5451
Adoption Test - Account 28,ACCOUNTLEVEL,-4,92,45,193,61,175,10,532,2817,11722
Adoption Test - Account 29,ACCOUNTLEVEL,-4,45,43,161,91,240,42,918,3402,16279
Adoption Test - Account 30,ACCOUNTLEVEL,-4,85,49,140,30,163,27,349,7088,13291
Adoption Test - Account 31,ACCOUNTLEVEL,-4,12,15,168,74,147,4,727,6072,8613
Adoption Test - Account 32,ACCOUNTLEVEL,-4,94,48,90,101,186,31,446,6268,16271
Adoption Test - Account 33,ACCOUNTLEVEL,-4,71,47,67,140,142,27,861,869,10141
Adoption Test - Account 34,ACCOUNTLEVEL,-4,97,20,124,59,181,17,366,1265,5431
Adoption Test - Account 35,ACCOUNTLEVEL,-4,42,31,117,30,225,23,681,5061,18833
Adoption Test - Account 36,ACCOUNTLEVEL,-4,82,18,95,51,249,5,585,8860,19409
Adoption Test - Account 37,ACCOUNTLEVEL,-4,84,19,134,22,189,11,834,3422,7453
Adoption Test - Account 38,ACCOUNTLEVEL,-4,50,13,166,70,196,21,946,6817,13442
Adoption Test - Account 39,ACCOUNTLEVEL,-4,55,14,75,50,243,57,136,5283,17508
Adoption Test - Account 40,ACCOUNTLEVEL,-4,61,44,140,107,148,16,384,2712,1102
Adoption Test - Account 41,ACCOUNTLEVEL,-4,10,40,66,23,228,11,162,3977,13329
Adoption Test - Account 42,ACCOUNTLEVEL,-4,6,34,138,130,238,32,28,5455,17855
Adoption Test - Account 43,ACCOUNTLEVEL,-4,10,50,191,36,235,53,483,6470,14132
Adoption Test - Account 44,ACCOUNTLEVEL,-4,63,39,112,61,111,53,722,2080,175
Adoption Test - Account 45,ACCOUNTLEVEL,-4,97,41,113,134,245,46,683,3967,675
Adoption Test - Account 46,ACCOUNTLEVEL,-4,94,17,110,145,156,24,27,5187,14203
Adoption Test - Account 47,ACCOUNTLEVEL,-4,81,20,156,9,199,52,196,4423,7633
Adoption Test - Account 48,ACCOUNTLEVEL,-4,59,45,137,89,101,45,173,5781,611
Adoption Test - Account 49,ACCOUNTLEVEL,-4,33,23,149,27,203,12,331,7298,9160
Adoption Test - Account 50,ACCOUNTLEVEL,-4,16,15,189,8,249,16,781,4427,19381
Adoption Test - Account 51,ACCOUNTLEVEL,-4,83,44,62,56,146,60,655,1189,663
Adoption Test - Account 52,ACCOUNTLEVEL,-4,81,17,171,110,134,11,420,2572,16333
Adoption Test - Account 53,ACCOUNTLEVEL,-4,77,13,127,85,144,60,205,3234,15006
Adoption Test - Account 54,ACCOUNTLEVEL,-4,9,26,85,33,191,7,72,5691,1162
Adoption Test - Account 55,ACCOUNTLEVEL,-4,19,17,119,119,127,19,801,1325,4872
Adoption Test - Account 56,ACCOUNTLEVEL,-4,54,33,127,41,149,2,297,2981,15380
Adoption Test - Account 57,ACCOUNTLEVEL,-4,27,19,58,76,190,4,736,4796,11904
Adoption Test - Account 58,ACCOUNTLEVEL,-4,52,21,193,36,136,47,63,6046,1835
Adoption Test - Account 59,ACCOUNTLEVEL,-4,0,39,169,60,165,38,905,2253,12559
Adoption Test - Account 60,ACCOUNTLEVEL,-4,76,44,197,40,107,32,444,9777,10755
Adoption Test - Account 61,ACCOUNTLEVEL,-4,61,13,63,58,156,3,594,8768,7860
Adoption Test - Account 62,ACCOUNTLEVEL,-4,60,47,113,142,101,2,65,6284,10721
Adoption Test - Account 63,ACCOUNTLEVEL,-4,60,47,142,13,126,30,680,713,9807
Adoption Test - Account 64,ACCOUNTLEVEL,-4,59,20,147,76,168,3,984,767,15004
Adoption Test - Account 65,ACCOUNTLEVEL,-4,47,23,88,14,233,47,626,8836,6919
Adoption Test - Account 66,ACCOUNTLEVEL,-4,51,37,86,121,173,51,781,1482,1508
Adoption Test - Account 67,ACCOUNTLEVEL,-4,86,19,197,90,150,31,366,5172,10329
Adoption Test - Account 68,ACCOUNTLEVEL,-4,25,50,172,75,173,51,406,6778,16878
Adoption Test - Account 69,ACCOUNTLEVEL,-4,90,28,76,1,135,8,641,7587,14481
Adoption Test - Account 70,ACCOUNTLEVEL,-4,28,35,145,55,106,20,569,9334,18897
Adoption Test - Account 71,ACCOUNTLEVEL,-4,96,50,166,39,221,38,955,1471,19110
Adoption Test - Account 72,ACCOUNTLEVEL,-4,90,11,105,6,117,41,99,4337,2134
Adoption Test - Account 73,ACCOUNTLEVEL,-4,11,28,109,110,226,8,107,2507,4011
Adoption Test - Account 74,ACCOUNTLEVEL,-4,58,34,179,44,173,22,574,2039,19129
Adoption Test - Account 75,ACCOUNTLEVEL,-4,88,27,130,121,129,10,844,206,18177
Adoption Test - Account 76,ACCOUNTLEVEL,-4,35,18,85,106,179,43,147,3470,5036
Adoption Test - Account 77,ACCOUNTLEVEL,-4,3,49,99,60,116,11,719,886,7377
Adoption Test - Account 78,ACCOUNTLEVEL,-4,83,48,155,73,241,41,889,3963,1063
Adoption Test - Account 79,ACCOUNTLEVEL,-4,12,24,138,71,156,39,981,2839,4820
Adoption Test - Account 80,ACCOUNTLEVEL,-4,1,19,138,95,136,28,672,6974,11957
Adoption Test - Account 81,ACCOUNTLEVEL,-4,30,45,100,125,243,38,128,6777,15027
Adoption Test - Account 82,ACCOUNTLEVEL,-4,52,14,127,52,231,27,623,9191,16947
Adoption Test - Account 83,ACCOUNTLEVEL,-4,19,50,177,131,227,37,459,5310,16379
Adoption Test - Account 84,ACCOUNTLEVEL,-4,70,46,107,11,182,36,25,6226,5933
Adoption Test - Account 85,ACCOUNTLEVEL,-4,38,34,186,130,237,7,292,6764,2281
Adoption Test - Account 86,ACCOUNTLEVEL,-4,87,22,58,132,139,47,351,7814,10097
Adoption Test - Account 87,ACCOUNTLEVEL,-4,21,50,149,61,167,22,793,8207,10965
Adoption Test - Account 88,ACCOUNTLEVEL,-4,12,48,145,15,105,41,53,778,2570
Adoption Test - Account 89,ACCOUNTLEVEL,-4,39,23,95,94,136,9,52,5142,8213
Adoption Test - Account 90,ACCOUNTLEVEL,-4,68,27,63,28,208,50,971,7099,10244
Adoption Test - Account 91,ACCOUNTLEVEL,-4,76,41,105,6,219,17,10,6970,2034
Adoption Test - Account 92,ACCOUNTLEVEL,-4,58,48,106,130,126,53,882,9561,9791
Adoption Test - Account 93,ACCOUNTLEVEL,-4,60,49,54,139,154,20,786,1436,2501
Adoption Test - Account 94,ACCOUNTLEVEL,-4,75,26,86,61,143,15,477,8291,16915
Adoption Test - Account 95,ACCOUNTLEVEL,-4,97,50,63,20,214,10,927,6692,8064
Adoption Test - Account 96,ACCOUNTLEVEL,-4,9,11,62,30,203,25,330,1806,826
Adoption Test - Account 97,ACCOUNTLEVEL,-4,30,18,83,102,107,28,815,1699,560
Adoption Test - Account 98,ACCOUNTLEVEL,-4,73,24,167,44,140,27,412,2106,14053
Adoption Test - Account 99,ACCOUNTLEVEL,-4,77,18,125,45,135,6,572,1655,9434
Adoption Test - Account 100,ACCOUNTLEVEL,-4,90,18,114,122,235,36,821,4980,17678
Adoption Test - Account 101,ACCOUNTLEVEL,-4,11,46,173,118,231,18,783,8558,6574
Adoption Test - Account 102,ACCOUNTLEVEL,-4,23,28,58,62,113,57,621,8813,7768
Adoption Test - Account 103,ACCOUNTLEVEL,-4,67,47,168,104,112,44,681,4431,2868
Adoption Test - Account 104,ACCOUNTLEVEL,-4,71,36,156,102,113,44,945,3313,15807
Adoption Test - Account 105,ACCOUNTLEVEL,-4,61,33,83,136,124,12,31,2464,18759
Adoption Test - Account 106,ACCOUNTLEVEL,-4,79,29,162,91,248,22,701,4449,9046
Adoption Test - Account 107,ACCOUNTLEVEL,-4,54,31,148,80,222,46,320,2125,2213
Adoption Test - Account 108,ACCOUNTLEVEL,-4,13,50,69,137,135,2,76,7198,2604
Adoption Test - Account 109,ACCOUNTLEVEL,-4,73,20,174,105,197,49,703,1131,3653
Adoption Test - Account 110,ACCOUNTLEVEL,-4,22,12,133,8,237,46,447,8040,8467
Adoption Test - Account 111,ACCOUNTLEVEL,-4,6,37,94,3,161,28,589,6916,17876
Adoption Test - Account 112,ACCOUNTLEVEL,-4,65,37,58,24,139,59,829,1000,1990
Adoption Test - Account 113,ACCOUNTLEVEL,-4,27,32,196,95,226,33,875,8501,15758
Adoption Test - Account 114,ACCOUNTLEVEL,-4,35,22,139,89,204,17,495,9627,18449
Adoption Test - Account 115,ACCOUNTLEVEL,-4,97,11,164,12,132,36,932,6944,14684
Adoption Test - Account 116,ACCOUNTLEVEL,-4,50,43,115,44,175,45,656,7607,11748
Adoption Test - Account 117,ACCOUNTLEVEL,-4,90,15,171,118,160,18,685,2818,11912
Adoption Test - Account 118,ACCOUNTLEVEL,-4,38,50,105,16,210,26,556,2106,10227
Adoption Test - Account 1,ACCOUNTLEVEL,-3,47,12,104,82,231,44,383,1983,857
Adoption Test - Account 2,ACCOUNTLEVEL,-3,75,13,174,84,248,48,269,2834,6608
Adoption Test - Account 3,ACCOUNTLEVEL,-3,17,24,116,92,232,13,812,4180,5827
Adoption Test - Account 4,ACCOUNTLEVEL,-3,56,20,110,115,239,8,499,5626,13395
Adoption Test - Account 5,ACCOUNTLEVEL,-3,72,44,161,0,224,1,743,5248,14702
Adoption Test - Account 6,ACCOUNTLEVEL,-3,54,40,185,127,243,17,597,7647,3348
Adoption Test - Account 7,ACCOUNTLEVEL,-3,56,42,170,29,194,36,944,2579,6694
Adoption Test - Account 8,ACCOUNTLEVEL,-3,26,15,74,88,189,48,996,9884,1522
Adoption Test - Account 9,ACCOUNTLEVEL,-3,72,33,79,132,129,45,80,2645,1976
Adoption Test - Account 10,ACCOUNTLEVEL,-3,13,24,97,19,199,33,749,4634,15846
Adoption Test - Account 11,ACCOUNTLEVEL,-3,96,37,108,26,142,14,702,9423,18820
Adoption Test - Account 12,ACCOUNTLEVEL,-3,13,33,157,55,123,4,517,3575,6262
Adoption Test - Account 13,ACCOUNTLEVEL,-3,99,28,116,77,147,44,381,2722,12576
Adoption Test - Account 14,ACCOUNTLEVEL,-3,69,15,180,43,124,41,912,3278,12169
Adoption Test - Account 15,ACCOUNTLEVEL,-3,82,17,125,129,168,49,395,4194,11608
Adoption Test - Account 16,ACCOUNTLEVEL,-3,57,50,200,80,222,16,116,5319,13892
Adoption Test - Account 17,ACCOUNTLEVEL,-3,13,12,161,111,189,40,637,3875,9501
Adoption Test - Account 18,ACCOUNTLEVEL,-3,73,44,153,116,152,27,296,7049,17595
Adoption Test - Account 19,ACCOUNTLEVEL,-3,14,31,107,142,171,22,151,4529,12172
Adoption Test - Account 20,ACCOUNTLEVEL,-3,49,32,167,40,212,40,688,4198,4220
Adoption Test - Account 21,ACCOUNTLEVEL,-3,29,23,116,9,226,29,147,556,709
Adoption Test - Account 22,ACCOUNTLEVEL,-3,56,36,110,131,163,59,833,2686,10447
Adoption Test - Account 23,ACCOUNTLEVEL,-3,56,34,89,64,195,5,383,9862,12043
Adoption Test - Account 24,ACCOUNTLEVEL,-3,17,26,186,57,188,12,758,7440,18639
Adoption Test - Account 25,ACCOUNTLEVEL,-3,85,20,81,72,168,55,138,3658,12918
Adoption Test - Account 26,ACCOUNTLEVEL,-3,18,47,60,76,151,7,433,5169,12976
Adoption Test - Account 27,ACCOUNTLEVEL,-3,67,26,184,117,201,53,383,9813,8938
Adoption Test - Account 28,ACCOUNTLEVEL,-3,96,42,196,113,104,44,132,4597,17307
Adoption Test - Account 29,ACCOUNTLEVEL,-3,58,43,110,97,181,33,828,7962,7353
Adoption Test - Account 30,ACCOUNTLEVEL,-3,32,36,123,30,175,12,265,953,9427
Adoption Test - Account 31,ACCOUNTLEVEL,-3,15,46,71,7,179,31,476,7330,18727
Adoption Test - Account 32,ACCOUNTLEVEL,-3,2,37,166,34,176,41,852,3777,19372
Adoption Test - Account 33,ACCOUNTLEVEL,-3,56,48,57,123,221,9,516,5981,9313
Adoption Test - Account 34,ACCOUNTLEVEL,-3,87,32,170,25,201,55,974,6014,11548
Adoption Test - Account 35,ACCOUNTLEVEL,-3,58,42,93,72,131,32,882,8128,15018
Adoption Test - Account 36,ACCOUNTLEVEL,-3,89,27,93,9,140,6,20,4330,5932
Adoption Test - Account 37,ACCOUNTLEVEL,-3,32,29,58,49,141,12,34,4566,12304
Adoption Test - Account 38,ACCOUNTLEVEL,-3,82,50,67,109,117,1,481,6026,5499
Adoption Test - Account 39,ACCOUNTLEVEL,-3,85,46,99,19,233,31,102,8536,7098
Adoption Test - Account 40,ACCOUNTLEVEL,-3,50,29,200,87,108,26,884,3031,8736
Adoption Test - Account 41,ACCOUNTLEVEL,-3,8,27,62,89,126,25,61,3479,7090
Adoption Test - Account 42,ACCOUNTLEVEL,-3,78,48,120,9,202,36,664,9807,8294
Adoption Test - Account 43,ACCOUNTLEVEL,-3,32,21,188,84,208,18,216,6843,7286
Adoption Test - Account 44,ACCOUNTLEVEL,-3,16,42,133,56,242,12,236,3313,687
Adoption Test - Account 45,ACCOUNTLEVEL,-3,95,28,168,86,227,7,98,3909,18326
Adoption Test - Account 46,ACCOUNTLEVEL,-3,32,41,89,123,115,13,301,3131,16658
Adoption Test - Account 47,ACCOUNTLEVEL,-3,23,38,199,128,218,32,12,2535,9001
Adoption Test - Account 48,ACCOUNTLEVEL,-3,1,14,77,74,186,32,834,5066,15432
Adoption Test - Account 49,ACCOUNTLEVEL,-3,81,12,137,35,115,19,253,9015,246
Adoption Test - Account 50,ACCOUNTLEVEL,-3,30,18,69,111,103,32,324,9385,1433
Adoption Test - Account 51,ACCOUNTLEVEL,-3,93,10,95,5,213,56,226,3288,15668
Adoption Test - Account 52,ACCOUNTLEVEL,-3,86,12,61,80,209,34,515,989,11858
Adoption Test - Account 53,ACCOUNTLEVEL,-3,4,25,125,135,194,15,791,8047,12950
Adoption Test - Account 54,ACCOUNTLEVEL,-3,44,10,111,24,111,8,40,7508,19575
Adoption Test - Account 55,ACCOUNTLEVEL,-3,85,24,110,109,106,13,368,9350,12755
Adoption Test - Account 56,ACCOUNTLEVEL,-3,100,11,175,130,250,46,807,3904,17358
Adoption Test - Account 57,ACCOUNTLEVEL,-3,5,33,171,147,117,38,644,9153,7573
Adoption Test - Account 58,ACCOUNTLEVEL,-3,84,30,113,19,205,23,513,8933,1489
Adoption Test - Account 59,ACCOUNTLEVEL,-3,47,23,105,21,175,11,214,833,5406
Adoption Test - Account 60,ACCOUNTLEVEL,-3,19,46,165,50,202,38,105,8704,7638
Adoption Test - Account 61,ACCOUNTLEVEL,-3,15,40,192,1,191,37,754,7994,1263
Adoption Test - Account 62,ACCOUNTLEVEL,-3,9,10,79,114,135,36,630,5834,13004
Adoption Test - Account 63,ACCOUNTLEVEL,-3,100,18,189,135,210,57,769,128,8289
Adoption Test - Account 64,ACCOUNTLEVEL,-3,11,17,110,55,243,11,497,4941,1932
Adoption Test - Account 65,ACCOUNTLEVEL,-3,18,18,183,12,151,24,76,4531,17888
Adoption Test - Account 66,ACCOUNTLEVEL,-3,27,35,62,55,176,10,697,3945,3472
Adoption Test - Account 67,ACCOUNTLEVEL,-3,20,36,188,67,151,46,243,1100,9465
Adoption Test - Account 68,ACCOUNTLEVEL,-3,12,35,72,116,129,39,72,9025,1623
Adoption Test - Account 69,ACCOUNTLEVEL,-3,2,13,94,145,104,50,136,851,832
Adoption Test - Account 70,ACCOUNTLEVEL,-3,79,41,122,143,242,30,511,3903,12834
Adoption Test - Account 71,ACCOUNTLEVEL,-3,77,32,200,120,102,29,481,284,14888
Adoption Test - Account 72,ACCOUNTLEVEL,-3,61,27,69,16,123,19,477,4886,4736
Adoption Test - Account 73,ACCOUNTLEVEL,-3,41,21,138,89,195,2,626,6444,4089
Adoption Test - Account 74,ACCOUNTLEVEL,-3,17,44,69,3,225,27,391,5012,8457
Adoption Test - Account 75,ACCOUNTLEVEL,-3,45,31,51,90,107,15,900,2387,7037
Adoption Test - Account 76,ACCOUNTLEVEL,-3,54,45,51,121,176,5,477,7290,404
Adoption Test - Account 77,ACCOUNTLEVEL,-3,65,42,109,120,226,46,30,1013,18883
Adoption Test - Account 78,ACCOUNTLEVEL,-3,11,36,194,17,128,18,517,6671,17599
Adoption Test - Account 79,ACCOUNTLEVEL,-3,15,39,168,50,214,36,860,4641,698
Adoption Test - Account 80,ACCOUNTLEVEL,-3,63,41,150,85,171,33,35,2269,9481
Adoption Test - Account 81,ACCOUNTLEVEL,-3,6,37,144,113,202,32,23,2483,19545
Adoption Test - Account 82,ACCOUNTLEVEL,-3,35,13,138,32,106,38,296,7439,9137
Adoption Test - Account 83,ACCOUNTLEVEL,-3,46,46,114,41,166,44,619,7178,18897
Adoption Test - Account 84,ACCOUNTLEVEL,-3,24,36,59,22,149,1,781,5495,7832
Adoption Test - Account 85,ACCOUNTLEVEL,-3,34,12,84,71,209,14,182,3525,9105
Adoption Test - Account 86,ACCOUNTLEVEL,-3,97,36,51,131,164,6,670,7607,18636
Adoption Test - Account 87,ACCOUNTLEVEL,-3,16,46,160,6,125,7,205,8683,1500
Adoption Test - Account 88,ACCOUNTLEVEL,-3,6,48,65,148,216,35,14,249,105
Adoption Test - Account 89,ACCOUNTLEVEL,-3,69,43,172,67,111,6,4,1476,17523
Adoption Test - Account 90,ACCOUNTLEVEL,-3,5,32,159,68,225,41,682,2777,10674
Adoption Test - Account 91,ACCOUNTLEVEL,-3,42,26,129,15,196,13,624,1558,3699
Adoption Test - Account 92,ACCOUNTLEVEL,-3,79,15,98,79,231,30,482,4093,3212
Adoption Test - Account 93,ACCOUNTLEVEL,-3,61,40,166,24,233,37,62,8389,5188
Adoption Test - Account 94,ACCOUNTLEVEL,-3,6,35,135,126,137,15,886,5601,15258
Adoption Test - Account 95,ACCOUNTLEVEL,-3,48,36,181,80,161,36,784,4472,15597
