JBCXM__Account__r.Data_ExternalId__c,Name,JBCXM__Date__c,JBCXM__User__c,Page_Visits__c,Page_Views__c,No_of_Report_Run__c,Files_Downloaded__c,Emails_Sent_Count__c,No_of_Campaigns__c,Active_Users__c,DB_Size__c,Leads__c
Adoption Test - Account 69,USERLEVEL,-2,User 4,16,29,101,65,151,46,120,7234,242
Adoption Test - Account 70,USERLEVEL,-2,User 4,93,48,112,98,147,3,961,8438,2192
Adoption Test - Account 71,USERLEVEL,-2,User 4,26,49,165,93,219,4,654,2817,7459
Adoption Test - Account 72,USERLEVEL,-2,User 4,62,22,128,140,226,7,708,5805,9108
Adoption Test - Account 73,USERLEVEL,-2,User 4,48,33,53,92,131,40,107,9769,3252
Adoption Test - Account 74,USERLEVEL,-2,User 4,0,50,180,140,142,38,80,2189,14591
Adoption Test - Account 75,USERLEVEL,-2,User 4,13,40,186,33,198,45,564,3792,17280
Adoption Test - Account 76,USERLEVEL,-2,User 4,5,37,183,59,220,55,100,9100,17382
Adoption Test - Account 77,USERLEVEL,-2,User 4,91,39,105,14,135,50,340,6758,9712
Adoption Test - Account 78,USERLEVEL,-2,User 4,64,11,68,6,227,32,818,5264,11700
Adoption Test - Account 79,USERLEVEL,-2,User 4,12,22,119,69,186,26,890,7816,5205
Adoption Test - Account 80,USERLEVEL,-2,User 4,83,19,140,132,182,29,553,9905,1742
Adoption Test - Account 81,USERLEVEL,-2,User 4,60,45,60,108,147,58,394,7745,11054
Adoption Test - Account 82,USERLEVEL,-2,User 4,0,31,74,103,132,56,51,4052,4284
Adoption Test - Account 83,USERLEVEL,-2,User 4,4,37,127,136,196,36,816,2368,5918
Adoption Test - Account 84,USERLEVEL,-2,User 4,32,41,190,99,178,31,837,396,3129
Adoption Test - Account 85,USERLEVEL,-2,User 4,74,42,192,142,203,44,581,5509,4662
Adoption Test - Account 86,USERLEVEL,-2,User 4,90,27,124,149,148,56,1000,2495,6679
Adoption Test - Account 87,USERLEVEL,-2,User 4,77,49,110,11,100,43,17,7713,2455
Adoption Test - Account 88,USERLEVEL,-2,User 4,1,29,74,39,138,49,451,3171,15194
Adoption Test - Account 89,USERLEVEL,-2,User 4,95,12,160,119,128,55,498,5000,4602
Adoption Test - Account 90,USERLEVEL,-2,User 4,56,15,51,110,158,53,908,3004,9548
Adoption Test - Account 91,USERLEVEL,-2,User 4,1,19,129,49,187,41,808,2608,15346
Adoption Test - Account 92,USERLEVEL,-2,User 4,5,23,111,126,192,16,575,5165,12702
Adoption Test - Account 93,USERLEVEL,-2,User 4,0,33,52,119,111,6,909,3135,14566
Adoption Test - Account 94,USERLEVEL,-2,User 4,100,42,179,61,139,24,211,7927,11871
Adoption Test - Account 95,USERLEVEL,-2,User 4,94,43,163,149,169,37,279,4605,13349
Adoption Test - Account 96,USERLEVEL,-2,User 4,19,22,93,76,204,46,881,2893,15623
Adoption Test - Account 97,USERLEVEL,-2,User 4,20,45,50,89,135,10,352,5547,6064
Adoption Test - Account 98,USERLEVEL,-2,User 4,56,42,75,6,205,26,259,7212,18136
Adoption Test - Account 99,USERLEVEL,-2,User 4,90,17,138,72,131,30,27,2336,11669
Adoption Test - Account 100,USERLEVEL,-2,User 4,96,16,97,118,121,48,377,7977,11636
Adoption Test - Account 101,USERLEVEL,-2,User 4,98,33,99,112,221,19,656,1911,9469
Adoption Test - Account 102,USERLEVEL,-2,User 4,65,31,97,62,248,31,229,2412,6639
Adoption Test - Account 103,USERLEVEL,-2,User 4,85,33,114,123,138,45,976,5967,1294
Adoption Test - Account 104,USERLEVEL,-2,User 4,50,41,107,143,222,55,917,1360,17609
Adoption Test - Account 105,USERLEVEL,-2,User 4,66,37,129,20,162,20,829,7896,13510
Adoption Test - Account 106,USERLEVEL,-2,User 4,19,15,74,43,239,44,784,7556,5173
Adoption Test - Account 107,USERLEVEL,-2,User 4,68,50,167,63,144,30,174,8836,13987
Adoption Test - Account 108,USERLEVEL,-2,User 4,73,31,111,99,186,17,131,4416,7007
Adoption Test - Account 109,USERLEVEL,-2,User 4,56,32,150,9,131,52,924,2919,19067
Adoption Test - Account 110,USERLEVEL,-2,User 4,41,12,124,117,219,32,742,215,18940
Adoption Test - Account 111,USERLEVEL,-2,User 4,86,17,152,54,234,12,645,1809,2388
Adoption Test - Account 112,USERLEVEL,-2,User 4,84,46,179,75,151,34,467,7765,17346
Adoption Test - Account 113,USERLEVEL,-2,User 4,36,42,81,30,122,37,328,7106,4948
Adoption Test - Account 114,USERLEVEL,-2,User 4,84,41,143,23,191,36,8,1532,924
Adoption Test - Account 115,USERLEVEL,-2,User 4,7,39,90,141,104,18,958,8642,17973
Adoption Test - Account 116,USERLEVEL,-2,User 4,90,24,180,102,106,34,137,636,6136
Adoption Test - Account 117,USERLEVEL,-2,User 4,57,38,74,69,227,27,480,2267,6262
Adoption Test - Account 118,USERLEVEL,-2,User 4,3,44,85,24,155,60,819,2864,19692
Adoption Test - Account 1,USERLEVEL,-1,User 4,60,30,145,145,233,50,969,9879,7050
Adoption Test - Account 2,USERLEVEL,-1,User 4,58,49,90,75,158,40,833,7173,10187
Adoption Test - Account 3,USERLEVEL,-1,User 4,52,19,181,57,246,15,348,4708,12397
Adoption Test - Account 4,USERLEVEL,-1,User 4,54,10,93,121,182,6,817,5854,11189
Adoption Test - Account 5,USERLEVEL,-1,User 4,67,28,123,33,104,46,348,6531,9546
Adoption Test - Account 6,USERLEVEL,-1,User 4,47,11,123,83,221,11,868,7943,10464
Adoption Test - Account 7,USERLEVEL,-1,User 4,3,32,149,84,209,35,704,8232,14635
Adoption Test - Account 8,USERLEVEL,-1,User 4,10,50,175,95,195,37,715,2257,19112
Adoption Test - Account 9,USERLEVEL,-1,User 4,0,15,57,96,219,41,547,8948,1794
Adoption Test - Account 10,USERLEVEL,-1,User 4,93,49,137,88,132,49,918,6057,18545
Adoption Test - Account 11,USERLEVEL,-1,User 4,60,28,59,113,182,56,948,9486,17488
Adoption Test - Account 12,USERLEVEL,-1,User 4,51,17,91,49,237,7,621,6198,15880
Adoption Test - Account 13,USERLEVEL,-1,User 4,17,32,103,44,114,9,425,8452,4440
Adoption Test - Account 14,USERLEVEL,-1,User 4,34,28,128,88,186,54,347,8746,8528
Adoption Test - Account 15,USERLEVEL,-1,User 4,9,40,75,33,205,19,266,6449,10713
Adoption Test - Account 16,USERLEVEL,-1,User 4,87,47,155,51,124,58,8,912,15798
Adoption Test - Account 17,USERLEVEL,-1,User 4,75,15,63,99,206,47,409,53,10541
Adoption Test - Account 18,USERLEVEL,-1,User 4,89,50,55,28,111,45,935,4450,3535
Adoption Test - Account 19,USERLEVEL,-1,User 4,65,21,102,28,178,14,933,1998,8951
Adoption Test - Account 20,USERLEVEL,-1,User 4,55,47,151,109,186,40,960,7751,12949
Adoption Test - Account 21,USERLEVEL,-1,User 4,65,10,58,71,167,22,500,3904,16626
Adoption Test - Account 22,USERLEVEL,-1,User 4,61,13,56,69,132,35,980,1407,3085
Adoption Test - Account 23,USERLEVEL,-1,User 4,79,35,80,69,201,13,543,4921,2415
Adoption Test - Account 24,USERLEVEL,-1,User 4,100,33,97,58,137,9,939,1252,11679
Adoption Test - Account 25,USERLEVEL,-1,User 4,13,10,91,113,140,19,434,8681,17250
Adoption Test - Account 26,USERLEVEL,-1,User 4,15,23,190,13,159,10,5,1076,11736
Adoption Test - Account 27,USERLEVEL,-1,User 4,83,44,130,83,124,46,376,1672,6792
Adoption Test - Account 28,USERLEVEL,-1,User 4,12,45,54,121,226,21,877,5694,3636
Adoption Test - Account 29,USERLEVEL,-1,User 4,23,44,85,52,248,9,363,7764,2601
Adoption Test - Account 30,USERLEVEL,-1,User 4,22,16,59,84,162,21,442,8902,8560
Adoption Test - Account 31,USERLEVEL,-1,User 4,85,27,169,77,194,17,550,2994,2537
Adoption Test - Account 32,USERLEVEL,-1,User 4,16,14,89,70,234,16,444,6152,10198
Adoption Test - Account 33,USERLEVEL,-1,User 4,55,36,113,127,195,46,173,5152,273
Adoption Test - Account 34,USERLEVEL,-1,User 4,97,40,123,1,147,56,627,5801,19884
Adoption Test - Account 35,USERLEVEL,-1,User 4,60,46,175,108,138,2,807,8613,14112
Adoption Test - Account 36,USERLEVEL,-1,User 4,71,38,121,86,236,49,69,2659,17387
Adoption Test - Account 37,USERLEVEL,-1,User 4,88,11,140,67,112,11,190,8763,1298
Adoption Test - Account 38,USERLEVEL,-1,User 4,81,28,143,76,160,22,98,170,15927
Adoption Test - Account 39,USERLEVEL,-1,User 4,28,20,142,88,218,20,214,4669,18567
Adoption Test - Account 40,USERLEVEL,-1,User 4,78,49,69,42,180,42,180,1459,2107
Adoption Test - Account 41,USERLEVEL,-1,User 4,81,38,164,3,226,6,372,1120,10809
Adoption Test - Account 42,USERLEVEL,-1,User 4,23,34,193,124,187,54,550,5737,17439
Adoption Test - Account 43,USERLEVEL,-1,User 4,100,39,85,125,210,35,257,1913,19477
Adoption Test - Account 44,USERLEVEL,-1,User 4,93,34,72,136,209,16,694,8790,8050
Adoption Test - Account 45,USERLEVEL,-1,User 4,21,14,77,139,183,10,152,7187,15630
Adoption Test - Account 46,USERLEVEL,-1,User 4,40,29,165,144,172,55,901,4054,8146
Adoption Test - Account 47,USERLEVEL,-1,User 4,5,12,77,132,123,29,506,8663,1027
Adoption Test - Account 48,USERLEVEL,-1,User 4,28,25,150,107,195,20,58,7836,11569
Adoption Test - Account 49,USERLEVEL,-1,User 4,29,21,138,46,208,12,598,2544,12142
Adoption Test - Account 50,USERLEVEL,-1,User 4,66,22,169,138,151,5,270,8754,18982
Adoption Test - Account 51,USERLEVEL,-1,User 4,10,16,180,120,189,17,786,5746,19689
Adoption Test - Account 52,USERLEVEL,-1,User 4,100,49,71,128,241,50,709,5846,6729
Adoption Test - Account 53,USERLEVEL,-1,User 4,94,48,78,63,111,56,552,1259,5344
Adoption Test - Account 54,USERLEVEL,-1,User 4,91,33,109,20,157,37,982,6237,5439
Adoption Test - Account 55,USERLEVEL,-1,User 4,86,15,112,77,163,52,780,3989,13889
Adoption Test - Account 56,USERLEVEL,-1,User 4,33,23,127,51,153,19,277,5884,6681
Adoption Test - Account 57,USERLEVEL,-1,User 4,13,32,95,143,207,57,494,648,17843
Adoption Test - Account 58,USERLEVEL,-1,User 4,96,20,97,82,113,41,596,7011,19923
Adoption Test - Account 59,USERLEVEL,-1,User 4,41,47,93,146,197,30,69,2774,6081
Adoption Test - Account 60,USERLEVEL,-1,User 4,53,31,135,91,188,44,789,245,1139
Adoption Test - Account 61,USERLEVEL,-1,User 4,79,29,171,6,216,28,793,9275,19936
Adoption Test - Account 62,USERLEVEL,-1,User 4,69,17,129,40,244,46,884,2493,19008
Adoption Test - Account 63,USERLEVEL,-1,User 4,76,15,115,53,179,6,29,2459,6265
Adoption Test - Account 64,USERLEVEL,-1,User 4,0,29,75,129,165,12,443,739,18987
Adoption Test - Account 65,USERLEVEL,-1,User 4,4,19,181,16,236,31,863,1875,6734
Adoption Test - Account 66,USERLEVEL,-1,User 4,45,24,189,58,135,23,45,2608,19847
Adoption Test - Account 67,USERLEVEL,-1,User 4,12,47,131,51,223,8,544,5662,10622
Adoption Test - Account 68,USERLEVEL,-1,User 4,53,16,161,113,221,45,284,1436,16695
Adoption Test - Account 69,USERLEVEL,-1,User 4,9,36,194,87,121,9,545,8608,5033
Adoption Test - Account 70,USERLEVEL,-1,User 4,87,24,98,116,120,34,674,8623,12459
Adoption Test - Account 71,USERLEVEL,-1,User 4,96,38,71,149,243,46,303,7580,2306
Adoption Test - Account 72,USERLEVEL,-1,User 4,8,10,146,61,101,27,211,9027,2988
Adoption Test - Account 73,USERLEVEL,-1,User 4,94,30,185,48,164,51,157,9163,7234
Adoption Test - Account 74,USERLEVEL,-1,User 4,71,33,68,80,141,57,889,8751,800
Adoption Test - Account 75,USERLEVEL,-1,User 4,75,14,119,121,113,25,899,1343,8039
Adoption Test - Account 76,USERLEVEL,-1,User 4,39,25,108,32,184,6,983,8036,11210
Adoption Test - Account 77,USERLEVEL,-1,User 4,61,25,162,45,183,32,56,6405,15828
Adoption Test - Account 78,USERLEVEL,-1,User 4,9,16,174,81,242,46,269,9805,926
Adoption Test - Account 79,USERLEVEL,-1,User 4,63,16,181,94,235,5,526,1899,150
Adoption Test - Account 80,USERLEVEL,-1,User 4,23,11,50,143,127,4,607,5833,10202
Adoption Test - Account 81,USERLEVEL,-1,User 4,54,35,170,39,211,14,446,7024,13964
Adoption Test - Account 82,USERLEVEL,-1,User 4,16,27,189,101,223,3,302,7403,15096
Adoption Test - Account 83,USERLEVEL,-1,User 4,41,44,62,119,222,13,331,4193,4494
Adoption Test - Account 84,USERLEVEL,-1,User 4,46,43,185,81,245,16,510,8091,16831
Adoption Test - Account 85,USERLEVEL,-1,User 4,91,26,82,115,135,58,487,5255,2903
Adoption Test - Account 86,USERLEVEL,-1,User 4,20,22,135,68,207,12,832,5232,11368
Adoption Test - Account 87,USERLEVEL,-1,User 4,99,15,145,108,246,9,65,1646,15347
Adoption Test - Account 88,USERLEVEL,-1,User 4,95,34,99,15,184,38,145,879,7018
Adoption Test - Account 89,USERLEVEL,-1,User 4,82,22,127,66,236,14,971,9959,19654
Adoption Test - Account 90,USERLEVEL,-1,User 4,14,25,67,97,227,17,976,7605,15235
Adoption Test - Account 91,USERLEVEL,-1,User 4,9,12,125,27,208,11,394,9161,6531
Adoption Test - Account 92,USERLEVEL,-1,User 4,50,41,73,54,236,43,893,2476,19540
Adoption Test - Account 93,USERLEVEL,-1,User 4,96,12,91,16,196,50,804,405,13681
Adoption Test - Account 94,USERLEVEL,-1,User 4,72,37,110,32,237,40,977,1991,13992
Adoption Test - Account 95,USERLEVEL,-1,User 4,15,19,132,104,180,17,514,8670,7428
Adoption Test - Account 96,USERLEVEL,-1,User 4,79,27,199,26,221,30,897,5984,1383
Adoption Test - Account 97,USERLEVEL,-1,User 4,39,21,114,10,199,44,320,6398,10373
Adoption Test - Account 98,USERLEVEL,-1,User 4,85,42,64,130,194,4,811,7648,18970
Adoption Test - Account 99,USERLEVEL,-1,User 4,95,21,106,94,240,30,279,4688,510
Adoption Test - Account 100,USERLEVEL,-1,User 4,37,49,122,54,178,11,474,9041,11843
Adoption Test - Account 101,USERLEVEL,-1,User 4,56,33,196,24,161,39,983,3661,8596
Adoption Test - Account 102,USERLEVEL,-1,User 4,12,13,195,87,109,25,103,4977,3601
Adoption Test - Account 103,USERLEVEL,-1,User 4,6,21,160,5,159,57,484,17,2608
Adoption Test - Account 104,USERLEVEL,-1,User 4,19,39,192,56,210,11,314,9261,9057
Adoption Test - Account 105,USERLEVEL,-1,User 4,34,21,126,65,154,49,915,9456,15043
Adoption Test - Account 106,USERLEVEL,-1,User 4,23,33,75,3,130,41,19,9156,18471
Adoption Test - Account 107,USERLEVEL,-1,User 4,10,19,52,7,144,12,916,2977,4405
Adoption Test - Account 108,USERLEVEL,-1,User 4,85,33,170,14,194,4,195,3519,12464
Adoption Test - Account 109,USERLEVEL,-1,User 4,92,50,142,44,236,36,366,5561,9647
Adoption Test - Account 110,USERLEVEL,-1,User 4,2,39,76,136,240,17,855,5404,6763
Adoption Test - Account 111,USERLEVEL,-1,User 4,76,40,97,4,164,43,973,6530,10459
Adoption Test - Account 112,USERLEVEL,-1,User 4,30,17,56,82,105,9,650,9281,6907
Adoption Test - Account 113,USERLEVEL,-1,User 4,93,17,191,87,161,1,546,1168,675
Adoption Test - Account 114,USERLEVEL,-1,User 4,25,13,160,31,102,6,194,3349,4112
Adoption Test - Account 115,USERLEVEL,-1,User 4,86,42,169,58,212,14,486,5960,17207
Adoption Test - Account 116,USERLEVEL,-1,User 4,46,41,78,119,192,52,168,4232,7106
Adoption Test - Account 117,USERLEVEL,-1,User 4,23,29,104,100,154,26,142,2554,7631
Adoption Test - Account 118,USERLEVEL,-1,User 4,22,21,143,75,165,40,264,298,4797
Adoption Test - Account 1,USERLEVEL,0,User 4,82,28,180,108,175,32,734,2063,19980
Adoption Test - Account 2,USERLEVEL,0,User 4,82,25,191,69,134,45,695,3061,13500
Adoption Test - Account 3,USERLEVEL,0,User 4,22,42,82,148,230,8,296,586,5794
Adoption Test - Account 4,USERLEVEL,0,User 4,84,30,149,82,178,32,914,7572,12437
Adoption Test - Account 5,USERLEVEL,0,User 4,12,45,137,85,223,47,242,5368,19173
Adoption Test - Account 6,USERLEVEL,0,User 4,100,44,53,112,224,50,91,2011,10919
Adoption Test - Account 7,USERLEVEL,0,User 4,94,40,92,71,117,57,534,5611,16071
Adoption Test - Account 8,USERLEVEL,0,User 4,95,40,103,23,100,37,618,9083,11542
Adoption Test - Account 9,USERLEVEL,0,User 4,7,14,89,22,144,29,726,4247,14566
Adoption Test - Account 10,USERLEVEL,0,User 4,97,25,120,10,126,37,38,8842,15971
Adoption Test - Account 11,USERLEVEL,0,User 4,14,29,103,116,207,24,761,1403,14015
Adoption Test - Account 12,USERLEVEL,0,User 4,79,45,55,56,161,33,757,590,19328
Adoption Test - Account 13,USERLEVEL,0,User 4,35,37,81,149,127,10,779,866,3124
Adoption Test - Account 14,USERLEVEL,0,User 4,89,16,187,101,132,59,683,2137,14274
Adoption Test - Account 15,USERLEVEL,0,User 4,85,40,62,143,243,44,916,5803,11626
Adoption Test - Account 16,USERLEVEL,0,User 4,46,42,120,86,238,16,248,1591,3695
Adoption Test - Account 17,USERLEVEL,0,User 4,58,46,95,23,207,43,648,2096,19508
Adoption Test - Account 18,USERLEVEL,0,User 4,36,20,178,123,229,8,955,9376,14082
Adoption Test - Account 19,USERLEVEL,0,User 4,24,28,172,38,248,50,720,9493,17622
Adoption Test - Account 20,USERLEVEL,0,User 4,7,48,58,71,200,8,978,2831,4627
Adoption Test - Account 21,USERLEVEL,0,User 4,27,34,100,42,181,26,0,7709,13805
Adoption Test - Account 22,USERLEVEL,0,User 4,68,39,176,36,193,17,149,956,1113
Adoption Test - Account 23,USERLEVEL,0,User 4,0,15,57,38,151,17,385,5123,14470
Adoption Test - Account 24,USERLEVEL,0,User 4,45,23,87,64,230,57,881,4206,10832
Adoption Test - Account 25,USERLEVEL,0,User 4,88,15,123,0,152,39,68,9516,612
Adoption Test - Account 26,USERLEVEL,0,User 4,47,36,71,68,241,11,498,6459,5140
Adoption Test - Account 27,USERLEVEL,0,User 4,73,16,187,68,137,34,474,2602,19533
Adoption Test - Account 28,USERLEVEL,0,User 4,58,27,180,57,190,51,209,442,10547
Adoption Test - Account 29,USERLEVEL,0,User 4,69,12,147,102,113,36,927,4314,16011
Adoption Test - Account 30,USERLEVEL,0,User 4,47,12,199,49,170,2,43,48,18440
Adoption Test - Account 31,USERLEVEL,0,User 4,30,23,129,146,238,37,977,4017,18038
Adoption Test - Account 32,USERLEVEL,0,User 4,58,33,183,20,205,47,222,2789,4323
Adoption Test - Account 33,USERLEVEL,0,User 4,46,39,57,95,164,36,86,821,13938
Adoption Test - Account 34,USERLEVEL,0,User 4,56,30,102,92,160,5,490,6913,14706
Adoption Test - Account 35,USERLEVEL,0,User 4,10,21,102,77,133,8,944,3946,14636
Adoption Test - Account 36,USERLEVEL,0,User 4,80,47,139,61,230,43,661,9757,13922
Adoption Test - Account 37,USERLEVEL,0,User 4,2,21,129,42,239,53,349,8123,888
Adoption Test - Account 38,USERLEVEL,0,User 4,33,42,165,137,197,34,207,9035,2808
Adoption Test - Account 39,USERLEVEL,0,User 4,49,30,84,94,171,39,536,4825,517
Adoption Test - Account 40,USERLEVEL,0,User 4,58,29,69,23,127,4,918,731,7507
Adoption Test - Account 41,USERLEVEL,0,User 4,18,50,91,84,162,5,952,5719,9144
Adoption Test - Account 42,USERLEVEL,0,User 4,77,42,180,115,144,57,808,8381,5808
Adoption Test - Account 43,USERLEVEL,0,User 4,29,34,116,33,131,4,623,7193,6955
Adoption Test - Account 44,USERLEVEL,0,User 4,60,19,165,120,142,29,808,1296,1582
Adoption Test - Account 45,USERLEVEL,0,User 4,35,37,152,96,112,56,501,5229,11529
Adoption Test - Account 46,USERLEVEL,0,User 4,74,11,58,78,196,57,496,1667,10641
Adoption Test - Account 47,USERLEVEL,0,User 4,13,50,160,62,218,56,767,6847,19038
Adoption Test - Account 48,USERLEVEL,0,User 4,80,21,65,65,243,54,462,8951,14388
Adoption Test - Account 49,USERLEVEL,0,User 4,77,36,77,90,106,17,603,6559,601
Adoption Test - Account 50,USERLEVEL,0,User 4,61,12,163,56,204,54,115,1513,18342
Adoption Test - Account 51,USERLEVEL,0,User 4,65,49,97,126,169,51,650,1608,12768
Adoption Test - Account 52,USERLEVEL,0,User 4,19,21,178,67,200,3,258,45,17880
Adoption Test - Account 53,USERLEVEL,0,User 4,59,33,125,82,138,19,237,5211,13003
Adoption Test - Account 54,USERLEVEL,0,User 4,39,41,151,67,111,15,362,9346,8234
Adoption Test - Account 55,USERLEVEL,0,User 4,77,48,141,4,109,46,425,402,2112
Adoption Test - Account 56,USERLEVEL,0,User 4,50,43,73,43,124,53,84,1200,1309
Adoption Test - Account 57,USERLEVEL,0,User 4,5,36,77,118,246,7,50,7548,5561
Adoption Test - Account 58,USERLEVEL,0,User 4,12,10,125,95,136,60,524,5011,16851
Adoption Test - Account 59,USERLEVEL,0,User 4,22,32,93,60,236,53,224,3103,18618
Adoption Test - Account 60,USERLEVEL,0,User 4,2,49,179,146,164,50,245,8838,10429
Adoption Test - Account 61,USERLEVEL,0,User 4,1,17,62,76,201,28,851,2634,1659
Adoption Test - Account 62,USERLEVEL,0,User 4,26,31,58,136,213,32,808,3504,3860
Adoption Test - Account 63,USERLEVEL,0,User 4,42,13,173,59,134,40,326,930,16371
Adoption Test - Account 64,USERLEVEL,0,User 4,54,49,85,112,154,12,453,2960,12113
Adoption Test - Account 65,USERLEVEL,0,User 4,96,48,83,93,213,26,501,8025,15338
Adoption Test - Account 66,USERLEVEL,0,User 4,1,26,162,125,164,45,524,6514,4034
Adoption Test - Account 67,USERLEVEL,0,User 4,4,43,194,96,192,17,180,7671,18968
Adoption Test - Account 68,USERLEVEL,0,User 4,36,49,168,11,138,13,5,9235,7448
Adoption Test - Account 69,USERLEVEL,0,User 4,62,49,77,4,155,20,401,5620,19975
Adoption Test - Account 70,USERLEVEL,0,User 4,34,35,114,50,211,20,29,6172,8350
Adoption Test - Account 71,USERLEVEL,0,User 4,90,46,97,112,154,33,16,463,11422
Adoption Test - Account 72,USERLEVEL,0,User 4,77,27,197,83,231,45,81,9200,4335
Adoption Test - Account 73,USERLEVEL,0,User 4,14,36,104,49,184,33,271,6116,1217
Adoption Test - Account 74,USERLEVEL,0,User 4,46,35,199,40,195,42,450,2443,884
Adoption Test - Account 75,USERLEVEL,0,User 4,92,31,167,106,145,16,620,1077,7302
Adoption Test - Account 76,USERLEVEL,0,User 4,0,47,145,110,109,2,657,8748,485
Adoption Test - Account 77,USERLEVEL,0,User 4,68,23,198,57,119,42,299,386,17619
Adoption Test - Account 78,USERLEVEL,0,User 4,30,25,167,74,232,38,732,8124,12111
Adoption Test - Account 79,USERLEVEL,0,User 4,86,33,195,99,235,17,808,9344,11878
Adoption Test - Account 80,USERLEVEL,0,User 4,96,25,57,13,135,55,103,7730,11570
Adoption Test - Account 81,USERLEVEL,0,User 4,21,20,199,74,223,33,178,1776,6320
Adoption Test - Account 82,USERLEVEL,0,User 4,41,40,62,13,130,10,154,4821,18709
Adoption Test - Account 83,USERLEVEL,0,User 4,32,25,107,34,116,2,613,1910,17506
Adoption Test - Account 84,USERLEVEL,0,User 4,71,29,161,112,190,4,760,967,17110
Adoption Test - Account 85,USERLEVEL,0,User 4,97,24,51,11,247,35,183,9673,9147
Adoption Test - Account 86,USERLEVEL,0,User 4,34,43,52,47,148,26,400,3216,8128
Adoption Test - Account 87,USERLEVEL,0,User 4,100,48,111,48,139,9,78,8275,16743
Adoption Test - Account 88,USERLEVEL,0,User 4,5,27,83,47,140,52,879,1440,18940
Adoption Test - Account 89,USERLEVEL,0,User 4,32,31,199,148,231,5,780,8898,6505
Adoption Test - Account 90,USERLEVEL,0,User 4,83,33,150,86,113,27,955,8583,15208
Adoption Test - Account 91,USERLEVEL,0,User 4,59,23,124,31,145,3,408,3772,13418
Adoption Test - Account 92,USERLEVEL,0,User 4,69,32,52,51,220,4,811,8631,6441
Adoption Test - Account 93,USERLEVEL,0,User 4,78,14,168,40,229,41,773,2109,19070
Adoption Test - Account 94,USERLEVEL,0,User 4,93,49,188,17,122,32,962,4493,15205
Adoption Test - Account 95,USERLEVEL,0,User 4,80,28,75,115,192,1,188,6094,3926
Adoption Test - Account 96,USERLEVEL,0,User 4,6,17,71,110,203,20,185,1197,11889
Adoption Test - Account 97,USERLEVEL,0,User 4,95,50,81,55,244,55,678,4703,10775
Adoption Test - Account 98,USERLEVEL,0,User 4,20,17,109,95,153,30,369,3443,13035
Adoption Test - Account 99,USERLEVEL,0,User 4,70,39,74,17,197,3,237,3141,19721
Adoption Test - Account 100,USERLEVEL,0,User 4,95,22,57,60,135,3,542,6231,13931
Adoption Test - Account 101,USERLEVEL,0,User 4,69,36,188,104,198,18,213,248,14557
Adoption Test - Account 102,USERLEVEL,0,User 4,41,44,86,107,233,28,391,4039,12140
Adoption Test - Account 103,USERLEVEL,0,User 4,5,36,199,65,216,30,65,7045,14555
Adoption Test - Account 104,USERLEVEL,0,User 4,98,44,56,137,174,34,730,7983,9725
Adoption Test - Account 105,USERLEVEL,0,User 4,21,38,93,63,169,3,291,6725,12131
Adoption Test - Account 106,USERLEVEL,0,User 4,4,48,180,55,229,27,890,3341,14459
Adoption Test - Account 107,USERLEVEL,0,User 4,44,23,171,79,205,31,589,8549,9678
Adoption Test - Account 108,USERLEVEL,0,User 4,76,32,103,4,156,27,897,5031,6433
Adoption Test - Account 109,USERLEVEL,0,User 4,36,48,53,100,105,13,917,5656,16281
Adoption Test - Account 110,USERLEVEL,0,User 4,67,47,65,34,109,28,319,9698,17911
Adoption Test - Account 111,USERLEVEL,0,User 4,37,13,195,47,105,14,6,5122,2505
Adoption Test - Account 112,USERLEVEL,0,User 4,27,45,100,134,233,46,531,4469,4253
Adoption Test - Account 113,USERLEVEL,0,User 4,9,30,128,102,238,49,228,2682,12813
Adoption Test - Account 114,USERLEVEL,0,User 4,4,44,123,141,221,25,705,9907,14714
Adoption Test - Account 115,USERLEVEL,0,User 4,69,25,82,107,221,19,869,4362,17828
Adoption Test - Account 116,USERLEVEL,0,User 4,33,24,121,124,208,18,722,7304,7259
Adoption Test - Account 117,USERLEVEL,0,User 4,45,39,100,148,229,55,4,9949,19744
Adoption Test - Account 118,USERLEVEL,0,User 4,22,46,67,35,204,14,487,4667,12092
Adoption Test - Account 1,USERLEVEL,-13,User 5,38,21,132,2,216,46,132,9901,1154
Adoption Test - Account 2,USERLEVEL,-13,User 5,70,13,164,125,248,16,457,1647,1988
Adoption Test - Account 3,USERLEVEL,-13,User 5,43,10,196,16,170,25,3,5225,4233
Adoption Test - Account 4,USERLEVEL,-13,User 5,47,43,155,139,160,38,974,9855,10032
Adoption Test - Account 5,USERLEVEL,-13,User 5,36,33,78,96,143,34,91,2066,12240
Adoption Test - Account 6,USERLEVEL,-13,User 5,82,36,162,27,199,55,519,8111,2789
Adoption Test - Account 7,USERLEVEL,-13,User 5,48,10,158,99,240,59,23,8310,3186
Adoption Test - Account 8,USERLEVEL,-13,User 5,42,12,161,29,238,12,661,3043,391
Adoption Test - Account 9,USERLEVEL,-13,User 5,54,20,70,142,210,24,852,684,3265
Adoption Test - Account 10,USERLEVEL,-13,User 5,67,19,172,84,129,56,203,4354,7344
Adoption Test - Account 11,USERLEVEL,-13,User 5,20,33,108,146,116,21,627,463,8771
Adoption Test - Account 12,USERLEVEL,-13,User 5,29,17,95,73,206,13,503,3162,18570
