ColumnList__c,AccountReference__c,BaseObject__c,Dimensions__c,FilterConditions__c,GraphType__c,IsRB__c,IsShown__c,IsStandard__c,Measures__c,Name,QueryOptions__c,ReportParams__c,ShowDefault__c,UITabName__c,Visibility__c,VisualType__c
"[{""name"":""Name"",""label"":""Account Name"",""displayOrder"":1,""visibilityMode"":true,""objectName"":""Account"",""fieldType"":""STRING"",""isGroupable"":true,""hasJBCXMNS"":false},{""name"":""Id"",""label"":""Id"",""displayOrder"":2,""visibilityMode"":true,""objectName"":""Alert__c"",""fieldType"":""ID"",""isGroupable"":true,""hasJBCXMNS"":false},{""name"":""Severity__r.Name"",""label"":""Severity Name"",""displayOrder"":3,""visibilityMode"":true,""objectName"":""Alert__c"",""fieldType"":""TEXT"",""isGroupable"":true,""hasJBCXMNS"":false},{""name"":""Severity__c"",""label"":""Severity"",""displayOrder"":4,""visibilityMode"":true,""objectName"":""Alert__c"",""fieldType"":""CUSTOMLOOKUP"",""isGroupable"":true,""hasJBCXMNS"":false},{""name"":""ASV__c"",""label"":""ASV"",""displayOrder"":5,""visibilityMode"":true,""objectName"":""CustomerInfo__c"",""fieldType"":""CURRENCY"",""isGroupable"":false,""hasJBCXMNS"":false},{""name"":""OriginalContractDate__c"",""label"":""Orig. Contr. Date"",""displayOrder"":6,""visibilityMode"":true,""objectName"":""CustomerInfo__c"",""fieldType"":""DATE"",""isGroupable"":true,""hasJBCXMNS"":false},{""name"":""NextRenewalDate__c"",""label"":""Renewal Date"",""displayOrder"":7,""visibilityMode"":true,""objectName"":""CustomerInfo__c"",""fieldType"":""DATE"",""isGroupable"":true,""hasJBCXMNS"":false},{""name"":""Stage__c"",""label"":""Stage"",""displayOrder"":8,""visibilityMode"":true,""objectName"":""CustomerInfo__c"",""fieldType"":""CUSTOMLOOKUP"",""isGroupable"":true,""hasJBCXMNS"":false}]",Account__c,Alert__c,"[{""summerizedBy"":null,""objectName"":""Alert__c"",""name"":""Severity__r.Name"",""label"":""Severity Name"",""groupable"":true,""aliasName"":""Cat1"",""fieldType"":""TEXT"",""stacked"":false}]",[],,TRUE,TRUE,FALSE,"[{""objectName"":""Alert__c"",""name"":""Id"",""label"":""Count of Id"",""graphType"":""PIE"",""aggType"":""COUNT"",""aliasName"":""DS1"",""fieldType"":""ID""}]",Alert Distribution,,"[{""value"":""('a0Ro00000018oDuEAI','a0Ro00000018oESEAY','a0Ro00000018oELEAY')"",""objectName"":""Alert__c"",""fieldType"":""CUSTOMLOOKUP"",""fieldName"":""Status__c"",""ctrlType"":""multiselect"",""ctrlData"":""[]"",""operatorsList"":""[{\""key\"":\""\"",\""value\"":\""None\""},{\""key\"":\""u\"",\""value\"":\""includes\""},{\""key\"":\""x\"",\""value\"":\""excludes\""}]"",""selectedOperator"":""u"",""label"":""Status""}]",FALSE,Alerts,Public,Chart
"[{""name"":""Name"",""label"":""Account Name"",""displayOrder"":1,""visibilityMode"":true,""objectName"":""Account"",""fieldType"":""STRING"",""isGroupable"":true,""hasJBCXMNS"":false},{""name"":""Id"",""label"":""Id"",""displayOrder"":2,""visibilityMode"":true,""objectName"":""Account"",""fieldType"":""ID"",""isGroupable"":true,""hasJBCXMNS"":false},{""name"":""Stage__r.Name"",""label"":""Stage Name"",""displayOrder"":3,""visibilityMode"":true,""objectName"":""CustomerInfo__c"",""fieldType"":""TEXT"",""isGroupable"":true,""hasJBCXMNS"":false},{""name"":""ASV__c"",""label"":""ASV"",""displayOrder"":4,""visibilityMode"":true,""objectName"":""CustomerInfo__c"",""fieldType"":""CURRENCY"",""isGroupable"":false,""hasJBCXMNS"":false},{""name"":""OriginalContractDate__c"",""label"":""Orig. Contr. Date"",""displayOrder"":5,""visibilityMode"":true,""objectName"":""CustomerInfo__c"",""fieldType"":""DATE"",""isGroupable"":true,""hasJBCXMNS"":false}]",Account__c,CustomerInfo__c,"[{""summerizedBy"":null,""objectName"":""CustomerInfo__c"",""name"":""Stage__c"",""label"":""Stage"",""groupable"":true,""aliasName"":""Cat1"",""fieldType"":""CUSTOMLOOKUP"",""stacked"":false}]","[{""value"":""Gainsight"",""objectName"":""CustomerInfo__c"",""fieldType"":""TEXT"",""logicalOperator"":""AND"",""name"":""Account__r.Name"",""operator"":""k"",""operatorLabel"":null}]",,TRUE,TRUE,FALSE,"[{""objectName"":""Account"",""name"":""Id"",""label"":""Count of Id"",""graphType"":""COLUMN"",""aggType"":""COUNT"",""aliasName"":""DS1"",""fieldType"":""ID""}]",Customers by life cycle stage,,"[{""value"":""('a0Ro00000018oEREAY','a0Ro00000018oEJEAY','a0Ro00000018oEKEAY')"",""objectName"":""CustomerInfo__c"",""fieldType"":""CUSTOMLOOKUP"",""logicalOperator"":""AND"",""fieldName"":""Stage__c"",""ctrlType"":""multiselect"",""ctrlData"":""[]"",""operatorsList"":""[{\""key\"":\""\"",\""value\"":\""None\""},{\""key\"":\""u\"",\""value\"":\""includes\""},{\""key\"":\""x\"",\""value\"":\""excludes\""}]"",""selectedOperator"":""u"",""label"":""Stage""}]",FALSE,Customers,Public,Chart
"[{""name"":""Name"",""label"":""Account Name"",""displayOrder"":1,""visibilityMode"":true,""objectName"":""Account"",""fieldType"":""STRING"",""isGroupable"":true,""hasJBCXMNS"":false},{""name"":""ASVTotal__c"",""label"":""ASV"",""displayOrder"":2,""visibilityMode"":true,""objectName"":""TransHeader__c"",""fieldType"":""CURRENCY"",""isGroupable"":false,""hasJBCXMNS"":false},{""name"":""Date__c"",""label"":""Booking Date"",""displayOrder"":3,""visibilityMode"":true,""objectName"":""TransHeader__c"",""fieldType"":""DATE"",""isGroupable"":true,""hasJBCXMNS"":false},{""name"":""ASV__c"",""label"":""ASV Delta"",""displayOrder"":4,""visibilityMode"":true,""objectName"":""TransHeader__c"",""fieldType"":""CURRENCY"",""isGroupable"":false,""hasJBCXMNS"":false},{""name"":""ASV__c"",""label"":""ASV"",""displayOrder"":5,""visibilityMode"":true,""objectName"":""CustomerInfo__c"",""fieldType"":""CURRENCY"",""isGroupable"":false,""hasJBCXMNS"":false}]",Account__c,TransHeader__c,"[{""summerizedBy"":""CQ"",""objectName"":""TransHeader__c"",""name"":""Date__c"",""label"":""Booking Date"",""groupable"":true,""aliasName"":""Cat1"",""fieldType"":""DATE"",""stacked"":false}]","[{""value"":""1"",""objectName"":""TransHeader__c"",""fieldType"":""CURRENCY"",""logicalOperator"":""AND"",""name"":""ASVTotal__c"",""operator"":""g"",""operatorLabel"":null}]",,TRUE,TRUE,FALSE,"[{""objectName"":""TransHeader__c"",""name"":""ASVTotal__c"",""label"":""Sum of ASV"",""graphType"":""BAR"",""aggType"":""SUM"",""aliasName"":""DS1"",""fieldType"":""CURRENCY""}]",Quarterly Bookings,,[],FALSE,Transactions,Public,Chart
"[{""name"":""Name"",""label"":""Account Name"",""displayOrder"":1,""visibilityMode"":true,""objectName"":""Account"",""fieldType"":""STRING"",""isGroupable"":true,""hasJBCXMNS"":false},{""name"":""AccountNumber"",""label"":""Account Number"",""displayOrder"":2,""visibilityMode"":true,""objectName"":""Account"",""fieldType"":""STRING"",""isGroupable"":true,""hasJBCXMNS"":false},{""name"":""Phone"",""label"":""Account Phone"",""displayOrder"":3,""visibilityMode"":true,""objectName"":""Account"",""fieldType"":""PHONE"",""isGroupable"":true,""hasJBCXMNS"":false},{""name"":""Rating"",""label"":""Account Rating"",""displayOrder"":4,""visibilityMode"":true,""objectName"":""Account"",""fieldType"":""PICKLIST"",""isGroupable"":true,""hasJBCXMNS"":false},{""name"":""Site"",""label"":""Account Site"",""displayOrder"":5,""visibilityMode"":true,""objectName"":""Account"",""fieldType"":""STRING"",""isGroupable"":true,""hasJBCXMNS"":false},{""name"":""Industry"",""label"":""Industry"",""displayOrder"":6,""visibilityMode"":true,""objectName"":""Account"",""fieldType"":""PICKLIST"",""isGroupable"":true,""hasJBCXMNS"":false}]",,,"[{""summerizedBy"":null,""objectName"":""CustomerInfo__c"",""name"":""Stage__r.Name"",""label"":""Stage"",""groupable"":true,""aliasName"":""Cat1"",""fieldType"":""CUSTOMLOOKUP"",""stacked"":false}]","[{""name"":""Industry"",""value"":""Agriculture"",""objectName"":""Account"",""fieldType"":""PICKLIST"",""operator"":""e"",""logicalOperator"":"""",""fieldLabel"":null,""operatorLabel"":null}]",,FALSE,TRUE,FALSE,"[{""objectName"":""Account"",""name"":""Id"",""label"":""Id"",""graphType"":""column"",""aggType"":""COUNT"",""aliasName"":""DS1"",""fieldType"":""ID""}]",Customers1,,"[{""fieldName"":""Stage__c"",""objectName"":""CustomerInfo__c"",""ctrlType"":""multiselect"",""ctrlData"":""[{\""key\"":\""a0Ro00000018oEREAY\"",\""value\"":\""New Business\""},{\""key\"":\""a0Ro00000018oEJEAY\"",\""value\"":\""Under Implementation / Activation\""},{\""key\"":\""a0Ro00000018oEKEAY\"",\""value\"":\""Go Live\""},{\""key\"":\""a0Ro00000018oEMEAY\"",\""value\"":\""Seasoned Customer\""},{\""key\"":\""a0Ro00000018oEOEAY\"",\""value\"":\""Expert\""},{\""key\"":\""a0Ro00000018oEUEAY\"",\""value\"":\""Need to watch\""}]"",""operatorsList"":""[{\""key\"":\""\"",\""value\"":\""None\""},{\""key\"":\""u\"",\""value\"":\""includes\""},{\""key\"":\""x\"",\""value\"":\""excludes\""}]"",""label"":""Stage"",""fieldType"":""CUSTOMLOOKUP"",""value"":""('a0Ro00000018oEREAY','a0Ro00000018oEJEAY','a0Ro00000018oEKEAY')"",""selectedOperator"":""u"",""logicalOperator"":""""}]",FALSE,Customers,Public,Chart
"[{""name"":""Name"",""label"":""Account Name"",""displayOrder"":1,""visibilityMode"":true,""objectName"":""Account"",""fieldType"":""STRING"",""isGroupable"":true,""hasJBCXMNS"":false},{""name"":""Severity__r.Name"",""label"":""Severity Name"",""displayOrder"":2,""visibilityMode"":true,""objectName"":""Alert__c"",""fieldType"":""TEXT"",""isGroupable"":true,""hasJBCXMNS"":false},{""name"":""Account__r.Name"",""label"":""Account Name"",""displayOrder"":3,""visibilityMode"":true,""objectName"":""Alert__c"",""fieldType"":""TEXT"",""isGroupable"":true,""hasJBCXMNS"":false},{""name"":""CreatedById"",""label"":""Created By ID"",""displayOrder"":4,""visibilityMode"":true,""objectName"":""Alert__c"",""fieldType"":""REFERENCE"",""isGroupable"":true,""hasJBCXMNS"":false},{""name"":""CreatedDate"",""label"":""Created Date"",""displayOrder"":5,""visibilityMode"":true,""objectName"":""Alert__c"",""fieldType"":""DATETIME"",""isGroupable"":false,""hasJBCXMNS"":false},{""name"":""LastModifiedById"",""label"":""Last Modified By ID"",""displayOrder"":6,""visibilityMode"":true,""objectName"":""Alert__c"",""fieldType"":""REFERENCE"",""isGroupable"":true,""hasJBCXMNS"":false},{""name"":""NextStepOwner__c"",""label"":""Next Step Owner"",""displayOrder"":7,""visibilityMode"":true,""objectName"":""Alert__c"",""fieldType"":""STRING"",""isGroupable"":true,""hasJBCXMNS"":false},{""name"":""Status__r.Name"",""label"":""Status Name"",""displayOrder"":8,""visibilityMode"":true,""objectName"":""Alert__c"",""fieldType"":""TEXT"",""isGroupable"":true,""hasJBCXMNS"":false}]",Account__c,Alert__c,"[{""summerizedBy"":null,""objectName"":""Alert__c"",""name"":""Severity__r.Name"",""label"":""Severity Name"",""groupable"":true,""aliasName"":""Cat1"",""fieldType"":""TEXT"",""stacked"":false}]","[{""value"":""('a0Ro00000018oEREAY')"",""objectName"":""CustomerInfo__c"",""fieldType"":""CUSTOMLOOKUP"",""logicalOperator"":""AND"",""name"":""Stage__c"",""operator"":""u"",""operatorLabel"":null},{""value"":""('a0Ro00000018oEREAY','a0Ro00000018oEJEAY','a0Ro00000018oEKEAY')"",""objectName"":""CustomerInfo__c"",""fieldType"":""CUSTOMLOOKUP"",""logicalOperator"":""AND"",""name"":""Stage__c"",""operator"":""u"",""operatorLabel"":null}]",,TRUE,TRUE,FALSE,"[{""objectName"":""Alert__c"",""name"":""Account__r.Name"",""label"":""Count of Account Name"",""graphType"":""BAR"",""aggType"":""COUNT"",""aliasName"":""DS1"",""fieldType"":""TEXT""}]",Alerts_ Pauls Dashboard,,[],FALSE,Alerts,Public,Chart
"[{""name"":""Page_Views__c"",""label"":""Page Views"",""displayOrder"":1,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""DOUBLE"",""isGroupable"":false,""hasJBCXMNS"":false},{""name"":""Page_Visits__c"",""label"":""Page Visits"",""displayOrder"":2,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""DOUBLE"",""isGroupable"":false,""hasJBCXMNS"":false},{""name"":""Account__r.Name"",""label"":""Account Name"",""displayOrder"":3,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""TEXT"",""isGroupable"":true,""hasJBCXMNS"":false}]",Account__c,UsageData__c,"[{""summerizedBy"":null,""objectName"":""UsageData__c"",""name"":""Account__r.Name"",""label"":""Account Name"",""groupable"":true,""aliasName"":""Cat1"",""fieldType"":""TEXT"",""stacked"":false}]",[],TABLE,TRUE,TRUE,FALSE,"[{""objectName"":""UsageData__c"",""name"":""Page_Views__c"",""label"":""Sum of Page Views"",""graphType"":null,""aggType"":""SUM"",""aliasName"":""DS1"",""fieldType"":""DOUBLE""},{""objectName"":""UsageData__c"",""name"":""Page_Visits__c"",""label"":""Sum of Page Visits"",""graphType"":null,""aggType"":""SUM"",""aliasName"":""DS2"",""fieldType"":""DOUBLE""}]",Test report,,[],FALSE,Usage Data,Public,Chart
"[{""name"":""Name"",""label"":""Account Name"",""displayOrder"":1,""visibilityMode"":true,""objectName"":""Account"",""fieldType"":""STRING"",""isGroupable"":true,""hasJBCXMNS"":false},{""name"":""LastModifiedBy.Name"",""label"":""Last Modified By ID Name"",""displayOrder"":2,""visibilityMode"":true,""objectName"":""TransHeader__c"",""fieldType"":""TEXT"",""isGroupable"":true,""hasJBCXMNS"":false},{""name"":""OrderType__r.Name"",""label"":""Booking Type Name"",""displayOrder"":3,""visibilityMode"":true,""objectName"":""TransHeader__c"",""fieldType"":""TEXT"",""isGroupable"":true,""hasJBCXMNS"":false},{""name"":""ASVTotal__c"",""label"":""ASV"",""displayOrder"":4,""visibilityMode"":true,""objectName"":""TransHeader__c"",""fieldType"":""CURRENCY"",""isGroupable"":false,""hasJBCXMNS"":false}]",Account__c,TransHeader__c,"[{""summerizedBy"":null,""objectName"":""TransHeader__c"",""name"":""LastModifiedBy.Name"",""label"":""Last Modified By ID Name"",""groupable"":true,""aliasName"":""Cat1"",""fieldType"":""TEXT"",""stacked"":false},{""summerizedBy"":null,""objectName"":""TransHeader__c"",""name"":""OrderType__r.Name"",""label"":""Booking Type Name"",""groupable"":true,""aliasName"":""Cat2"",""fieldType"":""TEXT"",""stacked"":false}]",[],,TRUE,TRUE,FALSE,"[{""objectName"":""TransHeader__c"",""name"":""ASVTotal__c"",""label"":""Sum of ASV"",""graphType"":""COLUMN"",""aggType"":""SUM"",""aliasName"":""DS1"",""fieldType"":""CURRENCY""}]",Opportunities sold by CSM,,"[{""value"":""('a0Ro00000018oEQEAY','a0Ro00000018oF7EAI','a0Ro00000018oENEAY','a0Ro00000018oE5EAI','a0Ro00000018oEXEAY','a0Ro00000018oElEAI','a0Ro00000018oEPEAY','a0Ro00000018oEdEAI','a0Ro00000018t80EAA','a0Ro00000018t81EAA','a0Ro00000018t82EAA')"",""objectName"":""TransHeader__c"",""fieldType"":""CUSTOMLOOKUP"",""logicalOperator"":""OR"",""fieldName"":""OrderType__c"",""ctrlType"":""multiselect"",""ctrlData"":""[]"",""operatorsList"":""[{\""key\"":\""\"",\""value\"":\""None\""},{\""key\"":\""u\"",\""value\"":\""includes\""},{\""key\"":\""x\"",\""value\"":\""excludes\""}]"",""selectedOperator"":""u"",""label"":""Booking Type""},{""value"":""JBtoday"",""objectName"":""TransHeader__c"",""fieldType"":""TIMEFRAMENORMALDATE"",""logicalOperator"":""AND"",""fieldName"":""Date__c"",""ctrlType"":""timeframe"",""ctrlData"":""[]"",""operatorsList"":""[{\""key\"":\""\"",\""value\"":\""None\""},{\""key\"":\""e\"",\""value\"":\""equals\""},{\""key\"":\""n\"",\""value\"":\""not equal to\""},{\""key\"":\""l\"",\""value\"":\""less than\""},{\""key\"":\""g\"",\""value\"":\""greater than\""},{\""key\"":\""m\"",\""value\"":\""less or equal\""},{\""key\"":\""h\"",\""value\"":\""greater or equal\""}]"",""selectedOperator"":""m"",""label"":""Booking Date""}]",FALSE,Transactions,Public,Chart
"[{""name"":""Name"",""label"":""Account Name"",""displayOrder"":1,""visibilityMode"":true,""objectName"":""Account"",""fieldType"":""STRING"",""isGroupable"":true,""hasJBCXMNS"":false},{""name"":""CSM__r.Name"",""label"":""CSM Name"",""displayOrder"":2,""visibilityMode"":true,""objectName"":""Account"",""fieldType"":""TEXT"",""isGroupable"":true,""hasJBCXMNS"":false},{""name"":""Id"",""label"":""Id"",""displayOrder"":3,""visibilityMode"":true,""objectName"":""Alert__c"",""fieldType"":""ID"",""isGroupable"":true,""hasJBCXMNS"":false},{""name"":""ASV__c"",""label"":""Alert ASV"",""displayOrder"":4,""visibilityMode"":true,""objectName"":""Alert__c"",""fieldType"":""CURRENCY"",""isGroupable"":false,""hasJBCXMNS"":false}]",Account__c,Alert__c,"[{""summerizedBy"":null,""objectName"":""Account"",""name"":""CSM__r.Name"",""label"":""CSM Name"",""groupable"":true,""aliasName"":""Cat1"",""fieldType"":""TEXT"",""stacked"":false}]",[],,TRUE,TRUE,FALSE,"[{""objectName"":""Alert__c"",""name"":""Id"",""label"":""Count of Id"",""graphType"":""COLUMN"",""aggType"":""COUNT"",""aliasName"":""DS1"",""fieldType"":""ID""},{""objectName"":""Alert__c"",""name"":""ASV__c"",""label"":""Sum of Alert ASV"",""graphType"":""COLUMN"",""aggType"":""SUM"",""aliasName"":""DS2"",""fieldType"":""CURRENCY""}]",Alerts created and closed,,"[{""value"":""('a0Ro00000018oDuEAI','a0Ro00000018oESEAY','a0Ro00000018oELEAY','a0Ro00000018oF3EAI')"",""objectName"":""Alert__c"",""fieldType"":""CUSTOMLOOKUP"",""logicalOperator"":""AND"",""fieldName"":""Status__c"",""ctrlType"":""multiselect"",""ctrlData"":""[]"",""operatorsList"":""[{\""key\"":\""\"",\""value\"":\""None\""},{\""key\"":\""u\"",\""value\"":\""includes\""},{\""key\"":\""x\"",\""value\"":\""excludes\""}]"",""selectedOperator"":""u"",""label"":""Status""},{""value"":""('a0Ro00000018oEREAY','a0Ro00000018oEJEAY','a0Ro00000018oEKEAY','a0Ro00000018oEMEAY','a0Ro00000018oEOEAY','a0Ro00000018oEUEAY')"",""objectName"":""CustomerInfo__c"",""fieldType"":""CUSTOMLOOKUP"",""logicalOperator"":""AND"",""fieldName"":""Stage__c"",""ctrlType"":""multiselect"",""ctrlData"":""[]"",""operatorsList"":""[{\""key\"":\""\"",\""value\"":\""None\""},{\""key\"":\""u\"",\""value\"":\""includes\""},{\""key\"":\""x\"",\""value\"":\""excludes\""}]"",""selectedOperator"":""u"",""label"":""Stage""},{""value"":""JBtoday"",""objectName"":""Alert__c"",""fieldType"":""TIMEFRAMENORMALDATETIME"",""logicalOperator"":""AND"",""fieldName"":""LastModifiedDate"",""ctrlType"":""timeframe"",""ctrlData"":""[]"",""operatorsList"":""[{\""key\"":\""\"",\""value\"":\""None\""},{\""key\"":\""e\"",\""value\"":\""equals\""},{\""key\"":\""n\"",\""value\"":\""not equal to\""},{\""key\"":\""l\"",\""value\"":\""less than\""},{\""key\"":\""g\"",\""value\"":\""greater than\""},{\""key\"":\""m\"",\""value\"":\""less or equal\""},{\""key\"":\""h\"",\""value\"":\""greater or equal\""}]"",""selectedOperator"":""m"",""label"":""Last Modified Date""}]",FALSE,Alerts,Public,Chart
"[{""name"":""No_of_Report_Run__c"",""label"":""No of Report Run"",""displayOrder"":1,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""DOUBLE"",""isGroupable"":false,""hasJBCXMNS"":false},{""name"":""Page_Visits__c"",""label"":""Page Visits"",""displayOrder"":2,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""DOUBLE"",""isGroupable"":false,""hasJBCXMNS"":false},{""name"":""Page_Views__c"",""label"":""Page Views"",""displayOrder"":3,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""DOUBLE"",""isGroupable"":false,""hasJBCXMNS"":false},{""name"":""Account__r.Name"",""label"":""Account Name"",""displayOrder"":4,""visibilityMode"":true,""objectName"":""UsageData__c"",""fieldType"":""TEXT"",""isGroupable"":true,""hasJBCXMNS"":false}]",Account__c,UsageData__c,"[{""summerizedBy"":null,""objectName"":""UsageData__c"",""name"":""Account__r.Name"",""label"":""Account Name"",""groupable"":true,""aliasName"":""Cat1"",""fieldType"":""TEXT"",""stacked"":false}]",[],LINE,TRUE,TRUE,FALSE,"[{""objectName"":""UsageData__c"",""name"":""No_of_Report_Run__c"",""label"":""Sum of No of Report Run"",""graphType"":null,""aggType"":""SUM"",""aliasName"":""DS1"",""fieldType"":""DOUBLE""},{""objectName"":""UsageData__c"",""name"":""Page_Visits__c"",""label"":""Sum of Page Visits"",""graphType"":null,""aggType"":""SUM"",""aliasName"":""DS2"",""fieldType"":""DOUBLE""},{""objectName"":""UsageData__c"",""name"":""Page_Views__c"",""label"":""Sum of Page Views"",""graphType"":null,""aggType"":""SUM"",""aliasName"":""DS3"",""fieldType"":""DOUBLE""}]",Measures with Account Name,,[],FALSE,Usage Data,Public,Chart
"[{""name"":""Name"",""label"":""Account Name"",""displayOrder"":1,""visibilityMode"":true,""objectName"":""Account"",""fieldType"":""STRING"",""isGroupable"":true,""hasJBCXMNS"":false},{""name"":""NextRenewalDate__c"",""label"":""Renewal Date"",""displayOrder"":2,""visibilityMode"":true,""objectName"":""CustomerInfo__c"",""fieldType"":""DATE"",""isGroupable"":true,""hasJBCXMNS"":false},{""name"":""ASV__c"",""label"":""ASV"",""displayOrder"":3,""visibilityMode"":true,""objectName"":""CustomerInfo__c"",""fieldType"":""CURRENCY"",""isGroupable"":false,""hasJBCXMNS"":false},{""name"":""CurScoreId__r.Name"",""label"":""Current Score Name"",""displayOrder"":4,""visibilityMode"":true,""objectName"":""CustomerInfo__c"",""fieldType"":""TEXT"",""isGroupable"":true,""hasJBCXMNS"":false},{""name"":""CSM__r.Name"",""label"":""CSM Name"",""displayOrder"":5,""visibilityMode"":true,""objectName"":""Account"",""fieldType"":""TEXT"",""isGroupable"":true,""hasJBCXMNS"":false}]",Account__c,CustomerInfo__c,"[{""summerizedBy"":""CM"",""objectName"":""CustomerInfo__c"",""name"":""NextRenewalDate__c"",""label"":""Renewal Date"",""groupable"":true,""aliasName"":""Cat1"",""fieldType"":""DATE"",""stacked"":false}]","[{""value"":""('a0Ro00000018oF6EAI')"",""objectName"":""CustomerInfo__c"",""fieldType"":""CUSTOMLOOKUP"",""logicalOperator"":""AND"",""name"":""Status__c"",""operator"":""u"",""operatorLabel"":null}]",,TRUE,TRUE,FALSE,"[{""objectName"":""CustomerInfo__c"",""name"":""ASV__c"",""label"":""Sum of ASV"",""graphType"":""COLUMN"",""aggType"":""SUM"",""aliasName"":""DS1"",""fieldType"":""CURRENCY""}]",Upcoming renewals,,"[{""value"":""JBcurfy"",""objectName"":""CustomerInfo__c"",""fieldType"":""TIMEFRAMENORMALDATE"",""fieldName"":""NextRenewalDate__c"",""ctrlType"":""timeframe"",""ctrlData"":""[]"",""operatorsList"":""[{\""key\"":\""\"",\""value\"":\""None\""},{\""key\"":\""e\"",\""value\"":\""equals\""},{\""key\"":\""n\"",\""value\"":\""not equal to\""},{\""key\"":\""l\"",\""value\"":\""less than\""},{\""key\"":\""g\"",\""value\"":\""greater than\""},{\""key\"":\""m\"",\""value\"":\""less or equal\""},{\""key\"":\""h\"",\""value\"":\""greater or equal\""}]"",""selectedOperator"":""e"",""label"":""Renewal Date""},{""value"":""JBprevfq"",""objectName"":""CustomerInfo__c"",""fieldType"":""TIMEFRAMENORMALDATE"",""fieldName"":""NextRenewalDate__c"",""ctrlType"":""timeframe"",""ctrlData"":""[]"",""operatorsList"":""[{\""key\"":\""\"",\""value\"":\""None\""},{\""key\"":\""e\"",\""value\"":\""equals\""},{\""key\"":\""n\"",\""value\"":\""not equal to\""},{\""key\"":\""l\"",\""value\"":\""less than\""},{\""key\"":\""g\"",\""value\"":\""greater than\""},{\""key\"":\""m\"",\""value\"":\""less or equal\""},{\""key\"":\""h\"",\""value\"":\""greater or equal\""}]"",""selectedOperator"":""g"",""label"":""Renewal Date""}]",FALSE,Customers,Public,Chart
"[{""name"":""Name"",""label"":""Account Name"",""displayOrder"":1,""visibilityMode"":true,""objectName"":""Account"",""fieldType"":""STRING"",""isGroupable"":true,""hasJBCXMNS"":false},{""name"":""ASVTotal__c"",""label"":""ASV"",""displayOrder"":2,""visibilityMode"":true,""objectName"":""TransHeader__c"",""fieldType"":""CURRENCY"",""isGroupable"":false,""hasJBCXMNS"":false},{""name"":""Date__c"",""label"":""Booking Date"",""displayOrder"":3,""visibilityMode"":true,""objectName"":""TransHeader__c"",""fieldType"":""DATE"",""isGroupable"":true,""hasJBCXMNS"":false},{""name"":""OrderType__r.Name"",""label"":""Booking Type Name"",""displayOrder"":4,""visibilityMode"":true,""objectName"":""TransHeader__c"",""fieldType"":""TEXT"",""isGroupable"":true,""hasJBCXMNS"":false},{""name"":""OneTimeRevenue__c"",""label"":""One-time Rev"",""displayOrder"":5,""visibilityMode"":true,""objectName"":""TransHeader__c"",""fieldType"":""CURRENCY"",""isGroupable"":false,""hasJBCXMNS"":false},{""name"":""Term_Fractional__c"",""label"":""Term"",""displayOrder"":6,""visibilityMode"":true,""objectName"":""TransHeader__c"",""fieldType"":""DOUBLE"",""isGroupable"":false,""hasJBCXMNS"":false}]",Account__c,TransHeader__c,"[{""summerizedBy"":""CM"",""objectName"":""TransHeader__c"",""name"":""Date__c"",""label"":""Booking Date"",""groupable"":true,""aliasName"":""Cat1"",""fieldType"":""DATE"",""stacked"":false}]","[{""value"":""('a0Ro00000018oEQEAY')"",""objectName"":""TransHeader__c"",""fieldType"":""CUSTOMLOOKUP"",""logicalOperator"":""AND"",""name"":""OrderType__c"",""operator"":""u"",""operatorLabel"":null}]",,TRUE,TRUE,FALSE,"[{""objectName"":""TransHeader__c"",""name"":""ASVTotal__c"",""label"":""Sum of ASV"",""graphType"":""COLUMN"",""aggType"":""SUM"",""aliasName"":""DS1"",""fieldType"":""CURRENCY""}]",New Deals by month,,"[{""value"":""JBago2fy"",""objectName"":""TransHeader__c"",""fieldType"":""TIMEFRAMENORMALDATE"",""fieldName"":""Date__c"",""ctrlType"":""timeframe"",""ctrlData"":""[]"",""operatorsList"":""[{\""key\"":\""\"",\""value\"":\""None\""},{\""key\"":\""e\"",\""value\"":\""equals\""},{\""key\"":\""n\"",\""value\"":\""not equal to\""},{\""key\"":\""l\"",\""value\"":\""less than\""},{\""key\"":\""g\"",\""value\"":\""greater than\""},{\""key\"":\""m\"",\""value\"":\""less or equal\""},{\""key\"":\""h\"",\""value\"":\""greater or equal\""}]"",""selectedOperator"":""e"",""label"":""Booking Date""}]",FALSE,Transactions,Public,Chart
