JBCXM__OrderNumber__r.TransHeader_ExternalID__c,JBCXM__TRANSACTIONLINES__r.TransTypes_ExternalID__c,JBCXM__ASV__C,JBCXM__BOOKING__C,JBCXM__ONETIMEREVENUE__C,JBCXM__MRR__C,JBCXM__NEXTRENEWALDATE__C,JBCXM__DATE__C,JBCXM__REVRECENDDATE__C,JBCXM__REVRECSTARTDATE__C,JBCXM__USERS__C
a0Ni0000000KVXTEA4,a0Ri0000000I3XUEA0,,0,0,,2013-11-12,2011-05-12,2013-11-11,2011-05-12,
a0Ni0000000KVZpEAO,a0Ri0000000I3XTEA0,,32,0,,2014-09-17,2013-08-01,2014-09-16,2013-09-17,7
a0Ni0000000KVZrEAO,a0Ri0000000I3XUEA0,,0,0,,2014-05-18,2013-05-18,2014-05-17,2013-05-18,
a0Ni0000000KVZrEAO,a0Ri0000000I3XVEA0,-6000,1000,0,-500,2014-05-18,2013-05-18,2014-05-17,2013-05-18,
a0Ni0000000KVZrEAO,a0Ri0000000I3XWEA0,0,0,0,0,2014-05-18,2013-05-18,2014-05-17,2013-05-18,
a0Ni0000000KVZrEAO,a0Ri0000000I3XTEA0,,25,0,,2014-05-18,2013-05-18,2014-05-17,2013-05-18,-5
a0Ni0000000KVZsEAO,a0Ri0000000I3XUEA0,,0,0,,2014-05-10,2013-05-10,2014-05-09,2013-05-10,
a0Ni0000000KVZsEAO,a0Ri0000000I3XVEA0,0,4000,0,0,2014-05-10,2013-05-10,2014-05-09,2013-05-10,
a0Ni0000000KVZsEAO,a0Ri0000000I3XWEA0,0,0,0,0,2014-05-10,2013-05-10,2014-05-09,2013-05-10,
a0Ni0000000KVZsEAO,a0Ri0000000I3XTEA0,,40,0,,2014-05-10,2013-05-10,2014-05-09,2013-05-10,0
a0Ni0000000KVZtEAO,a0Ri0000000I3XUEA0,,0,0,,2014-05-19,2013-05-19,2014-05-18,2013-05-19,
a0Ni0000000KVZtEAO,a0Ri0000000I3XVEA0,0,3500,0,0,2014-05-19,2013-05-19,2014-05-18,2013-05-19,
a0Ni0000000KVa1EAG,a0Ri0000000I3XWEA0,0,0,0,0,2014-06-27,2013-06-27,2014-06-26,2013-06-27,
a0Ni0000000KVa1EAG,a0Ri0000000I3XTEA0,,40,0,,2014-06-27,2013-06-27,2014-06-26,2013-06-27,20
a0Ni0000000KVa8EAG,a0Ri0000000I3XUEA0,,0,0,,2014-03-26,2013-03-26,2014-03-25,2013-03-26,
a0Ni0000000KVa8EAG,a0Ri0000000I3XVEA0,0,1250,0,0,2014-03-26,2013-03-26,2014-03-25,2013-03-26,
a0Ni0000000KVa8EAG,a0Ri0000000I3XWEA0,0,0,0,0,2014-03-26,2013-03-26,2014-03-25,2013-03-26,
a0Ni0000000KVa8EAG,a0Ri0000000I3XTEA0,,30,0,,2014-03-26,2013-03-26,2014-03-25,2013-03-26,5
a0Ni0000000KVa1EAG,a0Ri0000000I3XVEA0,0,10000,0,0,2014-06-27,2013-06-27,2014-06-26,2013-06-27,
a0Ni0000000KVa9EAG,a0Ri0000000I3XUEA0,,0,0,,2014-05-31,2013-05-31,2014-05-30,2013-05-31,
a0Ni0000000KVa9EAG,a0Ri0000000I3XVEA0,-3000,3000,0,-250,2014-05-31,2013-05-31,2014-05-30,2013-05-31,
a0Ni0000000KVa9EAG,a0Ri0000000I3XWEA0,0,0,0,0,2014-05-31,2013-05-31,2014-05-30,2013-05-31,
a0Ni0000000KVa9EAG,a0Ri0000000I3XTEA0,,35,0,,2014-05-31,2013-05-31,2014-05-30,2013-05-31,0
a0Ni0000000rcLvEAI,a0Ri0000000I3XVEA0,240000,20000,0,20000,2013-10-03,2013-07-22,2013-10-02,2013-07-22,
a0Ni0000000rcLvEAI,a0Ri0000000I3XTEA0,,32,0,,2013-10-03,2013-07-22,2013-10-02,2013-07-22,32
a0Ni0000000rcLvEAI,a0Ri0000000I3XUEA0,,0,0,,2013-10-03,2013-07-22,2013-10-02,2013-07-22,
a0Ni0000000KVYJEA4,a0Ri0000000I3XUEA0,,0,0,,2013-06-07,2012-06-07,2013-06-06,2012-06-07,
a0Ni0000000KVZhEAO,a0Ri0000000I3XSEA0,,0,0,,2013-04-15,2012-04-01,2013-04-14,2012-04-15,
a0Ni0000000qW3AEAU,a0Ri0000000I3XUEA0,,0,0,,2013-12-20,2013-06-27,2013-12-19,2013-06-27,
a0Ni0000000qW3AEAU,a0Ri0000000I3XVEA0,-24000,18000,0,-2000,2013-12-20,2013-06-27,2013-12-19,2013-06-27,
a0Ni0000000qW3AEAU,a0Ri0000000I3XWEA0,0,0,0,0,2013-12-20,2013-06-27,2013-12-19,2013-06-27,
a0Ni0000000qW3AEAU,a0Ri0000000I3XTEA0,,100,0,,2013-12-20,2013-06-27,2013-12-19,2013-06-27,-50
a0Ni0000000qW3AEAU,a0Ri0000000I3XSEA0,,0,0,,2013-12-20,2013-06-27,2013-12-19,2013-06-27,
a0Ni0000000sT6QEAU,a0Ri0000000I3XVEA0,120000,10000,0,10000,2013-08-17,2012-08-16,2013-08-16,2012-08-16,
a0Ni0000000sT6QEAU,a0Ri0000000I3XTEA0,,30,0,,2013-08-17,2012-08-16,2013-08-16,2012-08-16,30
a0Ni0000000sT6QEAU,a0Ri0000000I3XUEA0,,0,0,,2013-08-17,2012-08-16,2013-08-16,2012-08-16,
a0Ni0000000sTwhEAE,a0Ri0000000I3XVEA0,84000,7000,0,7000,2012-12-02,2011-12-01,2012-12-01,2011-12-01,
a0Ni0000000sTwhEAE,a0Ri0000000I3XTEA0,,20,0,,2012-12-02,2011-12-01,2012-12-01,2011-12-01,20
a0Ni0000000sTwhEAE,a0Ri0000000I3XUEA0,,0,0,,2012-12-02,2011-12-01,2012-12-01,2011-12-01,
a0Ni0000000sT67EAE,a0Ri0000000I3XVEA0,-80000.04,6666.67,0,-6666.67,,2013-07-08,,2013-07-08,
a0Ni0000000sT67EAE,a0Ri0000000I3XTEA0,,10,0,,,2013-07-08,,2013-07-08,-10
a0Ni0000000sT67EAE,a0Ri0000000I3XSEA0,,0,0,,,2013-07-08,,2013-07-08,
a0Ni0000000sT6pEAE,a0Ri0000000I3XVEA0,-60000,0,0,-5000,,2013-05-12,,2013-05-12,0
a0Ni0000000sT6pEAE,a0Ri0000000I3XTEA0,0,0,0,0,,2013-05-12,,2013-05-12,-15
a0Ni0000000sT8vEAE,a0Ri0000000I3XVEA0,72000,6000,0,6000,2013-05-06,2012-05-05,2013-05-05,2012-05-05,
a0Ni0000000sT8vEAE,a0Ri0000000I3XTEA0,,15,0,,2013-05-06,2012-05-05,2013-05-05,2012-05-05,15
a0Ni0000000sT8vEAE,a0Ri0000000I3XUEA0,,0,0,,2013-05-06,2012-05-05,2013-05-05,2012-05-05,
a0Ni0000000sTvoEAE,a0Ri0000000I3XVEA0,-96000,0,0,-8000,,2012-09-01,,2012-09-01,0
a0Ni0000000sTvoEAE,a0Ri0000000I3XTEA0,0,0,0,0,,2012-09-01,,2012-09-01,-15
a0Ni0000000sTvpEAE,a0Ri0000000I3XVEA0,108000,9000,0,9000,2012-03-02,2011-03-01,2012-03-01,2011-03-01,
a0Ni0000000sTvpEAE,a0Ri0000000I3XTEA0,,12,0,,2012-03-02,2011-03-01,2012-03-01,2011-03-01,12
a0Ni0000000sTvpEAE,a0Ri0000000I3XUEA0,,0,0,,2013-03-02,2012-03-01,2013-03-01,2012-03-01,
a0Ni0000000sTvpEAE,a0Ri0000000I3XVEA0,108000,9000,0,9000,2013-03-02,2012-03-01,2013-03-01,2012-03-01,
a0Ni0000000sTvpEAE,a0Ri0000000I3XTEA0,,12,0,,2013-03-02,2012-03-01,2013-03-01,2012-03-01,12
a0Ni0000000sTvpEAE,a0Ri0000000I3XUEA0,,0,0,,2012-03-02,2011-03-01,2012-03-01,2011-03-01,
a0Ni0000000sTubEAE,a0Ri0000000I3XVEA0,120000,10000,0,10000,2012-09-02,2011-09-01,2012-09-01,2011-09-01,
a0Ni0000000sTubEAE,a0Ri0000000I3XTEA0,,20,0,,2012-09-02,2011-09-01,2012-09-01,2011-09-01,20
a0Ni0000000sTubEAE,a0Ri0000000I3XUEA0,,0,0,,2012-09-02,2011-09-01,2012-09-01,2011-09-01,
a0Ni0000000sT6GEAU,a0Ri0000000I3XVEA0,15600,1300,0,1300,2013-10-13,2013-04-15,2013-10-12,2013-04-08,
a0Ni0000000sT6GEAU,a0Ri0000000I3XTEA0,,13,0,,2013-10-13,2013-04-15,2013-10-12,2013-04-08,13
a0Ni0000000sT6GEAU,a0Ri0000000I3XUEA0,,0,0,,2013-10-13,2013-04-15,2013-10-12,2013-04-08,
a0Ni0000000sTuOEAU,a0Ri0000000I3XVEA0,-180000,0,0,-15000,,2012-08-01,,2012-08-01,0
a0Ni0000000sTuOEAU,a0Ri0000000I3XTEA0,0,0,0,0,,2012-08-01,,2012-08-01,-30
a0Ni0000000sTvFEAU,a0Ri0000000I3XVEA0,132000,11000,0,11000,2013-03-02,2012-03-01,2013-03-01,2012-03-01,
a0Ni0000000sTvFEAU,a0Ri0000000I3XTEA0,,22,0,,2013-03-02,2012-03-01,2013-03-01,2012-03-01,22
a0Ni0000000sTvFEAU,a0Ri0000000I3XUEA0,,0,0,,2013-03-02,2012-03-01,2013-03-01,2012-03-01,
a0Ni0000000sTuREAU,a0Ri0000000I3XVEA0,180000,15000,0,15000,2012-08-02,2011-08-01,2012-08-01,2011-08-01,
a0Ni0000000sTuREAU,a0Ri0000000I3XTEA0,,30,0,,2012-08-02,2011-08-01,2012-08-01,2011-08-01,30
a0Ni0000000sTuREAU,a0Ri0000000I3XUEA0,,0,0,,2012-08-02,2011-08-01,2012-08-01,2011-08-01,
a0Ni0000000sTxQEAU,a0Ri0000000I3XVEA0,96000,8000,0,8000,2013-04-02,2012-04-01,2013-04-01,2012-04-01,
a0Ni0000000sTxQEAU,a0Ri0000000I3XTEA0,,40,0,,2013-04-02,2012-04-01,2013-04-01,2012-04-01,40
a0Ni0000000sTxQEAU,a0Ri0000000I3XUEA0,,0,0,,2013-04-02,2012-04-01,2013-04-01,2012-04-01,
a0Ni0000000sT95EAE,a0Ri0000000I3XVEA0,-72000,0,0,-6000,,2013-05-05,,2013-05-05,0
a0Ni0000000sT95EAE,a0Ri0000000I3XTEA0,0,0,0,0,,2013-05-05,,2013-05-05,-15
a0Ni0000000sT6uEAE,a0Ri0000000I3XVEA0,99999.96,8333.33,0,8333.33,2013-07-09,2012-07-08,2013-07-08,2012-07-08,
a0Ni0000000sT6uEAE,a0Ri0000000I3XTEA0,,20,0,,2013-07-09,2012-07-08,2013-07-08,2012-07-08,20
a0Ni0000000sT6uEAE,a0Ri0000000I3XUEA0,,0,0,,2013-07-09,2012-07-08,2013-07-08,2012-07-08,
a0Ni0000000sTvKEAU,a0Ri0000000I3XVEA0,-132000,0,0,-11000,,2013-03-01,,2013-03-01,0
a0Ni0000000sTvKEAU,a0Ri0000000I3XTEA0,0,0,0,0,,2013-03-01,,2013-03-01,-22
a0Ni0000000sT6aEAE,a0Ri0000000I3XVEA0,60000,5000,0,5000,2013-05-13,2012-05-11,2013-05-12,2012-05-12,
a0Ni0000000sT6aEAE,a0Ri0000000I3XTEA0,,15,0,,2013-05-13,2012-05-11,2013-05-12,2012-05-12,15
a0Ni0000000sT6aEAE,a0Ri0000000I3XUEA0,,0,0,,2013-05-13,2012-05-11,2013-05-12,2012-05-12,
a0Ni0000000sTxGEAU,a0Ri0000000I3XVEA0,-120000,0,0,-10000,,2013-06-01,,2013-06-01,0
a0Ni0000000sTxGEAU,a0Ri0000000I3XTEA0,0,0,0,0,,2013-06-01,,2013-06-01,-20
a0Ni0000000sTv5EAE,a0Ri0000000I3XVEA0,108000,9000,0,9000,2013-01-02,2012-01-01,2013-01-01,2012-01-01,
a0Ni0000000sTv5EAE,a0Ri0000000I3XTEA0,,15,0,,2013-01-02,2012-01-01,2013-01-01,2012-01-01,15
a0Ni0000000sT6QEAU,a0Ri0000000I3XVEA0,120000,10000,0,10000,2013-08-17,2012-08-16,2013-08-16,2012-08-16,
a0Ni0000000sT6QEAU,a0Ri0000000I3XTEA0,,30,0,,2013-08-17,2012-08-16,2013-08-16,2012-08-16,30
a0Ni0000000sT6QEAU,a0Ri0000000I3XUEA0,,0,0,,2013-08-17,2012-08-16,2013-08-16,2012-08-16,
a0Ni0000000sTv5EAE,a0Ri0000000I3XUEA0,,0,0,,2013-01-02,2012-01-01,2013-01-01,2012-01-01,
a0Ni0000000sT0bEAE,a0Ri0000000I3XVEA0,96000,8000,0,8000,2013-12-02,2011-12-01,2013-12-01,2012-12-01,
a0Ni0000000sT0bEAE,a0Ri0000000I3XTEA0,,15,0,,2013-12-02,2011-12-01,2013-12-01,2012-12-01,15
a0Ni0000000sT0bEAE,a0Ri0000000I3XUEA0,,0,0,,2013-12-02,2011-12-01,2013-12-01,2012-12-01,
a0Ni0000000sTwwEAE,a0Ri0000000I3XVEA0,144000,12000,0,12000,2013-07-02,2012-07-01,2013-07-01,2012-07-01,
a0Ni0000000sTwwEAE,a0Ri0000000I3XTEA0,,25,0,,2013-07-02,2012-07-01,2013-07-01,2012-07-01,25
a0Ni0000000sTwwEAE,a0Ri0000000I3XUEA0,,0,0,,2013-07-02,2012-07-01,2013-07-01,2012-07-01,
a0Ni0000000sTxVEAU,a0Ri0000000I3XVEA0,-96000,0,0,-8000,,2013-04-01,,2013-04-01,0
a0Ni0000000sTxVEAU,a0Ri0000000I3XTEA0,0,0,0,0,,2013-04-01,,2013-04-01,-40
a0Ni0000000sTvAEAU,a0Ri0000000I3XVEA0,-108000,0,0,-9000,,2013-01-01,,2013-01-01,0
a0Ni0000000sTvAEAU,a0Ri0000000I3XTEA0,0,0,0,0,,2013-01-01,,2013-01-01,-15
a0Ni0000000sTx1EAE,a0Ri0000000I3XVEA0,-144000,0,0,-12000,,2013-07-01,,2013-07-01,0
a0Ni0000000sTx1EAE,a0Ri0000000I3XTEA0,0,0,0,0,,2013-07-01,,2013-07-01,-25
a0Ni0000000sTwmEAE,a0Ri0000000I3XVEA0,-84000,0,0,-7000,,2012-12-01,,2012-12-01,0
a0Ni0000000sTwmEAE,a0Ri0000000I3XTEA0,0,0,0,0,,2012-12-01,,2012-12-01,-20
a0Ni0000000sJ1FEAU,a0Ri0000000I3XVEA0,-67200,5600,0,-5600,,2013-01-01,,2013-01-30,
a0Ni0000000sJ1FEAU,a0Ri0000000I3XTEA0,,20,0,,,2013-01-01,,2013-01-30,-20
a0Ni0000000sJ1FEAU,a0Ri0000000I3XSEA0,,0,0,,,2013-01-01,,2013-01-30,
a0Ni0000000KVXIEA4,a0Ri0000000I3XUEA0,,0,0,,2014-06-07,2013-06-07,2014-06-06,2013-06-07,
a0Ni0000000KVYrEAO,a0Ri0000000I3XSEA0,,0,0,,2013-12-23,2011-12-23,2013-12-22,2011-12-23,
a0Ni0000000KVX8EAO,a0Ri0000000I3XUEA0,,0,0,,2011-12-23,2011-06-23,2011-12-22,2011-06-23,
a0Ni0000000KVXaEAO,a0Ri0000000I3XUEA0,,0,0,,2013-03-22,2012-03-22,2013-03-21,2012-03-22,
a0Ni0000000KVZwEAO,a0Ri0000000I3XSEA0,,0,0,,2014-03-22,2013-03-22,2014-03-21,2013-03-22,
a0Ni00000030crZEAQ,a0Ri0000000I3XVEA0,-15000,0,0,-1250,,2013-11-11,,2013-11-11,0
a0Ni00000030crZEAQ,a0Ri0000000I3XTEA0,0,0,0,0,,2013-11-11,,2013-11-11,-25
a0Ni0000000KVXmEAO,a0Ri0000000I3XUEA0,,0,0,,2014-09-17,2013-09-17,2014-09-16,2013-09-17,
a0Ni0000000KVZbEAO,a0Ri0000000I3XUEA0,,0,0,,2014-02-01,2013-01-31,2014-01-31,2013-02-01,
a0Ni0000002bBkmEAE,a0Ri0000000I3XVEA0,120000,10000,0,10000,2013-03-02,2012-03-01,2013-03-01,2012-03-01,
a0Ni0000002bBkmEAE,a0Ri0000000I3XTEA0,,15,0,,2013-03-02,2012-03-01,2013-03-01,2012-03-01,15
a0Ni0000002bBkmEAE,a0Ri0000000I3XUEA0,,0,0,,2013-03-02,2012-03-01,2013-03-01,2012-03-01,
a0Ni00000030crFEAQ,a0Ri0000000I3XVEA0,-15600,0,0,-1300,,2013-10-13,,2013-10-13,0
a0Ni00000030crFEAQ,a0Ri0000000I3XTEA0,0,0,0,0,,2013-10-13,,2013-10-13,-13
a0Ni0000000KVX4EAO,a0Ri0000000I3XUEA0,,0,0,,2013-11-12,2013-05-12,2013-11-11,2013-05-12,
a0Ni0000000KVXPEA4,a0Ri0000000I3XUEA0,,0,0,,2014-11-12,2013-12-14,2014-11-11,2013-12-14,
a0Ni0000000KVYWEA4,a0Ri0000000I3XUEA0,,0,0,,2014-11-26,2013-11-07,2014-11-25,2013-11-07,
a0Ni0000000KVWtEAO,a0Ri0000000I3XUEA0,,0,0,,2014-08-22,2013-08-22,2014-08-21,2013-08-22,
a0Ni0000004bZGCEA2,a0Ri0000000I3XUEA0,,0,0,,2014-06-01,2013-04-14,2014-05-31,2013-06-01,
a0Ni0000004bZGCEA2,a0Ri0000000I3XVEA0,198000,22000,0,16500,2014-06-01,2013-04-14,2014-05-31,2013-06-01,
a0Ni0000004bZGCEA2,a0Ri0000000I3XWEA0,0,0,0,0,2014-06-01,2013-04-14,2014-05-31,2013-06-01,
a0Ni0000004bZGCEA2,a0Ri0000000I3XTEA0,,100,0,,2014-06-01,2013-04-14,2014-05-31,2013-06-01,58
a0Ni0000004bZGCEA2,a0Ri0000000I3XSEA0,,0,0,,2014-06-01,2013-04-14,2014-05-31,2013-06-01,
a0Ni0000000KVXqEAO,a0Ri0000000I3XUEA0,,0,0,,2014-10-18,2013-10-17,2014-10-17,2013-10-17,
a0Ni0000000KVXNEA4,a0Ri0000000I3XUEA0,,0,0,,2013-11-08,2012-03-15,2013-11-07,2012-03-15,
a0Ni00000030dRdEAI,a0Ri0000000I3XSEA0,,0,0,,2014-11-13,2013-11-07,2014-11-12,2013-11-07,
a0Ni00000030dRdEAI,a0Ri0000000I3XUEA0,,0,0,,2014-11-13,2013-11-07,2014-11-12,2013-11-07,
a0Ni00000030dRdEAI,a0Ri0000000I3XVEA0,24000,12000,0,2000,2014-11-13,2013-11-07,2014-11-12,2013-11-07,
a0Ni00000030dRdEAI,a0Ri0000000I3XWEA0,0,0,0,0,2014-11-13,2013-11-07,2014-11-12,2013-11-07,
a0Ni00000030dRdEAI,a0Ri0000000I3XTEA0,,55,0,,2014-11-13,2013-11-07,2014-11-12,2013-11-07,5
a0Ni0000000KVWvEAO,a0Ri0000000I3XUEA0,,0,0,,2014-07-12,2013-12-02,2014-07-11,2013-12-02,
a0Ni0000000KVYhEAO,a0Ri0000000I3XUEA0,,0,0,,2014-05-13,2013-11-11,2014-05-12,2013-11-11,
a0Ni0000000KVY9EAO,a0Ri0000000I3XUEA0,,0,0,,2014-05-18,2013-09-24,2014-05-17,2013-09-24,
a0Ni0000000KVXhEAO,a0Ri0000000I3XUEA0,,0,0,,2013-08-25,2012-08-24,2013-08-24,2012-08-24,
a0Ni0000000KVXrEAO,a0Ri0000000I3XUEA0,,0,0,,2014-02-15,2013-08-16,2014-02-14,2013-08-16,
a0Ni0000004brHCEAY,a0Ri0000000I3XVEA0,-350000.04,0,0,-29166.67,,2013-02-13,,2013-02-20,0
a0Ni0000004brHCEAY,a0Ri0000000I3XTEA0,0,0,0,0,,2013-02-13,,2013-02-20,-20
a0Ni0000004brIjEAI,a0Ri0000000I3XVEA0,34500,2875,0,2875,2014-04-14,2012-04-13,2014-04-13,2012-04-13,
a0Ni0000004brIjEAI,a0Ri0000000I3XTEA0,,100,0,,2014-04-14,2012-04-13,2014-04-13,2012-04-13,100
a0Ni0000004brIjEAI,a0Ri0000000I3XUEA0,,0,0,,2014-04-14,2012-04-13,2014-04-13,2012-04-13,
a0Ni0000004brK6EAI,a0Ri0000000I3XVEA0,87000,7250,0,7250,2013-06-22,2011-06-21,2013-06-21,2011-06-21,
a0Ni0000004brK6EAI,a0Ri0000000I3XTEA0,,50,0,,2013-06-22,2011-06-21,2013-06-21,2011-06-21,50
a0Ni0000004brK6EAI,a0Ri0000000I3XUEA0,,0,0,,2013-06-22,2011-06-21,2013-06-21,2011-06-21,
a0Ni0000004brHMEAY,a0Ri0000000I3XVEA0,99999.96,8333.33,0,8333.33,2014-07-07,2012-07-06,2014-07-06,2012-07-06,
a0Ni0000004brHMEAY,a0Ri0000000I3XTEA0,,45,0,,2014-07-07,2012-07-06,2014-07-06,2012-07-06,45
a0Ni0000004brHMEAY,a0Ri0000000I3XUEA0,,0,0,,2014-07-07,2012-07-06,2014-07-06,2012-07-06,
a0Ni0000004brIoEAI,a0Ri0000000I3XVEA0,-34500,0,0,-2875,,2013-12-11,,2013-12-11,0
a0Ni0000004brIoEAI,a0Ri0000000I3XTEA0,0,0,0,0,,2013-12-11,,2013-12-11,-100
a0Ni0000004brKLEAY,a0Ri0000000I3XVEA0,-54000,0,0,-4500,,2013-09-21,,2013-09-21,0
a0Ni0000004brKLEAY,a0Ri0000000I3XTEA0,0,0,0,0,,2013-09-21,,2013-09-21,-40
a0Ni0000004brJ8EAI,a0Ri0000000I3XVEA0,60000,5000,0,5000,2014-03-22,2012-03-21,2014-03-21,2012-03-21,
a0Ni0000004brJ8EAI,a0Ri0000000I3XTEA0,,40,0,,2014-03-22,2012-03-21,2014-03-21,2012-03-21,40
a0Ni0000004brJ8EAI,a0Ri0000000I3XUEA0,,0,0,,2014-03-22,2012-03-21,2014-03-21,2012-03-21,
a0Ni0000004brJ3EAI,a0Ri0000000I3XVEA0,-66999.96,0,0,-5583.33,,2013-10-21,,2013-10-21,0
a0Ni0000004brJ3EAI,a0Ri0000000I3XTEA0,0,0,0,0,,2013-10-21,,2013-10-21,-100
a0Ni0000004brIeEAI,a0Ri0000000I3XVEA0,-98000.04,0,0,-8166.67,,2013-09-20,,2013-09-20,0
a0Ni0000004brIeEAI,a0Ri0000000I3XTEA0,0,0,0,0,,2013-09-20,,2013-09-20,-100
a0Ni0000004brIyEAI,a0Ri0000000I3XVEA0,66999.96,5583.33,0,5583.33,2013-01-10,2011-01-09,2013-01-09,2011-01-09,
a0Ni0000004brIyEAI,a0Ri0000000I3XTEA0,,100,0,,2013-01-10,2011-01-09,2013-01-09,2011-01-09,100
a0Ni0000004brIyEAI,a0Ri0000000I3XUEA0,,0,0,,2013-01-10,2011-01-09,2013-01-09,2011-01-09,
a0Ni0000004brHREAY,a0Ri0000000I3XVEA0,-99999.96,0,0,-8333.33,,2013-04-03,,2013-04-03,0
a0Ni0000004brHREAY,a0Ri0000000I3XTEA0,0,0,0,0,,2013-04-03,,2013-04-03,-45
a0Ni0000004brIZEAY,a0Ri0000000I3XVEA0,98000.04,8166.67,0,8166.67,2014-07-14,2012-07-13,2014-07-13,2012-07-13,
a0Ni0000004brIZEAY,a0Ri0000000I3XTEA0,,100,0,,2014-07-14,2012-07-13,2014-07-13,2012-07-13,100
a0Ni0000004brIZEAY,a0Ri0000000I3XUEA0,,0,0,,2014-07-14,2012-07-13,2014-07-13,2012-07-13,
a0Ni0000004bzxdEAA,a0Ri0000000I3XVEA0,-91200,0,0,-7600,,2013-11-30,,2013-11-30,0
a0Ni0000004bzxdEAA,a0Ri0000000I3XTEA0,0,0,0,0,,2013-11-30,,2013-11-30,-38
a0Ni0000004brJNEAY,a0Ri0000000I3XVEA0,-54000,0,0,-4500,,2013-11-30,,2013-11-30,0
a0Ni0000004brJNEAY,a0Ri0000000I3XTEA0,0,0,0,0,,2013-11-30,,2013-11-30,-56
a0Ni0000004c04hEAA,a0Ri0000000I3XVEA0,-18000,0,0,-1500,,2014-01-02,,2014-01-02,0
a0Ni0000004c04hEAA,a0Ri0000000I3XTEA0,0,0,0,0,,2014-01-02,,2014-01-02,-30
a0Ni0000004c04cEAA,a0Ri0000000I3XVEA0,-84000,0,0,-7000,,2014-03-03,,2014-03-03,0
a0Ni0000004c04cEAA,a0Ri0000000I3XTEA0,0,0,0,0,,2014-03-03,,2014-03-03,-35
a0Ni0000000KVX7EAO,a0Ri0000000I3XUEA0,,0,0,,2012-05-19,2011-05-19,2012-05-18,2011-05-19,
a0Ni0000000KVX3EAO,a0Ri0000000I3XUEA0,,0,0,,2014-04-05,2013-04-04,2014-04-04,2013-04-04,
a0Ni0000004brH7EAI,a0Ri0000000I3XVEA0,350000.04,29166.67,0,29166.67,2014-01-21,2011-01-20,2014-01-20,2011-01-20,
a0Ni0000004brH7EAI,a0Ri0000000I3XTEA0,,20,0,,2014-01-21,2011-01-20,2014-01-20,2011-01-20,20
a0Ni0000004brH7EAI,a0Ri0000000I3XUEA0,,0,0,,2014-01-21,2011-01-20,2014-01-20,2011-01-20,
a0Ni0000004brJDEAY,a0Ri0000000I3XVEA0,-60000,0,0,-5000,,2013-01-21,,2013-01-21,0
a0Ni0000004brJDEAY,a0Ri0000000I3XTEA0,0,0,0,0,,2013-01-21,,2013-01-21,-40
a0Ni0000004brJIEAY,a0Ri0000000I3XVEA0,54000,4500,0,4500,2012-01-22,2012-01-21,2012-01-21,2012-01-21,
a0Ni0000004brJIEAY,a0Ri0000000I3XTEA0,,56,0,,2012-01-22,2012-01-21,2012-01-21,2012-01-21,56
a0Ni0000004brJIEAY,a0Ri0000000I3XUEA0,,0,0,,2012-01-22,2012-01-21,2012-01-21,2012-01-21,
a0Ni0000004brKBEAY,a0Ri0000000I3XVEA0,-87000,0,0,-7250,,2013-04-21,,2013-04-21,0
a0Ni0000004brKBEAY,a0Ri0000000I3XTEA0,0,0,0,0,,2013-04-21,,2013-04-21,-50
a0Ni0000004brIKEAY,a0Ri0000000I3XVEA0,123000,10250,0,10250,2013-08-26,2012-08-25,2013-08-25,2012-08-25,
a0Ni0000004brIKEAY,a0Ri0000000I3XTEA0,,200,0,,2013-08-26,2012-08-25,2013-08-25,2012-08-25,200
a0Ni0000004brIKEAY,a0Ri0000000I3XUEA0,,0,0,,2013-08-26,2012-08-25,2013-08-25,2012-08-25,
a0Ni0000004brH2EAI,a0Ri0000000I3XVEA0,-336000,0,0,-28000,,2013-01-20,,2013-01-20,0
a0Ni0000004brH2EAI,a0Ri0000000I3XTEA0,0,0,0,0,,2013-01-20,,2013-01-20,-39
a0Ni0000004brKGEAY,a0Ri0000000I3XVEA0,54000,4500,0,4500,2011-11-05,2011-11-04,2011-11-04,2011-11-04,
a0Ni0000004brKGEAY,a0Ri0000000I3XTEA0,,40,0,,2011-11-05,2011-11-04,2011-11-04,2011-11-04,40
a0Ni0000004brKGEAY,a0Ri0000000I3XUEA0,,0,0,,2011-11-05,2011-11-04,2011-11-04,2011-11-04,
a0Ni0000004c0ImEAI,a0Ri0000000I3XVEA0,-18000,0,0,-1500,,2014-04-23,,2014-04-23,0
a0Ni0000004c0ImEAI,a0Ri0000000I3XTEA0,0,0,0,0,,2014-04-23,,2014-04-23,-30
a0Ni0000004bzwJEAQ,a0Ri0000000I3XVEA0,-15000,0,0,-1250,,2014-01-14,,2014-01-14,0
a0Ni0000004bzwJEAQ,a0Ri0000000I3XTEA0,0,0,0,0,,2014-01-14,,2014-01-14,-25
a0Ni0000000KVX6EAO,a0Ri0000000I3XUEA0,,0,0,,2014-01-15,2013-07-15,2014-01-14,2013-07-15,
a0Ni0000000KVX5EAO,a0Ri0000000I3XUEA0,,0,0,,2014-06-22,2013-06-22,2014-06-21,2013-06-22,
a0Ni0000004c04NEAQ,a0Ri0000000I3XVEA0,-15000,0,0,-1250,,2014-02-05,,2014-02-05,0
a0Ni0000004c04NEAQ,a0Ri0000000I3XTEA0,0,0,0,0,,2014-02-05,,2014-02-05,-25
