Account,Name,Number Date,Date,InstanceId,InstanceName,Page_Visits__c,Page_Views__c,No_of_Report_Run__c,Files_Downloaded__c
GALASS BODAS SA DE CV,INSTANCELEVEL,-6,03/07/2012,Sandbox,Sandbox,181787,13163,83337,98450
GARCIA PEREZ AMELIA,INSTANCELEVEL,-6,03/07/2012,Sandbox,Sandbox,289685,7204,141720,147965
GATEWAY FS,INSTANCELEVEL,-6,03/07/2012,Sandbox,Sandbox,182745,7944,157794,24951
GenePoint,INSTANCELEVEL,-6,03/07/2012,Sandbox,Sandbox,234979,9019,126097,108882
GERMAN VEGA JULIAN ISIDORO,INSTANCELEVEL,-6,03/07/2012,Sandbox,Sandbox,271862,6943,139450,132412
GMC Hardwoods Inc,INSTANCELEVEL,-6,03/07/2012,Sandbox,Sandbox,298014,8577,143080,154934
GOMEZ MUNOZ ERIKA,INSTANCELEVEL,-6,03/07/2012,Sandbox,Sandbox,190126,6335,158532,31594
GONZALEZ GONZALEZ JULIO ENRIQUE,INSTANCELEVEL,-6,03/07/2012,Sandbox,Sandbox,279175,8174,140240,138935
GRANJA RAB SA DE CV,INSTANCELEVEL,-6,03/07/2012,Sandbox,Sandbox,160160,9823,80865,79295
GRUPO BAJO CERO SA DE CV,INSTANCELEVEL,-6,03/07/2012,Sandbox,Sandbox,255737,7180,136883,118854
GRUPO INDUSTRIAL MAQUINAS DE LIMPIE,INSTANCELEVEL,-6,03/07/2012,Sandbox,Sandbox,307604,6743,146142,161462
GRUPO PRECISION CONTROL SA DE CV,INSTANCELEVEL,-6,03/07/2012,Sandbox,Sandbox,263088,7352,137956,125132
AAM Freudenberg NOK General Partnership,INSTANCELEVEL,-5,02/08/2012,Production,Production,176974,9509,82517,94457
Abbett Electric Corp,INSTANCELEVEL,-5,02/08/2012,Production,Production,287827,7791,141467,146360
ABOYTES AGUILAR GABRIEL,INSTANCELEVEL,-5,02/08/2012,Production,Production,180835,7619,157540,23295
ACONDICIONAMIENTOS Y SERVICIOS SA DE CV,INSTANCELEVEL,-5,02/08/2012,Production,Production,191871,6597,84755,107116
AGENCE PRESSE,INSTANCELEVEL,-5,02/08/2012,Production,Production,270347,6546,139299,131048
AGROPECUARIA  A.D.L.T. S.A. DE C.V.,INSTANCELEVEL,-5,02/08/2012,Production,Production,295916,8398,142660,153256
Akzenta Vertriebs GmbH,INSTANCELEVEL,-5,02/08/2012,Production,Production,188223,7175,158337,29886
Alcatel-Lucent Nederland BV,INSTANCELEVEL,-5,02/08/2012,Production,Production,277026,8371,140109,136917
ALIMENTOS CALIDAD OPTIMA SA DE CV,INSTANCELEVEL,-5,02/08/2012,Production,Production,253776,7934,136753,117023
Alltech Automotive LLC,INSTANCELEVEL,-5,02/08/2012,Production,Production,0,0,0,0
Alpha Stamping Company,INSTANCELEVEL,-5,02/08/2012,Production,Production,0,0,0,0
AMECAR AC,INSTANCELEVEL,-5,02/08/2012,Production,Production,0,0,0,0
ANGLO CORP S.A. DE C.V.,INSTANCELEVEL,-5,02/08/2012,Production,Production,0,0,0,0
AP DE MEXICO SA DE CV,INSTANCELEVEL,-5,02/08/2012,Production,Production,0,0,0,0
ARGO ALMACENADORA SA DE CV,INSTANCELEVEL,-5,02/08/2012,Production,Production,0,0,0,0
ARTICULOS SELECTOS Y JUEGOS SA DE CV,INSTANCELEVEL,-5,02/08/2012,Production,Production,0,0,0,0
ASOC. LOC. CENTRAL ABAST. VER.,INSTANCELEVEL,-5,02/08/2012,Production,Production,0,0,0,0
ASOCIACION NACIONAL PRO SUPERACION,INSTANCELEVEL,-5,02/08/2012,Production,Production,0,0,0,0
AUTELIN SA DE CV,INSTANCELEVEL,-5,02/08/2012,Production,Production,0,0,0,0
AUTOTEC DESARROLLO Y SUMINISTROS SA DE CV,INSTANCELEVEL,-5,02/08/2012,Production,Production,0,0,0,0
BABILON LANGUAGE COACHING SC,INSTANCELEVEL,-5,02/08/2012,Production,Production,0,0,0,0
Bachman Information System Inc.,INSTANCELEVEL,-5,02/08/2012,Production,Production,0,0,0,0
BALEROS BANDAS Y TORNILLOS SA DE CV,INSTANCELEVEL,-5,02/08/2012,Production,Production,0,0,0,0
BARRERA MORENO FRANCISCO,INSTANCELEVEL,-5,02/08/2012,Production,Production,0,0,0,0
BEBIDAS CRISTAL S.A. DE C.V.,INSTANCELEVEL,-5,02/08/2012,Production,Production,0,0,0,0
BICIMOTOS S.A.,INSTANCELEVEL,-5,02/08/2012,Production,Production,0,0,0,0
blah1,INSTANCELEVEL,-5,02/08/2012,Production,Production,0,0,0,0
BOESDORFER & BOESDORFER INC,INSTANCELEVEL,-5,02/08/2012,Production,Production,0,0,0,0
BRINK GRAIN,INSTANCELEVEL,-5,02/08/2012,Production,Production,0,0,0,0
BUSTOS MELCHOR ROBERTA,INSTANCELEVEL,-5,02/08/2012,Production,Production,0,0,0,0
CAMACHO CENTENO MERINO,INSTANCELEVEL,-5,02/08/2012,Production,Production,0,0,0,0
Cape Australia Onshore Pty Ltd,INSTANCELEVEL,-5,02/08/2012,Production,Production,0,0,0,0
CARLOS ALBERTO GOMEZ HUERTA,INSTANCELEVEL,-5,02/08/2012,Production,Production,0,0,0,0
CARRILLO BELTRAN JUAN MANUEL,INSTANCELEVEL,-5,02/08/2012,Production,Production,0,0,0,0
CASTILLO ORTIZ MARIO ALBERTO,INSTANCELEVEL,-5,02/08/2012,Production,Production,0,0,0,0
CENTRAL FLETERA QUERETANA SA DE CV,INSTANCELEVEL,-5,02/08/2012,Production,Production,0,0,0,0
CH ROBINSON COMPANY,INSTANCELEVEL,-5,02/08/2012,Production,Production,0,0,0,0
CHEP MEXICO S.A. DE C.V.,INSTANCELEVEL,-5,02/08/2012,Production,Production,0,0,0,0
CIL TEXTILES PVT LTD,INSTANCELEVEL,-5,02/08/2012,Production,Production,0,0,0,0
CLEAN DEL PACIFICO SA DE CV,INSTANCELEVEL,-5,02/08/2012,Production,Production,0,0,0,0
COMARK GRAIN MARKETING,INSTANCELEVEL,-5,02/08/2012,Production,Production,0,0,0,0
COMERCIALIZADORA DE EQUIPO INDUSTRI,INSTANCELEVEL,-5,02/08/2012,Production,Production,0,0,0,0
COMERCIALIZADORA RIMATOM SA de CV,INSTANCELEVEL,-5,02/08/2012,Production,Production,0,0,0,0
COMERGALV SA DE CV,INSTANCELEVEL,-5,02/08/2012,Production,Production,0,0,0,0
COMPANIA FERNANDEZ DE MERIDA S.A.,INSTANCELEVEL,-5,02/08/2012,Production,Production,0,0,0,0
CONDUCTORES Y DERIVADOS ROSS SA DE CV,INSTANCELEVEL,-5,02/08/2012,Production,Production,0,0,0,0
CONSORCIO EMPRESARIAL ALLEGRO SA DE CV,INSTANCELEVEL,-5,02/08/2012,Production,Production,0,0,0,0
CONSTRUCTIO ET STRUCTURA ROMAN SA DE CV,INSTANCELEVEL,-5,02/08/2012,Production,Production,0,0,0,0
COORPORATIVO ALME SA DE CV,INSTANCELEVEL,-5,02/08/2012,Production,Production,0,0,0,0
CORPORACION MEXICANA DE POLIMEROS SA DE CV,INSTANCELEVEL,-5,02/08/2012,Production,Production,0,0,0,0
CORTES GARCIA ALEJANDRO CESAR,INSTANCELEVEL,-5,02/08/2012,Production,Production,0,0,0,0
CRAFT INSTRUMENTOS CIENTIFICOS,INSTANCELEVEL,-5,02/08/2012,Production,Production,0,0,0,0
CRIBAS Y ARRENDAMIENTOS SA DE CV,INSTANCELEVEL,-5,02/08/2012,Production,Production,0,0,0,0
D NOVO SA DE CV,INSTANCELEVEL,-5,02/08/2012,Production,Production,0,0,0,0
Dai-Ichi Kangyo Bank,INSTANCELEVEL,-5,02/08/2012,Production,Production,0,0,0,0
Darta NV,INSTANCELEVEL,-5,02/08/2012,Production,Production,0,0,0,0
DE LAS FUENTES MARTINEZ JESUS ALBER,INSTANCELEVEL,-5,02/08/2012,Production,Production,0,0,0,0
DELGADO CAMPBELL SANTIAGO ALBERTO,INSTANCELEVEL,-5,02/08/2012,Production,Production,0,0,0,0
DEX DEL NOROESTE SA DE CV,INSTANCELEVEL,-5,02/08/2012,Production,Production,0,0,0,0
DIKEN HERMOSILLO SA DE CV,INSTANCELEVEL,-5,02/08/2012,Production,Production,0,0,0,0
DISTRIBUCION DE MADERA SA DE CV,INSTANCELEVEL,-5,02/08/2012,Production,Production,0,0,0,0
DISTRIBUIDORA DE SUMINISTROS GENERA,INSTANCELEVEL,-5,02/08/2012,Production,Production,0,0,0,0
DISTRIBUIDORA SAJOR SA DE CV,INSTANCELEVEL,-5,02/08/2012,Production,Production,0,0,0,0
DONGGUAN JINLIYI INDUSTRIAL CO LTD,INSTANCELEVEL,-5,02/08/2012,Production,Production,0,0,0,0
DOW QUIMICA MEXICANA SA DE CV,INSTANCELEVEL,-5,02/08/2012,Production,Production,102409,2349,96103,6306
DURAN LIZARRAGA ROMEL ALBERTO,INSTANCELEVEL,-5,02/08/2012,Production,Production,101433,512,96879,4554
East Bay Brass Foundry,INSTANCELEVEL,-5,02/08/2012,Production,Production,98375,2114,91525,6850
Eastman Kodak Company Health Sciences Division,INSTANCELEVEL,-5,02/08/2012,Production,Production,0,0,0,0
ECOCAMIONES DEL NOROESTE SA DE CV,INSTANCELEVEL,-5,02/08/2012,Production,Production,1646,1925,1,1645
EDMUNDO CEBALLOS SALDANA,INSTANCELEVEL,-5,02/08/2012,Production,Production,101084,1708,96182,4902
ELANTAS PDG INC,INSTANCELEVEL,-5,02/08/2012,Production,Production,87284,2160,84037,3247
ELIAS ABELARDO AMARO VILLAMIL,INSTANCELEVEL,-5,02/08/2012,Production,Production,0,0,0,0
EMPACADORA Y PROCESADORA DE MONTERR,INSTANCELEVEL,-5,02/08/2012,Production,Production,99367,2458,93835,5532
ENLACES NACIONALES DE AGRONEGOCIOS,INSTANCELEVEL,-5,02/08/2012,Production,Production,100723,1074,96335,4388
ERNESTO GALVAN GARCIA,INSTANCELEVEL,-5,02/08/2012,Production,Production,2,2,1,1
ESPINOSA FLORES LILIANA,INSTANCELEVEL,-5,02/08/2012,Production,Production,90431,2121,85480,4951
EURO CARE S DE RL DE CV,INSTANCELEVEL,-5,02/08/2012,Production,Production,102060,1674,96103,5957
EXELCO SUPPLY MANAGEMENT SA DE CV,INSTANCELEVEL,-5,02/08/2012,Production,Production,102534,1559,96874,5660
FABRICA DE POLIETILENO LA CIMA SA DE CV,INSTANCELEVEL,-5,02/08/2012,Production,Production,97645,2108,91149,6496
FARMERS COOP OF RAVENNA,INSTANCELEVEL,-5,02/08/2012,Production,Production,0,0,0,0
FERMAN SILVA ESTEBAN,INSTANCELEVEL,-5,02/08/2012,Production,Production,1269,1623,1,1268
FIANZAS ATLAS SA,INSTANCELEVEL,-5,02/08/2012,Production,Production,103486,1909,96173,7313
FITCH MEXICO SA DE CV,INSTANCELEVEL,-5,02/08/2012,Production,Production,86634,2609,83915,2719
FLORES SALAZAR ROSA ISABEL,INSTANCELEVEL,-5,02/08/2012,Production,Production,0,0,0,0
FPL Group Ltd,INSTANCELEVEL,-5,02/08/2012,Production,Production,99752,2940,91638,8114
FRIGORIFICA CONTRERAS SA DE CV,INSTANCELEVEL,-5,02/08/2012,Production,Production,100799,2459,96330,4469
FURISON ELECTRIC COMPONENT CON LTD,INSTANCELEVEL,-5,02/08/2012,Production,Production,0,0,0,0
G-L Veneer Co Inc.,INSTANCELEVEL,-5,02/08/2012,Production,Production,89273,1729,84740,4533
GALASS BODAS SA DE CV,INSTANCELEVEL,-5,02/08/2012,Production,Production,101704,2185,96064,5640
GARCIA PEREZ AMELIA,INSTANCELEVEL,-5,02/08/2012,Production,Production,101992,2071,96612,5380
GATEWAY FS,INSTANCELEVEL,-5,02/08/2012,Production,Production,91940,2246,85813,6127
GenePoint,INSTANCELEVEL,-5,02/08/2012,Production,Production,0,0,0,0
GERMAN VEGA JULIAN ISIDORO,INSTANCELEVEL,-5,02/08/2012,Production,Production,915,2081,1,914
GMC Hardwoods Inc,INSTANCELEVEL,-5,02/08/2012,Production,Production,103154,2106,96159,6995
GOMEZ MUNOZ ERIKA,INSTANCELEVEL,-5,02/08/2012,Production,Production,85714,1819,83764,1950
GONZALEZ GONZALEZ JULIO ENRIQUE,INSTANCELEVEL,-5,02/08/2012,Production,Production,0,0,0,0
GRANJA RAB SA DE CV,INSTANCELEVEL,-5,02/08/2012,Production,Production,99207,1932,91592,7615
GRUPO BAJO CERO SA DE CV,INSTANCELEVEL,-5,02/08/2012,Production,Production,101134,1938,96322,4812
GRUPO INDUSTRIAL MAQUINAS DE LIMPIE,INSTANCELEVEL,-5,02/08/2012,Production,Production,0,0,0,0
GRUPO PRECISION CONTROL SA DE CV,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,88831,1735,84701,4130
AAM Freudenberg NOK General Partnership,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,101308,1059,96017,5291
Abbett Electric Corp,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,101536,1776,96591,4945
ABOYTES AGUILAR GABRIEL,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,91325,1319,85573,5752
ACONDICIONAMIENTOS Y SERVICIOS SA DE CV,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,0,0,0,0
AGENCE PRESSE,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,499,2239,1,498
AGROPECUARIA  A.D.L.T. S.A. DE C.V.,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,102762,2339,96129,6633
Akzenta Vertriebs GmbH,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,85216,22,83570,1646
Alcatel-Lucent Nederland BV,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,0,0,0,0
ALIMENTOS CALIDAD OPTIMA SA DE CV,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,98853,2022,91583,7270
Alltech Automotive LLC,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,100952,1491,96200,4752
Alpha Stamping Company,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,0,0,0,0
AMECAR AC,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,87678,1396,84053,3625
ANGLO CORP S.A. DE C.V.,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,101799,1983,95912,5887
AP DE MEXICO SA DE CV,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,101537,3535,96467,5070
ARGO ALMACENADORA SA DE CV,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,90918,1878,85539,5379
ARTICULOS SELECTOS Y JUEGOS SA DE CV,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,176,865,1,175
ASOC. LOC. CENTRAL ABAST. VER.,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,161713,8832,122560,39153
ASOCIACION NACIONAL PRO SUPERACION,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,191922,4887,125390,66532
AUTELIN SA DE CV,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,264106,7468,120836,143270
AUTOTEC DESARROLLO Y SUMINISTROS SA DE CV,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,187471,8424,115954,71517
BABILON LANGUAGE COACHING SC,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,227172,7805,118550,108622
Bachman Information System Inc.,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,165151,8954,123748,41403
BALEROS BANDAS Y TORNILLOS SA DE CV,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,238436,8666,119213,119223
BARRERA MORENO FRANCISCO,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,199825,7435,116905,82920
BEBIDAS CRISTAL S.A. DE C.V.,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,275893,8732,121591,154302
BICIMOTOS S.A.,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,174835,6399,124877,49958
blah1,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,212517,8641,117657,94860
BOESDORFER & BOESDORFER INC,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,250403,9243,120076,130327
BRINK GRAIN,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,165658,7977,122301,43357
BUSTOS MELCHOR ROBERTA,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,189013,7595,125344,63669
CAMACHO CENTENO MERINO,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,261298,7841,120667,140631
Cape Australia Onshore Pty Ltd,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,184392,8101,115760,68632
CARLOS ALBERTO GOMEZ HUERTA,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,224215,8014,118394,105821
CARRILLO BELTRAN JUAN MANUEL,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,172824,8610,123585,49239
CASTILLO ORTIZ MARIO ALBERTO,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,235604,7974,119046,116558
CENTRAL FLETERA QUERETANA SA DE CV,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,197040,8563,116779,80261
CH ROBINSON COMPANY,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,272703,7477,121306,151397
CHEP MEXICO S.A. DE C.V.,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,171873,7915,124805,47068
CIL TEXTILES PVT LTD,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,209047,7825,117346,91701
CLEAN DEL PACIFICO SA DE CV,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,247092,8044,119630,127462
COMARK GRAIN MARKETING,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,162655,8051,122164,40491
COMERCIALIZADORA DE EQUIPO INDUSTRI,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,185387,7675,125245,60142
COMERCIALIZADORA RIMATOM SA de CV,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,258529,6973,120482,138047
COMERGALV SA DE CV,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,181570,8544,115661,65909
COMPANIA FERNANDEZ DE MERIDA S.A.,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,221341,7300,118230,103111
CONDUCTORES Y DERIVADOS ROSS SA DE CV,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,169371,8369,123386,45985
CONSORCIO EMPRESARIAL ALLEGRO SA DE CV,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,232798,7046,118841,113957
CONSTRUCTIO ET STRUCTURA ROMAN SA DE CV,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,193782,8923,116592,77190
COORPORATIVO ALME SA DE CV,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,269857,8039,121175,148682
CORPORACION MEXICANA DE POLIMEROS SA DE CV,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,168733,8900,124597,44136
CORTES GARCIA ALEJANDRO CESAR,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,205724,7385,117204,88520
CRAFT INSTRUMENTOS CIENTIFICOS,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,244174,7544,119485,124689
CRIBAS Y ARRENDAMIENTOS SA DE CV,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,161173,7189,121991,39182
D NOVO SA DE CV,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,181892,8028,125136,56756
Dai-Ichi Kangyo Bank,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,255793,5460,120303,135490
Darta NV,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,178537,7515,115497,63040
DE LAS FUENTES MARTINEZ JESUS ALBER,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,218429,7062,118059,100370
DELGADO CAMPBELL SANTIAGO ALBERTO,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,165870,10192,123150,42720
DEX DEL NOROESTE SA DE CV,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,230130,8133,118690,111440
DIKEN HERMOSILLO SA DE CV,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,190464,8336,116168,74296
DISTRIBUCION DE MADERA SA DE CV,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,266999,7946,121001,145998
DISTRIBUIDORA DE SUMINISTROS GENERA,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,168745,9399,123980,44765
DISTRIBUIDORA SAJOR SA DE CV,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,202729,7292,117051,85678
DONGGUAN JINLIYI INDUSTRIAL CO LTD,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,241255,6970,119332,121923
DOW QUIMICA MEXICANA SA DE CV,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,278897,9044,121790,157107
DURAN LIZARRAGA ROMEL ALBERTO,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,178477,8938,125021,53456
East Bay Brass Foundry,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,253248,7441,120215,133033
Eastman Kodak Company Health Sciences Division,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,215521,7822,117877,97644
ECOCAMIONES DEL NOROESTE SA DE CV,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,0,0,0,0
EDMUNDO CEBALLOS SALDANA,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,17732,3100,5530,12202
ELANTAS PDG INC,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,1040,3707,254,786
ELIAS ABELARDO AMARO VILLAMIL,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,10994,6765,4929,6065
EMPACADORA Y PROCESADORA DE MONTERR,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,17065,7465,5523,11542
ENLACES NACIONALES DE AGRONEGOCIOS,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,245,96,240,5
ERNESTO GALVAN GARCIA,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,5927,7878,921,5006
ESPINOSA FLORES LILIANA,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,15775,8033,5494,10281
EURO CARE S DE RL DE CV,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,209,0,209,0
EXELCO SUPPLY MANAGEMENT SA DE CV,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,3991,7775,308,3683
FABRICA DE POLIETILENO LA CIMA SA DE CV,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,14382,9227,5462,8920
FARMERS COOP OF RAVENNA,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,0,0,0,0
FERMAN SILVA ESTEBAN,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,2538,7496,291,2247
FIANZAS ATLAS SA,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,12767,7683,5399,7368
FITCH MEXICO SA DE CV,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,1637496,160905,1024616,612880
FLORES SALAZAR ROSA ISABEL,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,2223548,177830,1422521,801027
FPL Group Ltd,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,248344,64488,100969,147375
FRIGORIFICA CONTRERAS SA DE CV,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,0,0,0,0
FURISON ELECTRIC COMPONENT CON LTD,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,279035,0,110961,168074
G-L Veneer Co Inc.,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,1988243,158419,1220756,767487
GALASS BODAS SA DE CV,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,283222,0,110963,172259
GARCIA PEREZ AMELIA,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,0,0,0,0
GATEWAY FS,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,535799,156457,228887,306912
GenePoint,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,2115216,129188,1264836,850380
GERMAN VEGA JULIAN ISIDORO,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,0,0,0,0
GMC Hardwoods Inc,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,38000,59507,15,37985
GOMEZ MUNOZ ERIKA,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,1591944,167342,1021929,570015
GONZALEZ GONZALEZ JULIO ENRIQUE,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,2243592,271372,1422517,821075
GRANJA RAB SA DE CV,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,208399,56022,87881,120518
GRUPO BAJO CERO SA DE CV,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,0,0,0,0
GRUPO INDUSTRIAL MAQUINAS DE LIMPIE,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,278721,0,110961,167760
GRUPO PRECISION CONTROL SA DE CV,INSTANCELEVEL,-5,02/08/2012,Sandbox,Sandbox,1855882,166988,1120182,735700
AAM Freudenberg NOK General Partnership,INSTANCELEVEL,-4,01/09/2012,Production,Production,282302,0,110962,171340
Abbett Electric Corp,INSTANCELEVEL,-4,01/09/2012,Production,Production,0,0,0,0
ABOYTES AGUILAR GABRIEL,INSTANCELEVEL,-4,01/09/2012,Production,Production,467166,115499,228861,238305
ACONDICIONAMIENTOS Y SERVICIOS SA DE CV,INSTANCELEVEL,-4,01/09/2012,Production,Production,2125898,159264,1264316,861582
AGENCE PRESSE,INSTANCELEVEL,-4,01/09/2012,Production,Production,0,0,0,0
AGROPECUARIA  A.D.L.T. S.A. DE C.V.,INSTANCELEVEL,-4,01/09/2012,Production,Production,14497,30612,11,14486
Akzenta Vertriebs GmbH,INSTANCELEVEL,-4,01/09/2012,Production,Production,1241338,181812,721689,519649
Alcatel-Lucent Nederland BV,INSTANCELEVEL,-4,01/09/2012,Production,Production,2242970,278480,1422505,820465
ALIMENTOS CALIDAD OPTIMA SA DE CV,INSTANCELEVEL,-4,01/09/2012,Production,Production,134480,61713,34970,99510
Alltech Automotive LLC,INSTANCELEVEL,-4,01/09/2012,Production,Production,0,0,0,0
Alpha Stamping Company,INSTANCELEVEL,-4,01/09/2012,Production,Production,0,0,0,0
AMECAR AC,INSTANCELEVEL,-4,01/09/2012,Production,Production,1795203,163625,1063592,731611
ANGLO CORP S.A. DE C.V.,INSTANCELEVEL,-4,01/09/2012,Production,Production,280043,0,110961,169082
AP DE MEXICO SA DE CV,INSTANCELEVEL,-4,01/09/2012,Production,Production,0,0,0,0
ARGO ALMACENADORA SA DE CV,INSTANCELEVEL,-4,01/09/2012,Production,Production,357665,54244,169151,188514
ARTICULOS SELECTOS Y JUEGOS SA DE CV,INSTANCELEVEL,-4,01/09/2012,Production,Production,2113672,165036,1260625,853047
ASOC. LOC. CENTRAL ABAST. VER.,INSTANCELEVEL,-4,01/09/2012,Production,Production,0,0,0,0
ASOCIACION NACIONAL PRO SUPERACION,INSTANCELEVEL,-4,01/09/2012,Production,Production,13,7,11,2
AUTELIN SA DE CV,INSTANCELEVEL,-4,01/09/2012,Production,Production,1042679,161695,594730,447949
AUTOTEC DESARROLLO Y SUMINISTROS SA DE CV,INSTANCELEVEL,-4,01/09/2012,Production,Production,2273098,153935,1409320,863778
