Account,Name,Date,User,Page_Visits__c,Page_Views__c,No_of_Report_Run__c,Files_Downloaded__c
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,USERLEVEL,-19,SISTEMAS MECANICOS E HIDRAULICOS SA DE CV - User 7,2106,4453,1350,1952
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,USERLEVEL,-19,SISTEMAS MECANICOS E HIDRAULICOS SA DE CV - User 8,4968,4803,300,4142
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,USERLEVEL,-19,SISTEMAS MECANICOS E HIDRAULICOS SA DE CV - User 9,24,1887,689,302
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,USERLEVEL,-19,SISTEMAS MECANICOS E HIDRAULICOS SA DE CV - User 10,949,2193,2494,327
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,USERLEVEL,-20,SISTEMAS MECANICOS E HIDRAULICOS SA DE CV - User 1,68,4899,4119,2441
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,USERLEVEL,-20,SISTEMAS MECANICOS E HIDRAULICOS SA DE CV - User 2,3665,3427,3235,3535
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,USERLEVEL,-20,SISTEMAS MECANICOS E HIDRAULICOS SA DE CV - User 3,5816,2490,2842,1487
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,USERLEVEL,-20,SISTEMAS MECANICOS E HIDRAULICOS SA DE CV - User 4,4018,3781,1505,2265
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,USERLEVEL,-20,SISTEMAS MECANICOS E HIDRAULICOS SA DE CV - User 5,2436,4262,1330,3976
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,USERLEVEL,-20,SISTEMAS MECANICOS E HIDRAULICOS SA DE CV - User 6,5410,4957,3747,2272
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,USERLEVEL,-20,SISTEMAS MECANICOS E HIDRAULICOS SA DE CV - User 7,4032,152,4159,2427
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,USERLEVEL,-20,SISTEMAS MECANICOS E HIDRAULICOS SA DE CV - User 8,1035,2827,163,2610
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,USERLEVEL,-20,SISTEMAS MECANICOS E HIDRAULICOS SA DE CV - User 9,5831,2198,1969,3216
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,USERLEVEL,-20,SISTEMAS MECANICOS E HIDRAULICOS SA DE CV - User 10,5842,3353,4055,5452
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,USERLEVEL,-21,SISTEMAS MECANICOS E HIDRAULICOS SA DE CV - User 1,2472,2608,1278,755
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,USERLEVEL,-21,SISTEMAS MECANICOS E HIDRAULICOS SA DE CV - User 2,1484,2781,5987,5265
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,USERLEVEL,-21,SISTEMAS MECANICOS E HIDRAULICOS SA DE CV - User 3,2888,625,2733,5829
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,USERLEVEL,-21,SISTEMAS MECANICOS E HIDRAULICOS SA DE CV - User 4,5687,2289,4330,119
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,USERLEVEL,-21,SISTEMAS MECANICOS E HIDRAULICOS SA DE CV - User 5,5504,3388,5935,1281
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,USERLEVEL,-21,SISTEMAS MECANICOS E HIDRAULICOS SA DE CV - User 6,1176,4863,4459,1621
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,USERLEVEL,-21,SISTEMAS MECANICOS E HIDRAULICOS SA DE CV - User 7,5058,5428,2153,2330
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,USERLEVEL,-21,SISTEMAS MECANICOS E HIDRAULICOS SA DE CV - User 8,5974,4106,5766,1297
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,USERLEVEL,-21,SISTEMAS MECANICOS E HIDRAULICOS SA DE CV - User 9,2869,5558,3750,3992
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,USERLEVEL,-21,SISTEMAS MECANICOS E HIDRAULICOS SA DE CV - User 10,1005,2232,88,2001
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,USERLEVEL,-22,SISTEMAS MECANICOS E HIDRAULICOS SA DE CV - User 1,3103,1961,5592,2233
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,USERLEVEL,-22,SISTEMAS MECANICOS E HIDRAULICOS SA DE CV - User 2,2314,4394,1413,2475
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,USERLEVEL,-22,SISTEMAS MECANICOS E HIDRAULICOS SA DE CV - User 3,3702,1480,2038,3781
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,USERLEVEL,-22,SISTEMAS MECANICOS E HIDRAULICOS SA DE CV - User 4,316,1353,1934,4224
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,USERLEVEL,-22,SISTEMAS MECANICOS E HIDRAULICOS SA DE CV - User 5,3860,137,3123,497
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,USERLEVEL,-22,SISTEMAS MECANICOS E HIDRAULICOS SA DE CV - User 6,5040,5498,1541,2530
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,USERLEVEL,-22,SISTEMAS MECANICOS E HIDRAULICOS SA DE CV - User 7,4405,5251,4803,2040
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,USERLEVEL,-22,SISTEMAS MECANICOS E HIDRAULICOS SA DE CV - User 8,5028,4424,1678,2940
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,USERLEVEL,-22,SISTEMAS MECANICOS E HIDRAULICOS SA DE CV - User 9,1266,2071,5552,564
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,USERLEVEL,-22,SISTEMAS MECANICOS E HIDRAULICOS SA DE CV - User 10,4059,4194,4316,5531
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,USERLEVEL,-23,SISTEMAS MECANICOS E HIDRAULICOS SA DE CV - User 1,1528,734,5483,3789
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,USERLEVEL,-23,SISTEMAS MECANICOS E HIDRAULICOS SA DE CV - User 2,5569,375,2499,455
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,USERLEVEL,-23,SISTEMAS MECANICOS E HIDRAULICOS SA DE CV - User 3,1678,1709,4019,3844
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,USERLEVEL,-23,SISTEMAS MECANICOS E HIDRAULICOS SA DE CV - User 4,494,2201,4580,1284
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,USERLEVEL,-23,SISTEMAS MECANICOS E HIDRAULICOS SA DE CV - User 5,860,4197,5379,2894
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,USERLEVEL,-23,SISTEMAS MECANICOS E HIDRAULICOS SA DE CV - User 6,1983,656,212,4112
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,USERLEVEL,-23,SISTEMAS MECANICOS E HIDRAULICOS SA DE CV - User 7,3091,1524,357,1838
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,USERLEVEL,-23,SISTEMAS MECANICOS E HIDRAULICOS SA DE CV - User 8,867,2980,2241,4942
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,USERLEVEL,-23,SISTEMAS MECANICOS E HIDRAULICOS SA DE CV - User 9,3183,2168,527,727
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,USERLEVEL,-23,SISTEMAS MECANICOS E HIDRAULICOS SA DE CV - User 10,4237,4323,3856,4740
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,USERLEVEL,-24,SISTEMAS MECANICOS E HIDRAULICOS SA DE CV - User 1,2266,2726,3226,2570
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,USERLEVEL,-24,SISTEMAS MECANICOS E HIDRAULICOS SA DE CV - User 2,3336,5725,4209,758
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,USERLEVEL,-24,SISTEMAS MECANICOS E HIDRAULICOS SA DE CV - User 3,897,5657,2513,2582
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,USERLEVEL,-24,SISTEMAS MECANICOS E HIDRAULICOS SA DE CV - User 4,2885,2561,1599,3994
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,USERLEVEL,-24,SISTEMAS MECANICOS E HIDRAULICOS SA DE CV - User 5,1736,2131,1036,3976
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,USERLEVEL,-24,SISTEMAS MECANICOS E HIDRAULICOS SA DE CV - User 6,807,450,741,3978
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,USERLEVEL,-24,SISTEMAS MECANICOS E HIDRAULICOS SA DE CV - User 7,5829,4628,2733,4129
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,USERLEVEL,-24,SISTEMAS MECANICOS E HIDRAULICOS SA DE CV - User 8,185,5288,1482,3524
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,USERLEVEL,-24,SISTEMAS MECANICOS E HIDRAULICOS SA DE CV - User 9,1120,5337,4098,5169
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,USERLEVEL,-24,SISTEMAS MECANICOS E HIDRAULICOS SA DE CV - User 10,1648,4413,2608,2459
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,USERLEVEL,-25,SISTEMAS MECANICOS E HIDRAULICOS SA DE CV - User 1,5861,333,5762,1374
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,USERLEVEL,-25,SISTEMAS MECANICOS E HIDRAULICOS SA DE CV - User 2,849,2255,61,4356
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,USERLEVEL,-25,SISTEMAS MECANICOS E HIDRAULICOS SA DE CV - User 3,2836,4758,2853,5238
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,USERLEVEL,-25,SISTEMAS MECANICOS E HIDRAULICOS SA DE CV - User 4,2760,882,4174,5897
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,USERLEVEL,-25,SISTEMAS MECANICOS E HIDRAULICOS SA DE CV - User 5,4630,970,4203,5715
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,USERLEVEL,-25,SISTEMAS MECANICOS E HIDRAULICOS SA DE CV - User 6,913,5603,3501,1826
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,USERLEVEL,-25,SISTEMAS MECANICOS E HIDRAULICOS SA DE CV - User 7,2628,5648,3132,3370
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,USERLEVEL,-25,SISTEMAS MECANICOS E HIDRAULICOS SA DE CV - User 8,923,2937,200,5799
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,USERLEVEL,-25,SISTEMAS MECANICOS E HIDRAULICOS SA DE CV - User 9,5665,5576,2643,549
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,USERLEVEL,-25,SISTEMAS MECANICOS E HIDRAULICOS SA DE CV - User 10,4692,4758,2502,2496
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-1,SPIN MASTER MEXICO SA DE CV - User 1,4060,772,4160,4269
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-1,SPIN MASTER MEXICO SA DE CV - User 2,1617,2863,5874,3941
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-1,SPIN MASTER MEXICO SA DE CV - User 3,180,3502,3143,2764
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-1,SPIN MASTER MEXICO SA DE CV - User 4,3046,1343,1078,3753
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-1,SPIN MASTER MEXICO SA DE CV - User 5,3664,3500,2447,4360
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-1,SPIN MASTER MEXICO SA DE CV - User 6,3123,5286,841,249
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-1,SPIN MASTER MEXICO SA DE CV - User 7,5608,4331,2680,157
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-1,SPIN MASTER MEXICO SA DE CV - User 8,2595,2887,1751,3661
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-1,SPIN MASTER MEXICO SA DE CV - User 9,3609,5212,2157,3147
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-1,SPIN MASTER MEXICO SA DE CV - User 10,1365,159,3329,3190
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-2,SPIN MASTER MEXICO SA DE CV - User 1,3769,3938,799,1097
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-2,SPIN MASTER MEXICO SA DE CV - User 2,422,4037,2962,3475
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-2,SPIN MASTER MEXICO SA DE CV - User 3,2638,232,1784,3056
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-2,SPIN MASTER MEXICO SA DE CV - User 4,254,2270,5841,2663
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-2,SPIN MASTER MEXICO SA DE CV - User 5,3821,5082,4281,5235
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-2,SPIN MASTER MEXICO SA DE CV - User 6,5662,4691,5906,5204
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-2,SPIN MASTER MEXICO SA DE CV - User 7,3221,4113,153,2051
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-2,SPIN MASTER MEXICO SA DE CV - User 8,5481,2799,1702,807
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-2,SPIN MASTER MEXICO SA DE CV - User 9,19,4877,1320,3758
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-2,SPIN MASTER MEXICO SA DE CV - User 10,5045,1092,2246,5968
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-3,SPIN MASTER MEXICO SA DE CV - User 1,4364,1294,2043,3999
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-3,SPIN MASTER MEXICO SA DE CV - User 2,3711,3922,1713,1151
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-3,SPIN MASTER MEXICO SA DE CV - User 3,917,1224,204,1813
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-3,SPIN MASTER MEXICO SA DE CV - User 4,51,1016,1175,4686
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-3,SPIN MASTER MEXICO SA DE CV - User 5,1121,4411,1939,4221
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-3,SPIN MASTER MEXICO SA DE CV - User 6,2512,66,5361,2334
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-3,SPIN MASTER MEXICO SA DE CV - User 7,4347,167,5155,3576
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-3,SPIN MASTER MEXICO SA DE CV - User 8,397,3133,4360,2412
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-3,SPIN MASTER MEXICO SA DE CV - User 9,5283,2441,5840,4587
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-3,SPIN MASTER MEXICO SA DE CV - User 10,4310,1497,5764,995
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-4,SPIN MASTER MEXICO SA DE CV - User 1,1450,837,997,3084
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-4,SPIN MASTER MEXICO SA DE CV - User 2,4170,253,386,4828
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-4,SPIN MASTER MEXICO SA DE CV - User 3,2032,5944,4226,4807
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-4,SPIN MASTER MEXICO SA DE CV - User 4,1889,5136,2,5380
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-4,SPIN MASTER MEXICO SA DE CV - User 5,797,1435,2059,5109
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-4,SPIN MASTER MEXICO SA DE CV - User 6,1521,962,3068,1979
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-4,SPIN MASTER MEXICO SA DE CV - User 7,4951,2979,463,899
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-4,SPIN MASTER MEXICO SA DE CV - User 8,5518,4917,849,4469
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-4,SPIN MASTER MEXICO SA DE CV - User 9,2137,1575,1370,4747
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-4,SPIN MASTER MEXICO SA DE CV - User 10,5504,5206,4346,587
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-5,SPIN MASTER MEXICO SA DE CV - User 1,3360,575,1649,70
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-5,SPIN MASTER MEXICO SA DE CV - User 2,4545,5622,4946,3680
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-5,SPIN MASTER MEXICO SA DE CV - User 3,1350,1703,4991,165
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-5,SPIN MASTER MEXICO SA DE CV - User 4,888,3663,5550,314
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-5,SPIN MASTER MEXICO SA DE CV - User 5,4783,892,2289,3821
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-5,SPIN MASTER MEXICO SA DE CV - User 6,690,5596,3970,860
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-5,SPIN MASTER MEXICO SA DE CV - User 7,4787,2486,4791,3315
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-5,SPIN MASTER MEXICO SA DE CV - User 8,818,2645,2746,868
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-5,SPIN MASTER MEXICO SA DE CV - User 9,2020,3042,1702,236
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-5,SPIN MASTER MEXICO SA DE CV - User 10,3112,3108,3142,4142
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-6,SPIN MASTER MEXICO SA DE CV - User 1,3918,5066,3382,2866
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-6,SPIN MASTER MEXICO SA DE CV - User 2,1798,3781,3971,156
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-6,SPIN MASTER MEXICO SA DE CV - User 3,728,4634,2161,628
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-6,SPIN MASTER MEXICO SA DE CV - User 4,3726,511,3656,531
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-6,SPIN MASTER MEXICO SA DE CV - User 5,3547,831,3469,4962
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-6,SPIN MASTER MEXICO SA DE CV - User 6,5552,248,4983,5297
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-6,SPIN MASTER MEXICO SA DE CV - User 7,1959,5082,713,2459
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-6,SPIN MASTER MEXICO SA DE CV - User 8,2333,5314,4924,5995
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-6,SPIN MASTER MEXICO SA DE CV - User 9,2604,4262,2111,3973
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-6,SPIN MASTER MEXICO SA DE CV - User 10,4492,5625,3263,3541
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-7,SPIN MASTER MEXICO SA DE CV - User 1,2991,5848,3291,376
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-7,SPIN MASTER MEXICO SA DE CV - User 2,3696,905,1053,4989
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-7,SPIN MASTER MEXICO SA DE CV - User 3,3711,3141,199,5290
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-7,SPIN MASTER MEXICO SA DE CV - User 4,1787,4822,809,5219
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-7,SPIN MASTER MEXICO SA DE CV - User 5,1417,3194,605,33
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-7,SPIN MASTER MEXICO SA DE CV - User 6,2084,646,5852,4998
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-7,SPIN MASTER MEXICO SA DE CV - User 7,3299,300,381,5226
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-7,SPIN MASTER MEXICO SA DE CV - User 8,3500,4444,5326,4713
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-7,SPIN MASTER MEXICO SA DE CV - User 9,1568,798,4822,4448
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-7,SPIN MASTER MEXICO SA DE CV - User 10,977,3765,4107,4426
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-8,SPIN MASTER MEXICO SA DE CV - User 1,900,3360,4789,3494
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-8,SPIN MASTER MEXICO SA DE CV - User 2,4882,4481,5906,2167
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-8,SPIN MASTER MEXICO SA DE CV - User 3,2162,4450,2451,4971
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-8,SPIN MASTER MEXICO SA DE CV - User 4,1761,3853,1839,5052
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-8,SPIN MASTER MEXICO SA DE CV - User 5,2567,3399,4759,3165
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-8,SPIN MASTER MEXICO SA DE CV - User 6,5776,3859,5604,5860
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-8,SPIN MASTER MEXICO SA DE CV - User 7,653,4237,3105,4461
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-8,SPIN MASTER MEXICO SA DE CV - User 8,1301,935,4918,1901
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-8,SPIN MASTER MEXICO SA DE CV - User 9,226,62,3239,4382
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-8,SPIN MASTER MEXICO SA DE CV - User 10,3985,4058,2731,1607
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-9,SPIN MASTER MEXICO SA DE CV - User 1,1204,2956,1276,1659
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-9,SPIN MASTER MEXICO SA DE CV - User 2,1977,3507,143,4012
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-9,SPIN MASTER MEXICO SA DE CV - User 3,637,952,1640,2615
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-9,SPIN MASTER MEXICO SA DE CV - User 4,1409,3497,4040,1999
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-9,SPIN MASTER MEXICO SA DE CV - User 5,1503,4257,3203,2513
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-9,SPIN MASTER MEXICO SA DE CV - User 6,1861,667,3720,2493
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-9,SPIN MASTER MEXICO SA DE CV - User 7,1729,575,5163,3220
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-9,SPIN MASTER MEXICO SA DE CV - User 8,455,4332,5953,1319
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-9,SPIN MASTER MEXICO SA DE CV - User 9,3247,2849,3530,4936
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-9,SPIN MASTER MEXICO SA DE CV - User 10,1323,805,4517,2339
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-10,SPIN MASTER MEXICO SA DE CV - User 1,5025,1569,4348,1292
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-10,SPIN MASTER MEXICO SA DE CV - User 2,189,1946,3983,1193
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-10,SPIN MASTER MEXICO SA DE CV - User 3,1058,724,1707,2935
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-10,SPIN MASTER MEXICO SA DE CV - User 4,5669,4067,1141,2361
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-10,SPIN MASTER MEXICO SA DE CV - User 5,3301,5706,214,219
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-10,SPIN MASTER MEXICO SA DE CV - User 6,1616,2315,3144,1201
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-10,SPIN MASTER MEXICO SA DE CV - User 7,2011,798,2232,1732
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-10,SPIN MASTER MEXICO SA DE CV - User 8,2059,3564,1801,718
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-10,SPIN MASTER MEXICO SA DE CV - User 9,59,5590,1846,1682
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-10,SPIN MASTER MEXICO SA DE CV - User 10,2812,3265,1864,5461
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-11,SPIN MASTER MEXICO SA DE CV - User 1,462,2540,1903,4990
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-11,SPIN MASTER MEXICO SA DE CV - User 2,2682,5932,74,4041
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-11,SPIN MASTER MEXICO SA DE CV - User 3,3809,996,4522,1258
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-11,SPIN MASTER MEXICO SA DE CV - User 4,2976,4541,5194,2938
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-11,SPIN MASTER MEXICO SA DE CV - User 5,4878,0,4667,3122
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-11,SPIN MASTER MEXICO SA DE CV - User 6,3602,1327,2342,3690
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-11,SPIN MASTER MEXICO SA DE CV - User 7,5911,608,2440,4983
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-11,SPIN MASTER MEXICO SA DE CV - User 8,4334,2782,5873,4
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-11,SPIN MASTER MEXICO SA DE CV - User 9,5702,171,5118,3890
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-11,SPIN MASTER MEXICO SA DE CV - User 10,1587,4896,5035,2107
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-12,SPIN MASTER MEXICO SA DE CV - User 1,3874,1640,4381,527
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-12,SPIN MASTER MEXICO SA DE CV - User 2,1468,2250,645,2330
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-12,SPIN MASTER MEXICO SA DE CV - User 3,2241,575,278,5274
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-12,SPIN MASTER MEXICO SA DE CV - User 4,1499,5597,5952,244
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-12,SPIN MASTER MEXICO SA DE CV - User 5,4102,1155,4028,2892
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-12,SPIN MASTER MEXICO SA DE CV - User 6,1365,1489,524,5646
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-12,SPIN MASTER MEXICO SA DE CV - User 7,5212,4785,3727,581
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-12,SPIN MASTER MEXICO SA DE CV - User 8,3393,4329,3006,3001
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-12,SPIN MASTER MEXICO SA DE CV - User 9,5155,2404,4592,2531
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-12,SPIN MASTER MEXICO SA DE CV - User 10,2786,2428,3145,676
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-13,SPIN MASTER MEXICO SA DE CV - User 1,2613,5489,3243,1605
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-13,SPIN MASTER MEXICO SA DE CV - User 2,3332,4378,3773,5280
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-13,SPIN MASTER MEXICO SA DE CV - User 3,151,1428,4065,2101
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-13,SPIN MASTER MEXICO SA DE CV - User 4,5221,890,5285,5738
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-13,SPIN MASTER MEXICO SA DE CV - User 5,4987,2526,3698,5522
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-13,SPIN MASTER MEXICO SA DE CV - User 6,779,4447,3744,3981
SPIN MASTER MEXICO SA DE CV,USERLEVEL,-13,SPIN MASTER MEXICO SA DE CV - User 7,2798,3043,781,3973
