Account,Name,Date,Page_Visits__c,Page_Views__c,No_of_Report_Run__c,Files_Downloaded__c,Emails_Sent_Count__c,No_of_Campaigns__c,Active_Users__c,DB_Size__c,Leads__c
Do not Use1,ACCOUNTLEVEL,-7,351,12101,4805,17252,532,846,329,1140,1935
Oil Chem Research Corp,ACCOUNTLEVEL,-7,14692,11136,10653,10209,579,624,449,1333,2471
LICK ELEVATOR,ACCOUNTLEVEL,-7,8552,251,14321,17349,737,899,197,1555,2057
Quanex Screens LLC,ACCOUNTLEVEL,-7,4014,11284,7648,18417,617,778,459,1948,1500
A and T unlimit Limited,ACCOUNTLEVEL,-6,18720,15317,5007,92,315,882,224,1214,2318
Sienna Gold Ltd,ACCOUNTLEVEL,-6,13901,10853,12284,7063,473,870,78,1005,2126
COLD EXPRESS SA DE CV,ACCOUNTLEVEL,-6,8528,18445,10759,13104,590,632,408,1470,1783
Murex N.A. Ltd,ACCOUNTLEVEL,-6,18197,18312,6512,7023,371,782,23,1384,2139
Via Systems,ACCOUNTLEVEL,-6,15522,2036,18339,17631,480,828,191,1660,1904
DAKTEL COMUNICACIONES SA DE CV,ACCOUNTLEVEL,-6,13360,1736,10374,650,399,818,435,1962,1770
DLI REFACCIONES Y SERVICIOS INTEGTRALES S DE RL DE,ACCOUNTLEVEL,-6,15027,12442,16682,1627,582,885,171,1291,1714
OBED GERARDO ARELLANO GUTIERREZ,ACCOUNTLEVEL,-6,18315,510,18741,18133,734,905,359,1844,2089
REFRIGERACION COMER AGROPECU,ACCOUNTLEVEL,-6,9694,11964,10196,16022,642,982,258,1181,2412
Anunay Fab Ltd,ACCOUNTLEVEL,-6,18441,18570,1091,11868,425,653,202,1525,2288
SUPER URECOAT INDUSTRIES,ACCOUNTLEVEL,-6,17697,12912,17127,10545,776,931,139,1322,1821
Jadow B & Sons Inc,ACCOUNTLEVEL,-6,5127,16186,12336,1249,370,1072,143,1637,1690
Republic of Nauru Phosphate (RONPHOS) Corporation,ACCOUNTLEVEL,-6,1046,11549,11078,15872,357,652,475,1089,2247
CARHLUC CARROCERIAS Y REMOLQUES SA DE CV,ACCOUNTLEVEL,-6,3786,11421,5791,7391,363,948,102,1826,1751
Alltech Automotive LLC,ACCOUNTLEVEL,-6,2921,636,16570,12602,389,642,245,1549,2406
DALE VALOR A MEXICO SC,ACCOUNTLEVEL,-6,6138,13565,14204,7644,761,916,231,1053,1641
SPIN MASTER MEXICO SA DE CV,ACCOUNTLEVEL,-6,10682,5827,433,722,548,778,327,1524,2185
ATTEBURY GRAIN,ACCOUNTLEVEL,-6,2592,14667,6593,10967,529,733,320,1383,1526
Vicor,ACCOUNTLEVEL,-6,14603,8586,7274,1831,769,606,242,1218,2072
Baja Inc,ACCOUNTLEVEL,-6,3391,628,17078,13649,741,945,79,1736,1843
National Assn of Printing Ink,ACCOUNTLEVEL,-6,7393,10845,7792,7143,668,747,313,1445,1549
MA PATRICIA ROSALES HERNANDEZ,ACCOUNTLEVEL,-6,13187,11495,9653,9346,753,868,402,1665,1943
EVERTIS DE MEXICO SA DE CV,ACCOUNTLEVEL,-6,15960,18735,13005,9284,417,867,294,1108,1999
GENERAL DE CERAMICA S A DE C V,ACCOUNTLEVEL,-6,13829,18590,184,4598,583,709,33,1816,2288
GRUPO VACTREK SA DE CV,ACCOUNTLEVEL,-6,768,892,10232,13806,452,729,265,1510,2177
JUAN ANGEL FLORES AGUIRRE,ACCOUNTLEVEL,-6,6791,11321,2461,8429,513,1036,9,1712,2489
Triumph Tool NC Inc,ACCOUNTLEVEL,-6,2508,9095,3236,8183,602,829,498,1438,2239
Darta NV,ACCOUNTLEVEL,-6,3663,17184,10172,6593,456,670,460,1729,1525
COTY UK LTD,ACCOUNTLEVEL,-6,1030,11081,9646,1272,574,836,233,1314,1966
Deal Partners Limited,ACCOUNTLEVEL,-6,1517,16386,17806,8162,744,892,411,1436,2265
IRISA ADHESIVES CORPORATION SA DE CV,ACCOUNTLEVEL,-6,6783,18729,6101,13837,747,746,98,1476,1501
BOESDORFER & BOESDORFER INC,ACCOUNTLEVEL,-6,5305,13852,18119,10019,323,778,270,1122,2116
GKN Sinter Metals,ACCOUNTLEVEL,-6,14452,411,14250,6211,728,827,250,1725,2186
AGENCE PRESSE,ACCOUNTLEVEL,-6,15850,16639,9147,14555,300,627,338,1680,2130
Vesco Foods Pty Ltd,ACCOUNTLEVEL,-6,15781,7605,17285,8524,414,902,198,1878,1554
AUREA SOFTWARE INC,ACCOUNTLEVEL,-6,5266,125,9171,9579,708,656,31,1471,1963
Ocean Sports Wear,ACCOUNTLEVEL,-6,490,56,15633,16335,330,747,473,1013,2062
NOVA INSTRUMENTS SERVICE SA DE CV,ACCOUNTLEVEL,-6,12756,14361,9863,5164,319,841,472,1453,2429
RAUL MORALES RAMIREZ,ACCOUNTLEVEL,-6,14120,14656,7112,584,725,656,488,1655,2379
STANLEY BOSTITCH SA DE CV,ACCOUNTLEVEL,-6,15172,3320,10119,1884,540,641,37,1347,2313
UNIFOODS SA DE CV,ACCOUNTLEVEL,-6,12914,6307,4660,5240,702,1060,351,1459,2188
TOMAS MARTINEZ PATLAN,ACCOUNTLEVEL,-6,5345,17747,9305,13939,693,752,98,1686,1726
JARDINS DE NORTENE,ACCOUNTLEVEL,-6,6768,15396,5982,4078,335,625,117,1290,2075
Terry Store age spa,ACCOUNTLEVEL,-6,12488,14301,6128,1084,600,890,413,1054,2174
Goldie Marketing Pty Ltd,ACCOUNTLEVEL,-6,5820,4989,16286,14713,409,1087,409,1510,2037
ST. CLAIR SERVICE,ACCOUNTLEVEL,-6,15374,17752,3523,11209,440,618,401,1654,2373
Scottish Shellfish Marketing Group Ltd,ACCOUNTLEVEL,-6,9691,1864,11631,1604,384,874,133,1897,2402
CARNES KM SA DE CV,ACCOUNTLEVEL,-6,18262,17414,4893,9390,380,885,337,1008,1952
COMERCIALIZADORA UNICOR SA DE CV,ACCOUNTLEVEL,-6,1272,9597,15833,14223,414,1099,129,1038,2053
COMNET SA DE CV,ACCOUNTLEVEL,-6,10431,8342,7320,18026,369,702,69,1659,2440
DISTRIB Y COMERC KOWALSKY SA DE CV,ACCOUNTLEVEL,-6,11492,1431,16054,8137,489,951,104,1747,1957
FRUITCORP SA DE CV,ACCOUNTLEVEL,-6,10128,4386,10015,10930,416,934,282,1670,2015
ORIGINALES THELVA SA DE CV,ACCOUNTLEVEL,-6,5676,1878,6092,710,679,1055,132,1867,1818
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,ACCOUNTLEVEL,-6,16688,4481,4410,2989,667,883,328,1589,2164
COMERCIALIZADORA RIMATOM SA de CV,ACCOUNTLEVEL,-6,10371,17140,18210,10689,370,825,13,1562,1850
K & S Contractors Supply Co,ACCOUNTLEVEL,-6,3629,3314,4467,13906,689,698,313,1378,1680
Tioga Hardwoods Inc,ACCOUNTLEVEL,-6,6497,8180,3817,5083,394,859,10,1812,1970
GHCL Limited,ACCOUNTLEVEL,-6,134,12225,10470,13848,386,607,204,1455,1964
Motion Industries Inc.,ACCOUNTLEVEL,-6,8606,17406,5356,12319,553,896,104,1134,1893
SUKETU ORGANICS PRIVATE LIMITED,ACCOUNTLEVEL,-6,7351,5778,14870,16347,400,1054,345,1759,2489
Quantum Foods,ACCOUNTLEVEL,-6,1818,7422,8127,3357,624,656,177,1030,1703
Family Magazine,ACCOUNTLEVEL,-6,14170,8914,555,15341,429,851,59,1990,2343
PROGRESSIVE AG PARTNERS,ACCOUNTLEVEL,-6,10324,17222,5512,12421,504,682,482,1692,2012
Innovative Laser Inc,ACCOUNTLEVEL,-6,13483,10275,9190,779,483,936,39,1588,2204
Addis Housewares Ltd,ACCOUNTLEVEL,-6,10268,2317,6361,4198,346,1061,107,1924,1734
SIGMADIS BRIGNAIS,ACCOUNTLEVEL,-6,11108,6547,17713,3468,418,685,236,1329,1675
APLNG,ACCOUNTLEVEL,-6,742,5898,736,275,471,1059,73,1004,2087
Quince Hungary Kft,ACCOUNTLEVEL,-6,18658,9381,5363,14148,389,704,154,1635,1667
Jandel Scientific Inc.,ACCOUNTLEVEL,-6,17562,720,6994,685,792,1005,271,1098,2044
Viking Tool & Steel,ACCOUNTLEVEL,-6,15222,14550,5062,18241,413,863,151,1928,2017
HIELO Y REFRIGERACION DE CABORCA SA DE CV,ACCOUNTLEVEL,-6,1293,2279,7049,6198,565,934,175,1614,1623
MAPE USA,ACCOUNTLEVEL,-6,1583,13858,17710,15747,328,837,185,1749,1919
CONSORCIO DE ALIM DEL CARIBE SA DE CV,ACCOUNTLEVEL,-6,8831,13079,6222,14611,497,1036,36,1487,2135
PRODUCCIONES AGRICOLA DE TABASCO SA CV,ACCOUNTLEVEL,-6,519,16813,8326,15860,659,703,295,1985,1881
RICARDO ALEJANDRO DE LEON PEDROZA,ACCOUNTLEVEL,-6,2883,15171,7404,10760,684,871,363,1056,1523
M&M SERVICE CO,ACCOUNTLEVEL,-6,12608,13734,2920,11175,592,910,115,1783,2211
CARROLLTON FARMERS ELEVATOR CO,ACCOUNTLEVEL,-6,416,2752,10350,18759,440,607,165,1590,2323
L and P Financial Services Co,ACCOUNTLEVEL,-6,14461,4640,9481,17175,722,889,98,1388,2365
Ingenieria y Maquinaria de Guadalupe SA de CV,ACCOUNTLEVEL,-6,621,6454,4251,4974,454,632,296,1786,1685
CATMADER SL,ACCOUNTLEVEL,-6,17478,17080,6775,14780,787,884,499,1589,2083
Tekno Inc,ACCOUNTLEVEL,-6,6661,1074,5864,307,651,1000,27,1659,2244
LUIS MANUEL REYES VAZQUEZ,ACCOUNTLEVEL,-6,8576,1219,5764,6594,722,867,333,1684,1834
COMPUESPECIALISTAS DE SONORA SA DE CV,ACCOUNTLEVEL,-6,17829,18356,13155,7941,403,934,212,1452,1556
CRIBAS Y ARRENDAMIENTOS SA DE CV,ACCOUNTLEVEL,-6,5035,13238,1632,15988,319,708,453,1699,2090
PRODUCTOS CRIBADOS DEL NOROESTE SA DE CV,ACCOUNTLEVEL,-6,1031,15683,2893,8083,531,940,56,1828,2270
COMERGALV SA DE CV,ACCOUNTLEVEL,-6,17825,5014,13345,5590,486,721,145,1552,2024
FABRICA DE HIGIENICOS Y TUBOS DECARTON SA DE CV,ACCOUNTLEVEL,-6,758,15780,12898,4197,602,971,27,1789,2413
ORGANIZACION EMPRESARIAL POSTES Y CONSTRUCCIONES S,ACCOUNTLEVEL,-6,15663,1352,18009,17812,568,880,378,1941,2432
Pintura Estampado y Montaje Sapi de CV,ACCOUNTLEVEL,-6,16050,5015,15725,4509,679,667,382,1327,2185
PROD Y DIS VER FRESCAS GUIJOSA SC RL CV,ACCOUNTLEVEL,-6,2693,3531,5095,4376,313,992,147,1822,2413
TERENTRO SA DE CV,ACCOUNTLEVEL,-6,14119,6851,649,17254,704,667,355,1491,2462
FUNTASTIC LIMITED,ACCOUNTLEVEL,-6,15515,16036,10101,16438,628,695,424,1345,2348
DeeTag USA,ACCOUNTLEVEL,-6,3351,2692,4827,8425,689,1003,221,1024,1941
Lakeland Village,ACCOUNTLEVEL,-6,2009,16542,3895,1022,780,668,488,1500,1618
CHAOAN SWEET BEST FOOD CO LTD,ACCOUNTLEVEL,-6,11674,15372,17140,18304,440,1077,280,1640,1951
Cadbury Beverages Div Cadbury,ACCOUNTLEVEL,-6,956,1576,7832,558,698,810,47,1660,1521
Do not Use1,ACCOUNTLEVEL,-6,4465,6139,6130,18333,470,687,327,1700,2034
Oil Chem Research Corp,ACCOUNTLEVEL,-6,847,349,9867,8938,620,1019,456,1878,1781
LICK ELEVATOR,ACCOUNTLEVEL,-6,1934,9868,1552,13197,350,715,73,1024,2310
Quanex Screens LLC,ACCOUNTLEVEL,-6,905,8073,1396,6091,689,671,451,1262,2158
A and T unlimit Limited,ACCOUNTLEVEL,-5,4418,15128,3168,13154,347,737,427,1586,2042
Sienna Gold Ltd,ACCOUNTLEVEL,-5,9108,13459,18171,14929,629,917,44,1991,2378
COLD EXPRESS SA DE CV,ACCOUNTLEVEL,-5,2159,9693,131,9629,333,902,92,1917,1602
Murex N.A. Ltd,ACCOUNTLEVEL,-5,18252,11000,699,9056,381,938,124,1008,1708
Via Systems,ACCOUNTLEVEL,-5,6046,18359,17734,8523,546,1020,451,1471,2150
DAKTEL COMUNICACIONES SA DE CV,ACCOUNTLEVEL,-5,3260,17472,2529,8007,584,876,143,1679,1681
DLI REFACCIONES Y SERVICIOS INTEGTRALES S DE RL DE,ACCOUNTLEVEL,-5,17410,3280,9060,16731,310,659,249,1080,2198
OBED GERARDO ARELLANO GUTIERREZ,ACCOUNTLEVEL,-5,17707,18518,18255,5705,696,655,293,1150,1580
REFRIGERACION COMER AGROPECU,ACCOUNTLEVEL,-5,7376,12494,3142,14736,629,1082,38,1111,2117
Anunay Fab Ltd,ACCOUNTLEVEL,-5,6710,13598,1290,6039,731,1045,398,1307,2302
SUPER URECOAT INDUSTRIES,ACCOUNTLEVEL,-5,839,7889,10554,393,424,645,391,1721,2435
Jadow B & Sons Inc,ACCOUNTLEVEL,-5,11700,11402,3833,15203,365,626,408,1673,1990
Republic of Nauru Phosphate (RONPHOS) Corporation,ACCOUNTLEVEL,-5,1764,13605,3520,13906,476,642,28,1723,1539
CARHLUC CARROCERIAS Y REMOLQUES SA DE CV,ACCOUNTLEVEL,-5,7784,13057,16656,17074,633,982,343,1880,1569
Alltech Automotive LLC,ACCOUNTLEVEL,-5,2981,10867,424,7594,398,668,247,1209,2355
DALE VALOR A MEXICO SC,ACCOUNTLEVEL,-5,11256,9077,11882,4784,613,1078,107,1556,2411
SPIN MASTER MEXICO SA DE CV,ACCOUNTLEVEL,-5,8361,1162,5452,18985,323,633,496,1572,1623
ATTEBURY GRAIN,ACCOUNTLEVEL,-5,18404,6094,942,6364,531,847,13,1634,1954
Vicor,ACCOUNTLEVEL,-5,7085,7457,5711,11475,764,911,209,1884,1631
Baja Inc,ACCOUNTLEVEL,-5,15185,12050,173,6620,743,775,232,1503,1690
National Assn of Printing Ink,ACCOUNTLEVEL,-5,10535,15650,17889,14811,307,1070,197,1170,2048
MA PATRICIA ROSALES HERNANDEZ,ACCOUNTLEVEL,-5,2259,4157,16769,4168,396,926,496,1523,1991
EVERTIS DE MEXICO SA DE CV,ACCOUNTLEVEL,-5,13212,10195,9442,2641,525,770,353,1884,2141
GENERAL DE CERAMICA S A DE C V,ACCOUNTLEVEL,-5,3542,3700,5357,1838,437,619,196,1752,1953
GRUPO VACTREK SA DE CV,ACCOUNTLEVEL,-5,9187,17733,14394,7103,344,822,213,1038,1513
JUAN ANGEL FLORES AGUIRRE,ACCOUNTLEVEL,-5,6675,5797,16832,18799,760,1044,411,1599,2459
Triumph Tool NC Inc,ACCOUNTLEVEL,-5,1567,8437,11955,3469,755,883,217,1637,1887
Darta NV,ACCOUNTLEVEL,-5,7274,948,15172,8545,560,646,218,1189,1795
COTY UK LTD,ACCOUNTLEVEL,-5,14592,18204,7887,18467,663,801,57,1945,2439
Deal Partners Limited,ACCOUNTLEVEL,-5,7800,13141,13518,15773,611,1053,233,1114,1661
IRISA ADHESIVES CORPORATION SA DE CV,ACCOUNTLEVEL,-5,365,16560,6749,10014,719,964,199,1145,1683
BOESDORFER & BOESDORFER INC,ACCOUNTLEVEL,-5,18940,10157,17153,15420,328,954,410,1852,2377
GKN Sinter Metals,ACCOUNTLEVEL,-5,5551,7289,10156,8697,800,654,162,1749,1926
AGENCE PRESSE,ACCOUNTLEVEL,-5,11327,16763,11568,12632,680,961,167,1966,2145
Vesco Foods Pty Ltd,ACCOUNTLEVEL,-5,15788,17057,5935,8884,490,824,321,1502,2230
AUREA SOFTWARE INC,ACCOUNTLEVEL,-5,3621,9915,884,16635,496,674,6,1211,1590
Ocean Sports Wear,ACCOUNTLEVEL,-5,11977,12131,10675,16522,454,1100,221,1200,2242
NOVA INSTRUMENTS SERVICE SA DE CV,ACCOUNTLEVEL,-5,9495,17942,4107,3312,463,713,346,1053,2265
RAUL MORALES RAMIREZ,ACCOUNTLEVEL,-5,9115,1790,15852,10279,455,643,461,1619,1776
STANLEY BOSTITCH SA DE CV,ACCOUNTLEVEL,-5,6800,13304,13230,80,310,846,379,1040,1752
UNIFOODS SA DE CV,ACCOUNTLEVEL,-5,15883,17748,4812,16199,706,1024,223,1256,2309
TOMAS MARTINEZ PATLAN,ACCOUNTLEVEL,-5,13197,3466,3592,698,666,708,487,1211,2452
JARDINS DE NORTENE,ACCOUNTLEVEL,-5,4492,9120,10163,14616,749,680,79,1887,2189
Terry Store age spa,ACCOUNTLEVEL,-5,7292,6081,1382,11477,659,727,393,1331,1786
Goldie Marketing Pty Ltd,ACCOUNTLEVEL,-5,15042,6746,641,10178,472,728,296,1817,1972
ST. CLAIR SERVICE,ACCOUNTLEVEL,-5,2638,16245,451,6368,530,952,83,1610,1547
Scottish Shellfish Marketing Group Ltd,ACCOUNTLEVEL,-5,17734,7728,13403,8992,336,710,457,1938,2389
CARNES KM SA DE CV,ACCOUNTLEVEL,-5,14274,10825,4387,18150,471,829,320,1171,2145
COMERCIALIZADORA UNICOR SA DE CV,ACCOUNTLEVEL,-5,10230,4847,4004,6185,351,675,168,1912,1500
COMNET SA DE CV,ACCOUNTLEVEL,-5,9722,8398,3606,16847,488,615,69,1107,2132
DISTRIB Y COMERC KOWALSKY SA DE CV,ACCOUNTLEVEL,-5,8305,15004,13556,4576,562,711,64,1733,1522
FRUITCORP SA DE CV,ACCOUNTLEVEL,-5,18609,12097,16910,6393,415,823,481,1056,2375
ORIGINALES THELVA SA DE CV,ACCOUNTLEVEL,-5,11011,14421,4598,11698,679,683,299,1046,2314
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,ACCOUNTLEVEL,-5,13869,8805,3378,2650,488,1010,75,2000,2441
COMERCIALIZADORA RIMATOM SA de CV,ACCOUNTLEVEL,-5,15236,6423,17769,12327,477,769,267,1122,2390
K & S Contractors Supply Co,ACCOUNTLEVEL,-5,4736,11274,9899,15876,642,996,115,1126,2493
Tioga Hardwoods Inc,ACCOUNTLEVEL,-5,3091,12904,6344,16440,688,668,389,1424,1596
GHCL Limited,ACCOUNTLEVEL,-5,1908,17151,13374,14285,683,700,360,1402,1859
Motion Industries Inc.,ACCOUNTLEVEL,-5,1958,11865,9932,11037,607,898,50,1981,1883
SUKETU ORGANICS PRIVATE LIMITED,ACCOUNTLEVEL,-5,94,10020,13663,17433,393,649,446,1204,1675
Quantum Foods,ACCOUNTLEVEL,-5,8716,17916,17691,11185,447,954,453,1492,2204
Family Magazine,ACCOUNTLEVEL,-5,7609,10380,5176,7338,423,666,75,1217,1947
PROGRESSIVE AG PARTNERS,ACCOUNTLEVEL,-5,17278,4783,15997,14948,573,1056,66,1809,2185
Innovative Laser Inc,ACCOUNTLEVEL,-5,9993,11031,13103,16897,592,909,18,1576,2427
Addis Housewares Ltd,ACCOUNTLEVEL,-5,8643,7030,463,3376,504,960,372,1192,1667
SIGMADIS BRIGNAIS,ACCOUNTLEVEL,-5,17014,3086,13809,11916,412,1000,135,1263,2457
APLNG,ACCOUNTLEVEL,-5,13994,16429,7082,1201,774,661,285,1046,1970
Quince Hungary Kft,ACCOUNTLEVEL,-5,2102,8026,4094,17382,739,706,364,1711,2449
Jandel Scientific Inc.,ACCOUNTLEVEL,-5,5044,4669,13053,4540,476,871,162,1519,1854
Viking Tool & Steel,ACCOUNTLEVEL,-5,15201,18948,7612,3337,386,829,253,1436,1681
HIELO Y REFRIGERACION DE CABORCA SA DE CV,ACCOUNTLEVEL,-5,18991,9999,12047,16982,694,885,487,1122,2347
MAPE USA,ACCOUNTLEVEL,-5,13227,7312,12629,1639,518,1085,331,1995,2497
CONSORCIO DE ALIM DEL CARIBE SA DE CV,ACCOUNTLEVEL,-5,5486,14581,5795,7819,489,1065,170,1806,1551
PRODUCCIONES AGRICOLA DE TABASCO SA CV,ACCOUNTLEVEL,-5,17605,10756,18354,10644,703,759,143,1535,1615
RICARDO ALEJANDRO DE LEON PEDROZA,ACCOUNTLEVEL,-5,15713,1386,6326,17716,744,930,169,1422,2065
M&M SERVICE CO,ACCOUNTLEVEL,-5,18822,6450,11065,11051,514,855,456,1809,2176
CARROLLTON FARMERS ELEVATOR CO,ACCOUNTLEVEL,-5,11740,2131,1124,11944,644,992,277,1292,1624
L and P Financial Services Co,ACCOUNTLEVEL,-5,10084,13582,8956,17961,795,1016,136,1302,1992
Ingenieria y Maquinaria de Guadalupe SA de CV,ACCOUNTLEVEL,-5,4111,17832,15823,15617,628,1004,194,1838,2178
CATMADER SL,ACCOUNTLEVEL,-5,8474,10024,9143,16272,627,803,240,1605,2298
Tekno Inc,ACCOUNTLEVEL,-5,6145,16202,8571,2215,793,742,495,1850,1968
LUIS MANUEL REYES VAZQUEZ,ACCOUNTLEVEL,-5,9207,15188,14837,11688,336,755,125,1252,2082
COMPUESPECIALISTAS DE SONORA SA DE CV,ACCOUNTLEVEL,-5,6646,6137,15655,13501,313,969,156,1290,2175
CRIBAS Y ARRENDAMIENTOS SA DE CV,ACCOUNTLEVEL,-5,2441,1948,543,4489,462,714,183,1076,2240
PRODUCTOS CRIBADOS DEL NOROESTE SA DE CV,ACCOUNTLEVEL,-5,15436,12832,17582,3415,772,967,149,1910,1725
COMERGALV SA DE CV,ACCOUNTLEVEL,-5,14474,982,4224,17847,528,958,162,1043,1828
FABRICA DE HIGIENICOS Y TUBOS DECARTON SA DE CV,ACCOUNTLEVEL,-5,10281,1162,14234,9342,401,968,269,1195,1534
ORGANIZACION EMPRESARIAL POSTES Y CONSTRUCCIONES S,ACCOUNTLEVEL,-5,2938,6578,15706,8064,675,1009,17,1808,1647
Pintura Estampado y Montaje Sapi de CV,ACCOUNTLEVEL,-5,2686,3798,10924,12625,746,896,279,1170,1772
PROD Y DIS VER FRESCAS GUIJOSA SC RL CV,ACCOUNTLEVEL,-5,9540,12019,2461,8519,532,872,80,1852,2318
TERENTRO SA DE CV,ACCOUNTLEVEL,-5,4766,6158,11265,6615,683,936,6,1918,2002
FUNTASTIC LIMITED,ACCOUNTLEVEL,-5,12998,2742,6144,9379,423,890,308,1325,2309
DeeTag USA,ACCOUNTLEVEL,-5,11960,11465,18105,11181,492,968,350,1115,1728
Lakeland Village,ACCOUNTLEVEL,-5,8894,14051,3157,1623,733,938,80,1952,1992
CHAOAN SWEET BEST FOOD CO LTD,ACCOUNTLEVEL,-5,1503,6555,5251,6617,548,728,171,1692,2292
Cadbury Beverages Div Cadbury,ACCOUNTLEVEL,-5,9061,17871,10801,12618,555,741,308,1911,2265
Do not Use1,ACCOUNTLEVEL,-5,9903,11861,16145,16995,649,609,426,1037,2448
Oil Chem Research Corp,ACCOUNTLEVEL,-5,10700,3292,215,2140,766,1048,190,1145,2434
LICK ELEVATOR,ACCOUNTLEVEL,-5,122,668,803,17885,445,851,184,1424,1861
Quanex Screens LLC,ACCOUNTLEVEL,-5,17709,8682,8818,13402,373,816,307,1221,2420
A and T unlimit Limited,ACCOUNTLEVEL,-4,329,17254,8451,14753,444,1054,102,1396,2139
Sienna Gold Ltd,ACCOUNTLEVEL,-4,7217,12031,12945,16799,599,1053,34,1893,1716
COLD EXPRESS SA DE CV,ACCOUNTLEVEL,-4,13218,4247,7728,3181,380,782,449,1932,1548
Murex N.A. Ltd,ACCOUNTLEVEL,-4,9343,17082,17971,7385,703,1045,429,1754,1692
Via Systems,ACCOUNTLEVEL,-4,9185,17403,1744,13997,579,839,119,1746,1782
DAKTEL COMUNICACIONES SA DE CV,ACCOUNTLEVEL,-4,9567,9019,5032,1013,446,977,108,1073,1737
DLI REFACCIONES Y SERVICIOS INTEGTRALES S DE RL DE,ACCOUNTLEVEL,-4,16092,8251,4089,10359,348,976,98,1923,1610
OBED GERARDO ARELLANO GUTIERREZ,ACCOUNTLEVEL,-4,18370,7226,17615,18811,391,866,317,1596,1892
REFRIGERACION COMER AGROPECU,ACCOUNTLEVEL,-4,8359,15564,5135,9032,452,719,96,2000,1701
Anunay Fab Ltd,ACCOUNTLEVEL,-4,853,395,13221,12644,797,849,78,1826,2152
SUPER URECOAT INDUSTRIES,ACCOUNTLEVEL,-4,5088,15256,14352,2411,622,1095,213,1628,2375
Jadow B & Sons Inc,ACCOUNTLEVEL,-4,238,9760,9431,6340,782,953,465,1829,1958
Republic of Nauru Phosphate (RONPHOS) Corporation,ACCOUNTLEVEL,-4,11355,7996,14286,11975,710,691,149,1375,2067
CARHLUC CARROCERIAS Y REMOLQUES SA DE CV,ACCOUNTLEVEL,-4,993,8299,750,12339,780,631,495,2000,1563
Alltech Automotive LLC,ACCOUNTLEVEL,-4,16114,6597,17566,4903,461,737,452,1836,2296
DALE VALOR A MEXICO SC,ACCOUNTLEVEL,-4,4580,11508,14724,3734,403,1010,200,1294,2357
SPIN MASTER MEXICO SA DE CV,ACCOUNTLEVEL,-4,13821,14686,10586,7612,551,820,41,1043,1759
ATTEBURY GRAIN,ACCOUNTLEVEL,-4,13784,15991,15349,16862,613,814,344,1510,1740
Vicor,ACCOUNTLEVEL,-4,15119,16199,13350,8172,723,939,447,1683,2030
Baja Inc,ACCOUNTLEVEL,-4,10383,8948,16525,2475,755,820,392,1621,1954
National Assn of Printing Ink,ACCOUNTLEVEL,-4,11716,10355,3420,6491,443,851,485,1310,1879
MA PATRICIA ROSALES HERNANDEZ,ACCOUNTLEVEL,-4,12367,15664,8942,9150,622,1080,151,1685,2400
EVERTIS DE MEXICO SA DE CV,ACCOUNTLEVEL,-4,5589,9439,14709,5587,664,647,119,1834,2037
GENERAL DE CERAMICA S A DE C V,ACCOUNTLEVEL,-4,7747,6854,13466,12280,527,714,220,1159,2420
GRUPO VACTREK SA DE CV,ACCOUNTLEVEL,-4,8803,15213,7467,5967,315,949,343,1594,1754
JUAN ANGEL FLORES AGUIRRE,ACCOUNTLEVEL,-4,17718,16292,2336,16197,389,1069,480,1123,2417
Triumph Tool NC Inc,ACCOUNTLEVEL,-4,4283,8881,1661,12610,581,604,251,1261,2307
Darta NV,ACCOUNTLEVEL,-4,8236,6504,11307,14926,708,1065,427,1489,1945
COTY UK LTD,ACCOUNTLEVEL,-4,9910,8419,8888,13246,776,952,339,1848,2253
Deal Partners Limited,ACCOUNTLEVEL,-4,5013,4772,18961,7934,428,658,168,1032,2205
IRISA ADHESIVES CORPORATION SA DE CV,ACCOUNTLEVEL,-4,17703,15006,286,14345,309,718,453,1944,1665
BOESDORFER & BOESDORFER INC,ACCOUNTLEVEL,-4,14838,2753,15415,15000,391,894,88,1981,1500
GKN Sinter Metals,ACCOUNTLEVEL,-4,14320,3164,18944,18156,725,983,182,1080,2274
AGENCE PRESSE,ACCOUNTLEVEL,-4,8119,152,1009,7308,762,1086,60,1958,2111
Vesco Foods Pty Ltd,ACCOUNTLEVEL,-4,2732,11109,11153,13940,570,742,242,1380,2148
AUREA SOFTWARE INC,ACCOUNTLEVEL,-4,15795,13252,2997,2694,397,629,466,1342,2316
Ocean Sports Wear,ACCOUNTLEVEL,-4,15084,1677,3355,6226,470,1032,304,1054,1677
NOVA INSTRUMENTS SERVICE SA DE CV,ACCOUNTLEVEL,-4,6838,1139,18203,209,528,731,353,1614,2290
RAUL MORALES RAMIREZ,ACCOUNTLEVEL,-4,11902,9538,10798,3797,445,890,442,1055,2199
STANLEY BOSTITCH SA DE CV,ACCOUNTLEVEL,-4,8184,2721,8464,4066,375,935,300,1854,2363
UNIFOODS SA DE CV,ACCOUNTLEVEL,-4,18394,6623,7429,18967,618,847,435,1275,2093
TOMAS MARTINEZ PATLAN,ACCOUNTLEVEL,-4,2757,4504,17495,16664,593,1008,276,1888,1949
JARDINS DE NORTENE,ACCOUNTLEVEL,-4,857,16251,17308,13388,311,993,124,1581,1899
