Account,Name,Date,Page_Visits__c,Page_Views__c,No_of_Report_Run__c,Files_Downloaded__c,Emails_Sent_Count__c,No_of_Campaigns__c,Active_Users__c,DB_Size__c,Leads__c
Sienna Gold Ltd,ACCOUNTLEVEL,-40,9115,4496,8512,1985,702,741,210,1136,1690
COLD EXPRESS SA DE CV,ACCOUNTLEVEL,-40,7978,2496,3862,7485,718,776,337,1838,1660
Murex N.A. Ltd,ACCOUNTLEVEL,-40,5808,11125,12735,12825,482,717,111,1534,1880
Via Systems,ACCOUNTLEVEL,-40,6941,2697,10138,3657,425,639,202,1360,2324
DAKTEL COMUNICACIONES SA DE CV,ACCOUNTLEVEL,-40,9272,1702,13223,3933,540,898,341,1729,1855
DLI REFACCIONES Y SERVICIOS INTEGTRALES S DE RL DE,ACCOUNTLEVEL,-40,2608,13438,14860,1643,750,1087,33,1286,1734
OBED GERARDO ARELLANO GUTIERREZ,ACCOUNTLEVEL,-40,8068,11335,1990,11624,569,1048,30,1110,2050
REFRIGERACION COMER AGROPECU,ACCOUNTLEVEL,-40,5236,10760,7230,5212,518,615,262,1028,2466
Anunay Fab Ltd,ACCOUNTLEVEL,-40,6862,14,10601,4971,643,723,77,1131,2320
SUPER URECOAT INDUSTRIES,ACCOUNTLEVEL,-40,7333,12456,11704,6760,706,702,347,1278,2386
Jadow B & Sons Inc,ACCOUNTLEVEL,-40,12041,7129,1222,10591,325,632,479,1800,1538
Republic of Nauru Phosphate (RONPHOS) Corporation,ACCOUNTLEVEL,-40,14361,9591,4110,10999,357,1073,454,1446,2345
CARHLUC CARROCERIAS Y REMOLQUES SA DE CV,ACCOUNTLEVEL,-40,11255,6085,12231,14152,714,1097,170,1918,2060
Alltech Automotive LLC,ACCOUNTLEVEL,-40,1981,10494,11910,8727,688,854,219,1100,1989
DALE VALOR A MEXICO SC,ACCOUNTLEVEL,-40,12898,4827,9113,643,581,1006,293,1952,2077
SPIN MASTER MEXICO SA DE CV,ACCOUNTLEVEL,-40,10845,3578,14259,4616,366,930,387,1831,2156
ATTEBURY GRAIN,ACCOUNTLEVEL,-40,4227,1707,4459,943,561,1097,457,1694,1966
Vicor,ACCOUNTLEVEL,-40,1669,13988,6383,1935,607,754,159,1001,2336
Baja Inc,ACCOUNTLEVEL,-40,134,4405,6589,6575,582,883,229,1450,2160
National Assn of Printing Ink,ACCOUNTLEVEL,-40,12751,8766,7551,11763,613,687,236,1846,2361
MA PATRICIA ROSALES HERNANDEZ,ACCOUNTLEVEL,-40,148,440,11209,12781,545,838,66,1100,2255
EVERTIS DE MEXICO SA DE CV,ACCOUNTLEVEL,-40,9449,8988,6640,2456,523,1054,210,1503,1666
GENERAL DE CERAMICA S A DE C V,ACCOUNTLEVEL,-40,7150,5340,5657,3868,354,697,449,1118,2041
GRUPO VACTREK SA DE CV,ACCOUNTLEVEL,-40,9561,1683,3818,4113,559,942,199,1665,2051
JUAN ANGEL FLORES AGUIRRE,ACCOUNTLEVEL,-40,4197,847,9270,2511,514,867,258,1954,2179
Triumph Tool NC Inc,ACCOUNTLEVEL,-40,6202,3553,5469,1528,420,854,147,1779,1536
Darta NV,ACCOUNTLEVEL,-40,8001,1587,7138,1129,384,1057,188,1257,2276
COTY UK LTD,ACCOUNTLEVEL,-40,1067,11677,8014,12615,645,838,421,1242,1781
Deal Partners Limited,ACCOUNTLEVEL,-40,13567,9590,13243,10334,660,1095,367,1128,2036
IRISA ADHESIVES CORPORATION SA DE CV,ACCOUNTLEVEL,-40,1274,4049,11754,5446,524,600,108,1166,1821
BOESDORFER & BOESDORFER INC,ACCOUNTLEVEL,-40,3631,12618,7738,7647,793,713,42,1758,1982
GKN Sinter Metals,ACCOUNTLEVEL,-40,7785,8715,13627,6082,394,927,144,1795,1867
AGENCE PRESSE,ACCOUNTLEVEL,-40,9591,2070,3100,13337,447,850,327,1642,2048
Vesco Foods Pty Ltd,ACCOUNTLEVEL,-40,7668,7745,7286,3198,717,766,273,1505,2089
AUREA SOFTWARE INC,ACCOUNTLEVEL,-40,401,7402,14013,3246,632,902,18,1405,2475
Ocean Sports Wear,ACCOUNTLEVEL,-40,770,1553,5614,11749,445,647,353,1067,1629
NOVA INSTRUMENTS SERVICE SA DE CV,ACCOUNTLEVEL,-40,7097,6794,2202,13055,452,780,290,1102,2123
RAUL MORALES RAMIREZ,ACCOUNTLEVEL,-40,4193,4449,11306,9828,637,900,223,1186,2171
STANLEY BOSTITCH SA DE CV,ACCOUNTLEVEL,-40,5555,6938,5127,8028,742,1089,102,1290,1906
UNIFOODS SA DE CV,ACCOUNTLEVEL,-40,7064,3906,6976,6851,600,832,202,1444,2279
TOMAS MARTINEZ PATLAN,ACCOUNTLEVEL,-40,12043,12818,6879,12513,800,838,416,1859,1859
JARDINS DE NORTENE,ACCOUNTLEVEL,-40,530,13872,1049,12714,678,938,359,1859,1534
Terry Store age spa,ACCOUNTLEVEL,-40,9468,4673,10722,8068,558,906,125,1579,2235
Goldie Marketing Pty Ltd,ACCOUNTLEVEL,-40,13838,5662,11960,11018,517,858,37,1296,1825
ST. CLAIR SERVICE,ACCOUNTLEVEL,-40,1293,743,5350,8835,570,889,465,1028,1692
Scottish Shellfish Marketing Group Ltd,ACCOUNTLEVEL,-40,134,6974,3411,105,354,805,487,1882,2296
CARNES KM SA DE CV,ACCOUNTLEVEL,-40,6951,2736,7,9908,489,829,148,1276,1855
COMERCIALIZADORA UNICOR SA DE CV,ACCOUNTLEVEL,-40,5534,5790,3297,7923,391,891,264,1675,2414
COMNET SA DE CV,ACCOUNTLEVEL,-40,2502,14526,1067,10808,346,971,203,1525,2075
DISTRIB Y COMERC KOWALSKY SA DE CV,ACCOUNTLEVEL,-40,6193,2824,1487,4767,339,799,410,1416,1566
FRUITCORP SA DE CV,ACCOUNTLEVEL,-40,11696,6239,14276,5060,442,1069,220,1048,2118
ORIGINALES THELVA SA DE CV,ACCOUNTLEVEL,-40,13283,7752,13663,1015,421,981,180,1458,2401
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,ACCOUNTLEVEL,-40,12211,11821,9324,14548,531,724,230,1954,1622
COMERCIALIZADORA RIMATOM SA de CV,ACCOUNTLEVEL,-40,1736,6100,5568,2227,401,870,498,1670,1984
K & S Contractors Supply Co,ACCOUNTLEVEL,-40,8936,3711,6411,2052,762,861,154,1312,2319
Tioga Hardwoods Inc,ACCOUNTLEVEL,-40,154,10963,1094,5539,415,970,148,1513,2056
GHCL Limited,ACCOUNTLEVEL,-40,6741,1075,9654,3614,599,773,237,1822,2175
Motion Industries Inc.,ACCOUNTLEVEL,-40,11242,9712,4387,11618,526,637,356,1604,2081
SUKETU ORGANICS PRIVATE LIMITED,ACCOUNTLEVEL,-40,2526,3279,3300,5300,348,968,345,1240,2302
Quantum Foods,ACCOUNTLEVEL,-40,1340,9468,8123,12152,762,805,40,1461,1817
Family Magazine,ACCOUNTLEVEL,-40,13351,6348,11756,7944,513,629,262,1896,2028
PROGRESSIVE AG PARTNERS,ACCOUNTLEVEL,-40,8990,14926,10061,13195,697,879,273,1559,1661
Innovative Laser Inc,ACCOUNTLEVEL,-40,9534,10601,4572,1480,778,976,239,1020,2390
Addis Housewares Ltd,ACCOUNTLEVEL,-40,13567,6225,375,7168,685,815,5,1455,2377
SIGMADIS BRIGNAIS,ACCOUNTLEVEL,-40,14635,10412,11037,3166,617,810,120,1425,1784
APLNG,ACCOUNTLEVEL,-40,9937,3731,1303,3298,717,1073,442,1683,2462
Quince Hungary Kft,ACCOUNTLEVEL,-40,8322,11966,9621,3324,738,1000,197,1680,1770
Jandel Scientific Inc.,ACCOUNTLEVEL,-40,6713,14255,12824,7995,783,713,460,1913,1868
Viking Tool & Steel,ACCOUNTLEVEL,-40,12474,12219,6588,7605,630,675,483,1630,2096
HIELO Y REFRIGERACION DE CABORCA SA DE CV,ACCOUNTLEVEL,-40,8778,13141,1002,1004,760,764,415,1561,2172
MAPE USA,ACCOUNTLEVEL,-40,1022,4300,13852,10661,352,912,396,1545,2487
CONSORCIO DE ALIM DEL CARIBE SA DE CV,ACCOUNTLEVEL,-40,4525,4019,7818,6905,599,644,195,1502,1802
PRODUCCIONES AGRICOLA DE TABASCO SA CV,ACCOUNTLEVEL,-40,13786,6527,8235,12789,500,860,292,1800,2252
RICARDO ALEJANDRO DE LEON PEDROZA,ACCOUNTLEVEL,-40,11650,13133,9241,7208,565,786,86,1091,1888
M&M SERVICE CO,ACCOUNTLEVEL,-40,10242,11509,1177,10175,640,956,97,1889,1709
CARROLLTON FARMERS ELEVATOR CO,ACCOUNTLEVEL,-40,5726,30,7012,6990,703,1069,430,1618,1783
L and P Financial Services Co,ACCOUNTLEVEL,-40,13431,2364,12,4462,591,840,203,1625,1821
Ingenieria y Maquinaria de Guadalupe SA de CV,ACCOUNTLEVEL,-40,8477,11509,6941,7938,414,840,361,1594,2264
CATMADER SL,ACCOUNTLEVEL,-40,11416,5520,9744,14683,652,676,30,1108,2351
Tekno Inc,ACCOUNTLEVEL,-40,8660,1346,6750,3281,721,750,443,1250,1672
LUIS MANUEL REYES VAZQUEZ,ACCOUNTLEVEL,-40,7522,2892,3736,14647,301,616,486,1789,2324
COMPUESPECIALISTAS DE SONORA SA DE CV,ACCOUNTLEVEL,-40,8668,3618,7376,3933,414,678,205,1880,2058
CRIBAS Y ARRENDAMIENTOS SA DE CV,ACCOUNTLEVEL,-40,13725,989,2366,6978,413,783,152,1808,1721
PRODUCTOS CRIBADOS DEL NOROESTE SA DE CV,ACCOUNTLEVEL,-40,11930,4330,4954,7009,723,776,126,1846,1558
COMERGALV SA DE CV,ACCOUNTLEVEL,-40,2760,13057,5308,10322,559,645,134,1575,2232
FABRICA DE HIGIENICOS Y TUBOS DECARTON SA DE CV,ACCOUNTLEVEL,-40,11610,3419,6337,3099,773,844,275,1527,2244
ORGANIZACION EMPRESARIAL POSTES Y CONSTRUCCIONES S,ACCOUNTLEVEL,-40,12494,13216,2384,14377,665,985,215,1511,1829
Pintura Estampado y Montaje Sapi de CV,ACCOUNTLEVEL,-40,4000,5866,94,304,339,731,411,1541,1830
PROD Y DIS VER FRESCAS GUIJOSA SC RL CV,ACCOUNTLEVEL,-40,6571,13751,13198,10307,620,723,90,1454,2027
TERENTRO SA DE CV,ACCOUNTLEVEL,-40,6415,10370,2336,2172,415,968,341,1028,1726
FUNTASTIC LIMITED,ACCOUNTLEVEL,-40,1625,7315,6544,10605,606,965,186,1708,2064
DeeTag USA,ACCOUNTLEVEL,-40,2048,9392,14732,238,551,860,14,1608,1731
Lakeland Village,ACCOUNTLEVEL,-40,10734,7658,10225,7535,329,770,413,1721,2271
CHAOAN SWEET BEST FOOD CO LTD,ACCOUNTLEVEL,-40,4288,3261,14008,6138,696,648,428,1676,2351
Cadbury Beverages Div Cadbury,ACCOUNTLEVEL,-40,6075,12782,451,14777,557,692,459,1741,1596
Do not Use1,ACCOUNTLEVEL,-40,14981,14316,13237,2499,554,601,343,1430,1944
Oil Chem Research Corp,ACCOUNTLEVEL,-40,5706,6503,5215,11302,661,797,490,1380,2425
LICK ELEVATOR,ACCOUNTLEVEL,-40,5373,12917,8272,10202,759,618,83,1065,1815
Quanex Screens LLC,ACCOUNTLEVEL,-40,14566,3676,10829,3843,671,1054,98,1908,2207
A and T unlimit Limited,ACCOUNTLEVEL,-41,14161,7452,11049,9277,790,976,197,1788,1778
Sienna Gold Ltd,ACCOUNTLEVEL,-41,2544,9238,4470,1123,511,645,93,1142,1681
COLD EXPRESS SA DE CV,ACCOUNTLEVEL,-41,14341,3534,10868,1633,768,725,417,1950,1921
Murex N.A. Ltd,ACCOUNTLEVEL,-41,12710,10014,6689,96,464,1004,364,1977,1639
Via Systems,ACCOUNTLEVEL,-41,7862,4999,12162,8294,590,609,79,1757,1987
DAKTEL COMUNICACIONES SA DE CV,ACCOUNTLEVEL,-41,2572,6288,11622,5789,703,707,455,1956,2404
DLI REFACCIONES Y SERVICIOS INTEGTRALES S DE RL DE,ACCOUNTLEVEL,-41,6780,8167,3637,6891,424,1099,259,1966,2338
OBED GERARDO ARELLANO GUTIERREZ,ACCOUNTLEVEL,-41,7080,10211,3918,10852,763,736,243,1906,2211
REFRIGERACION COMER AGROPECU,ACCOUNTLEVEL,-41,12390,6333,5319,5593,797,1096,473,1777,1704
Anunay Fab Ltd,ACCOUNTLEVEL,-41,9519,7497,13119,4866,743,762,204,1588,1750
SUPER URECOAT INDUSTRIES,ACCOUNTLEVEL,-41,1045,10876,8673,4128,328,947,51,1954,1623
Jadow B & Sons Inc,ACCOUNTLEVEL,-41,4916,3429,8996,8924,623,1024,107,1288,1959
Republic of Nauru Phosphate (RONPHOS) Corporation,ACCOUNTLEVEL,-41,12269,9223,11160,14374,706,1008,7,1047,1585
CARHLUC CARROCERIAS Y REMOLQUES SA DE CV,ACCOUNTLEVEL,-41,8723,13139,5356,857,641,670,22,1771,2315
Alltech Automotive LLC,ACCOUNTLEVEL,-41,12832,12700,3044,12162,327,944,338,1642,1907
DALE VALOR A MEXICO SC,ACCOUNTLEVEL,-41,11954,636,124,2931,694,616,291,1749,2444
SPIN MASTER MEXICO SA DE CV,ACCOUNTLEVEL,-41,14391,1362,8744,2310,589,734,87,1050,1547
ATTEBURY GRAIN,ACCOUNTLEVEL,-41,3000,10451,6335,10099,384,670,491,1929,2316
Vicor,ACCOUNTLEVEL,-41,916,14258,13714,10318,652,1041,252,1671,1943
Baja Inc,ACCOUNTLEVEL,-41,9053,8210,9996,1473,594,602,131,1129,2075
National Assn of Printing Ink,ACCOUNTLEVEL,-41,9922,9517,4815,13544,389,777,270,1800,2018
MA PATRICIA ROSALES HERNANDEZ,ACCOUNTLEVEL,-41,5056,6841,3286,11532,799,1004,151,1248,2109
EVERTIS DE MEXICO SA DE CV,ACCOUNTLEVEL,-41,9549,1280,10764,6358,469,776,366,1452,1988
GENERAL DE CERAMICA S A DE C V,ACCOUNTLEVEL,-41,11038,6579,2804,3187,453,897,164,1707,1642
GRUPO VACTREK SA DE CV,ACCOUNTLEVEL,-41,5367,4644,5555,1521,535,836,377,1412,2024
JUAN ANGEL FLORES AGUIRRE,ACCOUNTLEVEL,-41,13192,8010,9063,2154,503,637,156,1506,1895
Triumph Tool NC Inc,ACCOUNTLEVEL,-41,2588,8623,13916,46,351,753,37,1279,2435
Darta NV,ACCOUNTLEVEL,-41,12233,14329,2688,13731,620,777,126,1678,2263
COTY UK LTD,ACCOUNTLEVEL,-41,4130,5563,14666,14522,352,975,402,1839,2279
Deal Partners Limited,ACCOUNTLEVEL,-41,6724,10082,300,1723,740,932,475,1828,2490
IRISA ADHESIVES CORPORATION SA DE CV,ACCOUNTLEVEL,-41,4706,12708,7879,12702,449,1068,332,1822,1582
BOESDORFER & BOESDORFER INC,ACCOUNTLEVEL,-41,14934,9675,4063,14891,600,657,403,1805,1622
GKN Sinter Metals,ACCOUNTLEVEL,-41,908,12028,6950,3373,492,995,339,1998,2278
AGENCE PRESSE,ACCOUNTLEVEL,-41,14329,13477,7904,9556,630,977,36,1454,1518
Vesco Foods Pty Ltd,ACCOUNTLEVEL,-41,13296,827,7161,1286,779,687,409,1939,1749
AUREA SOFTWARE INC,ACCOUNTLEVEL,-41,5995,7180,902,10787,350,816,268,1710,2065
Ocean Sports Wear,ACCOUNTLEVEL,-41,9444,8270,9926,418,366,896,434,1700,2085
NOVA INSTRUMENTS SERVICE SA DE CV,ACCOUNTLEVEL,-41,9332,1986,12669,8620,370,946,14,1960,1840
RAUL MORALES RAMIREZ,ACCOUNTLEVEL,-41,7061,10435,4794,8049,359,759,263,1767,2418
STANLEY BOSTITCH SA DE CV,ACCOUNTLEVEL,-41,11874,1084,12411,12672,667,895,384,1624,1789
UNIFOODS SA DE CV,ACCOUNTLEVEL,-41,2880,3137,11112,2474,760,814,204,1352,2009
TOMAS MARTINEZ PATLAN,ACCOUNTLEVEL,-41,9251,5360,12123,11418,520,714,191,1567,2495
JARDINS DE NORTENE,ACCOUNTLEVEL,-41,7939,8572,5604,3641,798,1083,451,1596,2243
Terry Store age spa,ACCOUNTLEVEL,-41,14882,10748,10793,3280,710,695,473,1783,2191
Goldie Marketing Pty Ltd,ACCOUNTLEVEL,-41,2317,1250,3244,13394,648,1035,27,1168,1626
ST. CLAIR SERVICE,ACCOUNTLEVEL,-41,13789,12454,276,10413,679,645,332,1041,1567
Scottish Shellfish Marketing Group Ltd,ACCOUNTLEVEL,-41,10527,10165,14752,2335,486,1037,80,1089,1961
CARNES KM SA DE CV,ACCOUNTLEVEL,-41,8417,14807,4652,158,527,932,272,1609,1826
COMERCIALIZADORA UNICOR SA DE CV,ACCOUNTLEVEL,-41,2579,4758,8049,11302,430,698,227,1386,1740
COMNET SA DE CV,ACCOUNTLEVEL,-41,12341,5180,2323,1801,372,654,55,1345,1737
DISTRIB Y COMERC KOWALSKY SA DE CV,ACCOUNTLEVEL,-41,2006,9314,3605,855,657,968,412,1666,2462
FRUITCORP SA DE CV,ACCOUNTLEVEL,-41,5997,171,3400,4374,667,949,79,1482,1865
ORIGINALES THELVA SA DE CV,ACCOUNTLEVEL,-41,1886,14952,11295,6828,505,695,397,1263,1832
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,ACCOUNTLEVEL,-41,6920,8098,10349,12412,476,1072,40,1965,1592
COMERCIALIZADORA RIMATOM SA de CV,ACCOUNTLEVEL,-41,14988,9376,60,5030,361,619,24,1224,1528
K & S Contractors Supply Co,ACCOUNTLEVEL,-41,2944,2214,7122,10754,690,1008,63,1064,2102
Tioga Hardwoods Inc,ACCOUNTLEVEL,-41,5539,4885,7376,12673,392,953,490,1809,1834
GHCL Limited,ACCOUNTLEVEL,-41,14586,8078,13451,8120,789,761,210,1811,1894
Motion Industries Inc.,ACCOUNTLEVEL,-41,12291,2751,3094,8598,571,944,350,1044,1544
SUKETU ORGANICS PRIVATE LIMITED,ACCOUNTLEVEL,-41,10950,12320,10185,9909,425,684,469,1957,2410
Quantum Foods,ACCOUNTLEVEL,-41,12293,4925,7628,6520,532,858,226,1538,1717
Family Magazine,ACCOUNTLEVEL,-41,12055,6960,7320,12947,682,633,408,1471,1502
PROGRESSIVE AG PARTNERS,ACCOUNTLEVEL,-41,3822,4809,12440,769,405,1049,29,1279,2380
Innovative Laser Inc,ACCOUNTLEVEL,-41,9496,12930,10225,10251,482,783,396,1788,2111
Addis Housewares Ltd,ACCOUNTLEVEL,-41,5338,8197,8351,6301,689,756,110,1529,1800
SIGMADIS BRIGNAIS,ACCOUNTLEVEL,-41,13893,11197,5984,5926,303,734,210,1865,2384
APLNG,ACCOUNTLEVEL,-41,3838,5316,6415,5413,664,606,499,1137,2262
Quince Hungary Kft,ACCOUNTLEVEL,-41,8267,1419,6217,14170,621,882,430,1375,1790
Jandel Scientific Inc.,ACCOUNTLEVEL,-41,2322,6931,7543,11392,549,983,329,1855,2300
Viking Tool & Steel,ACCOUNTLEVEL,-41,4340,7578,4596,6240,733,706,161,1738,1948
HIELO Y REFRIGERACION DE CABORCA SA DE CV,ACCOUNTLEVEL,-41,2656,11397,6117,12800,664,1020,298,1680,2145
MAPE USA,ACCOUNTLEVEL,-41,2065,8478,7027,14998,569,721,240,1170,1858
CONSORCIO DE ALIM DEL CARIBE SA DE CV,ACCOUNTLEVEL,-41,3796,6750,9916,2958,608,1012,372,1813,1882
PRODUCCIONES AGRICOLA DE TABASCO SA CV,ACCOUNTLEVEL,-41,11193,10285,1582,3732,397,791,231,1086,2144
RICARDO ALEJANDRO DE LEON PEDROZA,ACCOUNTLEVEL,-41,14397,2286,11719,4898,671,608,40,1331,1950
M&M SERVICE CO,ACCOUNTLEVEL,-41,9205,10673,406,12337,653,1056,53,1080,1899
CARROLLTON FARMERS ELEVATOR CO,ACCOUNTLEVEL,-41,12259,12518,10910,13442,306,971,326,1113,1595
L and P Financial Services Co,ACCOUNTLEVEL,-41,12201,10850,13295,7215,619,912,23,1284,2480
Ingenieria y Maquinaria de Guadalupe SA de CV,ACCOUNTLEVEL,-41,7676,3677,3832,629,572,994,75,1647,1942
CATMADER SL,ACCOUNTLEVEL,-41,5044,9125,2258,11514,511,1047,419,1663,1619
Tekno Inc,ACCOUNTLEVEL,-41,12470,11047,2411,2249,510,1004,480,1761,1744
LUIS MANUEL REYES VAZQUEZ,ACCOUNTLEVEL,-41,13900,3159,8291,14337,682,901,167,1929,1823
COMPUESPECIALISTAS DE SONORA SA DE CV,ACCOUNTLEVEL,-41,6568,11586,4363,14396,757,1074,278,1821,2167
CRIBAS Y ARRENDAMIENTOS SA DE CV,ACCOUNTLEVEL,-41,11843,3651,3814,1699,562,1011,41,1036,2018
PRODUCTOS CRIBADOS DEL NOROESTE SA DE CV,ACCOUNTLEVEL,-41,2973,289,6266,620,509,882,132,1370,2261
COMERGALV SA DE CV,ACCOUNTLEVEL,-41,9372,5631,14644,2141,633,678,55,1115,2241
FABRICA DE HIGIENICOS Y TUBOS DECARTON SA DE CV,ACCOUNTLEVEL,-41,11242,13052,6221,10774,493,742,208,1649,1719
ORGANIZACION EMPRESARIAL POSTES Y CONSTRUCCIONES S,ACCOUNTLEVEL,-41,4484,6118,3890,11185,350,936,29,1055,2121
Pintura Estampado y Montaje Sapi de CV,ACCOUNTLEVEL,-41,13215,7466,3048,3731,456,901,462,1561,2223
PROD Y DIS VER FRESCAS GUIJOSA SC RL CV,ACCOUNTLEVEL,-41,1398,12741,11964,1913,400,703,427,1715,2302
TERENTRO SA DE CV,ACCOUNTLEVEL,-41,3654,448,11097,13353,369,762,184,1305,2292
FUNTASTIC LIMITED,ACCOUNTLEVEL,-41,12782,11767,12187,7779,783,786,80,1200,2420
DeeTag USA,ACCOUNTLEVEL,-41,6799,5423,14685,11773,605,876,263,1420,1927
Lakeland Village,ACCOUNTLEVEL,-41,5777,5917,434,11909,672,1026,58,1730,1857
CHAOAN SWEET BEST FOOD CO LTD,ACCOUNTLEVEL,-41,7785,3603,3143,1269,514,686,231,1898,2355
Cadbury Beverages Div Cadbury,ACCOUNTLEVEL,-41,4303,3982,8855,7050,487,961,257,1129,1597
Do not Use1,ACCOUNTLEVEL,-41,1575,4872,8864,10485,764,936,32,1368,1801
Oil Chem Research Corp,ACCOUNTLEVEL,-41,9504,4856,2721,7309,391,1079,198,1895,2269
LICK ELEVATOR,ACCOUNTLEVEL,-41,5549,12126,3231,8438,531,1072,239,1252,2107
Quanex Screens LLC,ACCOUNTLEVEL,-41,11139,4464,7124,4876,704,638,484,1499,1619
A and T unlimit Limited,ACCOUNTLEVEL,-42,1517,9856,13120,7667,556,746,51,1683,1884
Sienna Gold Ltd,ACCOUNTLEVEL,-42,13814,10551,3231,9415,686,631,94,1869,2379
COLD EXPRESS SA DE CV,ACCOUNTLEVEL,-42,108,9596,6295,651,755,959,279,1025,2407
Murex N.A. Ltd,ACCOUNTLEVEL,-42,2803,14400,3989,4415,649,1039,411,1201,2371
Via Systems,ACCOUNTLEVEL,-42,8825,2517,4936,13632,380,1037,151,1626,1520
DAKTEL COMUNICACIONES SA DE CV,ACCOUNTLEVEL,-42,3141,9429,8966,5355,384,679,443,1919,2479
DLI REFACCIONES Y SERVICIOS INTEGTRALES S DE RL DE,ACCOUNTLEVEL,-42,2625,10995,3779,1250,404,1067,268,1354,1798
OBED GERARDO ARELLANO GUTIERREZ,ACCOUNTLEVEL,-42,6306,11826,1706,11534,594,892,76,1695,2034
REFRIGERACION COMER AGROPECU,ACCOUNTLEVEL,-42,8087,4402,9918,11822,522,851,131,1606,1765
Anunay Fab Ltd,ACCOUNTLEVEL,-42,12760,7052,11045,590,571,709,392,1805,2285
SUPER URECOAT INDUSTRIES,ACCOUNTLEVEL,-42,8712,4251,13131,14474,795,719,282,1373,1783
Jadow B & Sons Inc,ACCOUNTLEVEL,-42,12904,14401,11603,1251,516,839,190,1548,1771
Republic of Nauru Phosphate (RONPHOS) Corporation,ACCOUNTLEVEL,-42,1477,7789,14083,8227,378,764,285,1041,2010
CARHLUC CARROCERIAS Y REMOLQUES SA DE CV,ACCOUNTLEVEL,-42,1264,11735,2923,3228,318,702,365,1913,2361
Alltech Automotive LLC,ACCOUNTLEVEL,-42,9887,8352,12979,2865,487,746,374,1882,1632
DALE VALOR A MEXICO SC,ACCOUNTLEVEL,-42,1969,6598,10409,375,436,882,175,1220,2188
SPIN MASTER MEXICO SA DE CV,ACCOUNTLEVEL,-42,4617,14380,13010,13047,718,701,498,1216,2284
ATTEBURY GRAIN,ACCOUNTLEVEL,-42,9788,10673,6188,10543,366,728,439,1494,1664
Vicor,ACCOUNTLEVEL,-42,12759,7528,13970,9539,778,874,198,1704,2469
Baja Inc,ACCOUNTLEVEL,-42,13071,12747,5738,7998,373,788,415,1503,1778
National Assn of Printing Ink,ACCOUNTLEVEL,-42,8749,14678,14531,14970,563,995,493,1021,1593
MA PATRICIA ROSALES HERNANDEZ,ACCOUNTLEVEL,-42,3286,2180,12416,14220,381,712,166,1746,2096
EVERTIS DE MEXICO SA DE CV,ACCOUNTLEVEL,-42,8218,11707,13383,2332,439,972,146,1676,1763
GENERAL DE CERAMICA S A DE C V,ACCOUNTLEVEL,-42,773,10804,8373,14817,644,1049,229,1995,2093
GRUPO VACTREK SA DE CV,ACCOUNTLEVEL,-42,11251,2244,12640,14272,693,875,272,1843,1788
JUAN ANGEL FLORES AGUIRRE,ACCOUNTLEVEL,-42,8929,12581,8417,7503,789,1031,424,1995,1837
Triumph Tool NC Inc,ACCOUNTLEVEL,-42,9678,8942,274,2165,346,696,80,1725,2294
Darta NV,ACCOUNTLEVEL,-42,10950,10049,12109,7188,716,759,75,1059,2094
COTY UK LTD,ACCOUNTLEVEL,-42,8551,12201,7477,11440,462,846,296,1718,2178
Deal Partners Limited,ACCOUNTLEVEL,-42,5724,7181,4438,14234,358,978,101,1558,2312
IRISA ADHESIVES CORPORATION SA DE CV,ACCOUNTLEVEL,-42,245,5842,9796,345,412,843,350,1134,2424
BOESDORFER & BOESDORFER INC,ACCOUNTLEVEL,-42,609,5459,4836,3232,536,927,389,1854,1977
GKN Sinter Metals,ACCOUNTLEVEL,-42,2789,4145,8312,9613,787,811,403,1995,1989
AGENCE PRESSE,ACCOUNTLEVEL,-42,9807,10549,12464,3147,682,1064,413,1842,1916
Vesco Foods Pty Ltd,ACCOUNTLEVEL,-42,12519,1155,10863,9477,482,924,446,1199,2403
AUREA SOFTWARE INC,ACCOUNTLEVEL,-42,1535,1342,12598,11087,316,1062,202,1056,1540
Ocean Sports Wear,ACCOUNTLEVEL,-42,8190,3336,11474,8268,457,1006,136,1390,1503
NOVA INSTRUMENTS SERVICE SA DE CV,ACCOUNTLEVEL,-42,10493,14507,7142,10178,438,1035,332,1704,1888
RAUL MORALES RAMIREZ,ACCOUNTLEVEL,-42,2289,14937,14681,8730,759,759,161,1255,1729
STANLEY BOSTITCH SA DE CV,ACCOUNTLEVEL,-42,11431,8074,11332,9606,545,861,429,1337,1795
UNIFOODS SA DE CV,ACCOUNTLEVEL,-42,8450,12367,8744,2254,347,984,31,1296,2255
TOMAS MARTINEZ PATLAN,ACCOUNTLEVEL,-42,1813,10438,6066,3823,609,702,423,1487,1989
JARDINS DE NORTENE,ACCOUNTLEVEL,-42,9394,3888,12825,3994,505,728,391,1697,1577
Terry Store age spa,ACCOUNTLEVEL,-42,13623,4829,14824,8281,408,1065,15,1370,2096
Goldie Marketing Pty Ltd,ACCOUNTLEVEL,-42,5115,7518,8124,10347,326,1081,141,1042,1913
ST. CLAIR SERVICE,ACCOUNTLEVEL,-42,9104,12003,1630,14628,439,709,112,1750,1784
Scottish Shellfish Marketing Group Ltd,ACCOUNTLEVEL,-42,4324,6988,11258,5766,469,922,287,1850,2179
